DateTime,GR,FI,RO,EE,NO,LT,SE,BA,HR,LV,PT,ME,HU,NL,RS,CZ,SK,MD,DE,ES,AT,BE,PL,UK,IE,CH,DK,LU,BG,FR,MK,UA
2020-01-01 00:00:00+00:00,5219.0,9237.0,5796.0,779.0,15787.0,1069.0,14860.0,1387.0,1736.0,633.0,4972.0,427.0,4173.0,11222.0,5514.0,5550.0,2701.0,,42713.0,22162.0,5874.0,8850.0,14053.0,31493.0,3037.0,7012.0,3230.0,384.0,4063.0,63142.0,1005.0,15062.0
2020-01-01 00:15:00+00:00,,,,,,,,,,,,,4115.0,11243.0,,,,,42532.0,,5803.0,8765.0,,,,,,382.0,,,,
2020-01-01 00:30:00+00:00,,,,,,,,,,,,,4064.0,11183.0,,,,,42163.0,,5737.0,8669.0,,32048.0,2973.0,,,380.0,,,,
2020-01-01 00:45:00+00:00,,,,,,,,,,,,,3983.0,11089.0,,,,,41879.0,,5659.0,8518.0,,,,,,376.0,,,,
2020-01-01 01:00:00+00:00,4910.0,9141.0,5621.0,759.0,15532.0,1031.0,14595.0,1317.0,1631.0,607.0,4806.0,395.0,3896.0,11061.0,5290.0,5560.0,2658.0,,41695.0,20891.0,5722.0,8457.0,13564.0,31712.0,2895.0,7134.0,3124.0,377.0,3924.0,61612.0,945.0,14549.0
2020-01-01 01:15:00+00:00,,,,,,,,,,,,,3855.0,11035.0,,,,,41375.0,,5650.0,8378.0,,,,,,,,,,
2020-01-01 01:30:00+00:00,,,,,,,,,,,,,3778.0,10973.0,,,,,40986.0,,5542.0,8282.0,,30831.0,2802.0,,,373.0,,,,
2020-01-01 01:45:00+00:00,,,,,,,,,,,,,3710.0,10868.0,,,,,40746.0,,5454.0,8164.0,,,,,,368.0,,,,
2020-01-01 02:00:00+00:00,4677.0,9149.0,5523.0,743.0,15427.0,1012.0,14204.0,1222.0,1557.0,595.0,4550.0,367.0,3671.0,10812.0,4960.0,5496.0,2574.0,,40375.0,19708.0,5405.0,8077.0,13112.0,30050.0,2720.0,6973.0,3024.0,366.0,3838.0,58419.0,879.0,14397.0
2020-01-01 02:15:00+00:00,,,,,,,,,,,,,3627.0,10730.0,,,,,40090.0,,5344.0,8006.0,,,,,,360.0,,,,
2020-01-01 02:30:00+00:00,,,,,,,,,,,,,3590.0,10637.0,,,,,39815.0,,5286.0,7980.0,,29084.0,2634.0,,,359.0,,,,
2020-01-01 02:45:00+00:00,,,,,,,,,,,,,3553.0,10565.0,,,,,39609.0,,5242.0,7940.0,,,,,,357.0,,,,
2020-01-01 03:00:00+00:00,4572.0,9206.0,5484.0,730.0,15321.0,,14263.0,1255.0,1513.0,596.0,4297.0,351.0,3552.0,10537.0,4715.0,5500.0,2570.0,,40073.0,18960.0,5253.0,7849.0,12943.0,27242.0,2544.0,7581.0,2943.0,355.0,3795.0,56268.0,829.0,14461.0
2020-01-01 03:15:00+00:00,,,,,,,,,,,,,3548.0,10497.0,,,,,39919.0,,5244.0,7809.0,,,,,,352.0,,,,
2020-01-01 03:30:00+00:00,,,,,,,,,,,,,3542.0,10470.0,,,,,39938.0,,,7764.0,,26429.0,2505.0,,,350.0,,,,
2020-01-01 03:45:00+00:00,,,,,,,,,,,,,3566.0,10453.0,,,,,39849.0,,5257.0,7760.0,,,,,,349.0,,,,
2020-01-01 04:00:00+00:00,4630.0,9432.0,5456.0,748.0,15248.0,1056.0,14257.0,1225.0,1508.0,612.0,4122.0,344.0,3570.0,10536.0,4481.0,5505.0,2594.0,,39957.0,18697.0,5338.0,7774.0,12970.0,25244.0,2485.0,7180.0,2965.0,351.0,3800.0,55937.0,811.0,14257.0
2020-01-01 04:15:00+00:00,,,,,,,,,,,,,3560.0,10552.0,,,,,39710.0,,5367.0,,,,,,,,,,,
2020-01-01 04:30:00+00:00,,,,,,,,,,,,,3569.0,10602.0,,,,,39688.0,,5409.0,7798.0,,24714.0,2448.0,,,,,,,
2020-01-01 04:45:00+00:00,,,,,,,,,,,,,3581.0,10629.0,,,,,39416.0,,5408.0,7800.0,,,,,,,,,,
2020-01-01 05:00:00+00:00,4720.0,9419.0,5453.0,760.0,15454.0,1077.0,14453.0,1237.0,1548.0,629.0,4035.0,,3635.0,10698.0,4430.0,,2626.0,,38671.0,18933.0,,7831.0,13125.0,25169.0,2414.0,7123.0,3070.0,348.0,3886.0,56162.0,,14217.0
2020-01-01 05:15:00+00:00,,,,,,,,,,,,,3644.0,10747.0,,,,,38555.0,,5448.0,7830.0,,,,,,,,,,
2020-01-01 05:30:00+00:00,,,,,,,,,,,,,3660.0,10817.0,,,,,38510.0,,5511.0,7861.0,,25366.0,2405.0,,,353.0,,,,
2020-01-01 05:45:00+00:00,,,,,,,,,,,,,3690.0,10863.0,,,,,38696.0,,5584.0,7865.0,,,,,,,,,,
2020-01-01 06:00:00+00:00,4909.0,9558.0,5428.0,769.0,15880.0,1092.0,14888.0,,1551.0,632.0,4026.0,346.0,3720.0,10981.0,4370.0,5565.0,2631.0,,38952.0,19326.0,5716.0,7770.0,13036.0,27207.0,,7103.0,3129.0,,4071.0,56390.0,775.0,14784.0
2020-01-01 06:15:00+00:00,,,,,,,,,,,,,3680.0,11053.0,,,,,39168.0,,5817.0,7734.0,,,,,,326.0,,,,
2020-01-01 06:30:00+00:00,,,,,,,,,,,,,3712.0,11126.0,,,,,39150.0,,5878.0,7763.0,,27687.0,2453.0,,,308.0,,,,
2020-01-01 06:45:00+00:00,,,,,,,,,,,,,3726.0,11205.0,,,,,39211.0,,5922.0,7744.0,,,,,,309.0,,,,
2020-01-01 07:00:00+00:00,5405.0,9522.0,5493.0,776.0,16241.0,1113.0,15327.0,1280.0,1664.0,637.0,3953.0,379.0,3745.0,11310.0,4518.0,5564.0,2698.0,,39470.0,19259.0,6033.0,7821.0,12978.0,28710.0,2469.0,6947.0,3237.0,317.0,4304.0,56153.0,806.0,15402.0
2020-01-01 07:15:00+00:00,,,,,,,,,,,,,3763.0,11397.0,,,,,39687.0,,6121.0,7923.0,,,,,,323.0,,,,
2020-01-01 07:30:00+00:00,,,,,,,,,,,,,3790.0,11427.0,,,,,39831.0,,6174.0,7911.0,,29174.0,2491.0,,,322.0,,,,
2020-01-01 07:45:00+00:00,,,,,,,,,,,,,3820.0,11439.0,,,,,40439.0,,6247.0,7927.0,,,,,,324.0,,,,
2020-01-01 08:00:00+00:00,5984.0,9578.0,5533.0,819.0,16472.0,1160.0,15502.0,1379.0,1817.0,677.0,3948.0,416.0,3845.0,11535.0,4863.0,5946.0,2819.0,,41187.0,20008.0,6330.0,7969.0,13483.0,29904.0,2526.0,6992.0,3396.0,330.0,4443.0,56766.0,858.0,15735.0
2020-01-01 08:15:00+00:00,,,,,,,,,,,,,3861.0,11657.0,,,,,41837.0,,6378.0,8090.0,,,,,,332.0,,,,
2020-01-01 08:30:00+00:00,,,,,,,,,,,,,3885.0,11765.0,,,,,42378.0,,6438.0,8162.0,,30810.0,2514.0,,,,,,,
2020-01-01 08:45:00+00:00,,,,,,,,,,,,,3897.0,11886.0,,,,,43268.0,,6487.0,8192.0,,,,,,320.0,,,,
2020-01-01 09:00:00+00:00,6549.0,9681.0,5566.0,832.0,16792.0,1208.0,15972.0,1464.0,1926.0,712.0,4295.0,440.0,3913.0,12023.0,5114.0,6260.0,2906.0,,43684.0,21791.0,6602.0,8234.0,14095.0,32188.0,2554.0,7167.0,3599.0,321.0,4499.0,58512.0,908.0,16052.0
2020-01-01 09:15:00+00:00,,,,,,,,,,,,,3922.0,12140.0,,,,,44011.0,,6648.0,8325.0,,,,,,327.0,,,,
2020-01-01 09:30:00+00:00,,,,,,,,,,,,,3921.0,12217.0,,,,,44462.0,,6696.0,8412.0,,33970.0,2670.0,,,329.0,,,,
2020-01-01 09:45:00+00:00,,,,,,,,,,,,,3925.0,12315.0,,,,,44927.0,,6682.0,8476.0,,,,,,331.0,,,,
2020-01-01 10:00:00+00:00,6657.0,9677.0,5596.0,849.0,17192.0,1232.0,16400.0,1418.0,1984.0,723.0,4712.0,445.0,3944.0,12398.0,5232.0,6373.0,3076.0,,45651.0,23172.0,6741.0,8520.0,14645.0,35541.0,2796.0,7545.0,3712.0,337.0,4493.0,60243.0,950.0,16070.0
2020-01-01 10:15:00+00:00,,,,,,,,,,,,,3967.0,12452.0,,,,,46197.0,,6750.0,8653.0,,,,,,338.0,,,,
2020-01-01 10:30:00+00:00,,,,,,,,,,,,,4001.0,12491.0,,,,,46663.0,,6772.0,8684.0,,36392.0,2937.0,,,,,,,
2020-01-01 10:45:00+00:00,,,,,,,,,,,,,4035.0,12524.0,,,,,46855.0,,6720.0,8748.0,,,,,,340.0,,,,
2020-01-01 11:00:00+00:00,6326.0,9684.0,5611.0,866.0,17296.0,1241.0,16540.0,1406.0,1952.0,729.0,5080.0,439.0,4054.0,12576.0,,6360.0,3031.0,,47560.0,23768.0,6752.0,8720.0,15127.0,37671.0,3046.0,7487.0,3778.0,345.0,4400.0,62966.0,960.0,16055.0
2020-01-01 11:15:00+00:00,,,,,,,,,,,,,4044.0,12605.0,,,,,47834.0,,6734.0,8744.0,,,,,,,,,,
2020-01-01 11:30:00+00:00,,,,,,,,,,,,,4040.0,12618.0,,,,,47814.0,,6690.0,8790.0,,38589.0,3160.0,,,365.0,,,,
2020-01-01 11:45:00+00:00,,,,,,,,,,,,,,12644.0,,,,,47642.0,,6623.0,8788.0,,,,,,372.0,,,,
2020-01-01 12:00:00+00:00,5740.0,9775.0,5616.0,,17367.0,1248.0,16734.0,1432.0,1852.0,726.0,5253.0,,4053.0,12657.0,5237.0,6421.0,3023.0,,47679.0,24322.0,6570.0,8818.0,15676.0,39445.0,3260.0,7806.0,3740.0,378.0,4324.0,62086.0,961.0,16101.0
2020-01-01 12:15:00+00:00,,,,,,,,,,,,,4055.0,12682.0,,,,,47532.0,,6545.0,8793.0,,,,,,390.0,,,,
2020-01-01 12:30:00+00:00,,,,,,,,,,,,,,12664.0,,,,,47541.0,,6516.0,8798.0,,39858.0,3329.0,,,392.0,,,,
2020-01-01 12:45:00+00:00,,,,,,,,,,,,,4060.0,12713.0,,,,,47342.0,,6504.0,,,,,,,,,,,
2020-01-01 13:00:00+00:00,5722.0,10113.0,5694.0,910.0,17582.0,1259.0,16879.0,1440.0,1776.0,744.0,5004.0,418.0,4124.0,12739.0,5137.0,6375.0,3011.0,,46511.0,24285.0,6473.0,8586.0,15779.0,40147.0,3370.0,7720.0,3711.0,391.0,4351.0,59477.0,1069.0,16641.0
2020-01-01 13:15:00+00:00,,,,,,,,,,,,,4121.0,12794.0,,,,,46166.0,,6454.0,8528.0,,,,,,,,,,
2020-01-01 13:30:00+00:00,,,,,,,,,,,,,4147.0,12793.0,,,,,45588.0,,6429.0,8595.0,,40188.0,3379.0,,,,,,,
2020-01-01 13:45:00+00:00,,,,,,,,,,,,,4183.0,12852.0,,,,,45557.0,,6453.0,8569.0,,,,,,,,,,
2020-01-01 14:00:00+00:00,5813.0,10328.0,5925.0,969.0,17963.0,1357.0,17391.0,1482.0,1750.0,814.0,4762.0,420.0,4207.0,12899.0,5134.0,6551.0,2940.0,,45938.0,23049.0,6493.0,8619.0,15865.0,40425.0,3347.0,7594.0,3815.0,,4548.0,57900.0,1079.0,17545.0
2020-01-01 14:15:00+00:00,,,,,,,,,,,,,4229.0,12930.0,,,,,45805.0,,6496.0,8640.0,,,,,,386.0,,,,
2020-01-01 14:30:00+00:00,,,,,,,,,,,,,4275.0,13003.0,,,,,45950.0,,6528.0,8678.0,,40447.0,3301.0,,,385.0,,,,
2020-01-01 14:45:00+00:00,,,,,,,,,,,,,4346.0,13049.0,,,,,46277.0,,6610.0,,,,,,,383.0,,,,
2020-01-01 15:00:00+00:00,,10374.0,6526.0,961.0,18086.0,1410.0,18043.0,1607.0,1889.0,833.0,4716.0,450.0,4446.0,13082.0,5459.0,6846.0,3091.0,,47034.0,22610.0,6722.0,8729.0,17043.0,40766.0,3276.0,7234.0,4084.0,,4957.0,57970.0,1057.0,17654.0
2020-01-01 15:15:00+00:00,,,,,,,,,,,,,4589.0,13237.0,,,,,47890.0,,6824.0,8777.0,,,,,,,,,,
2020-01-01 15:30:00+00:00,,,,,,,,,,,,,4721.0,13387.0,,,,,49279.0,,7044.0,8787.0,,41556.0,3281.0,,,,,,,
2020-01-01 15:45:00+00:00,,,,,,,,,,,,,4754.0,13719.0,,,,,50723.0,,7180.0,8984.0,,,,,,381.0,,,,
2020-01-01 16:00:00+00:00,6424.0,10400.0,6651.0,,17908.0,1408.0,18140.0,1687.0,2114.0,831.0,4798.0,474.0,4786.0,13925.0,5592.0,7040.0,3139.0,,52016.0,23095.0,7335.0,9233.0,17353.0,42586.0,3400.0,6740.0,4396.0,,5191.0,60972.0,1074.0,17542.0
2020-01-01 16:15:00+00:00,,,,,,,,,,,,,4782.0,14203.0,,,,,52456.0,,7388.0,9358.0,,,,,,,,,,
2020-01-01 16:30:00+00:00,,,,,,,,,,,,,4779.0,14347.0,,,,,52952.0,,7419.0,9482.0,,43872.0,3517.0,,,,,,,
2020-01-01 16:45:00+00:00,,,,,,,,,,,,,4778.0,14381.0,,,,,53248.0,,7453.0,9486.0,,,,,,,,,,
2020-01-01 17:00:00+00:00,6449.0,10315.0,6655.0,947.0,17645.0,1389.0,17732.0,1651.0,2151.0,818.0,5442.0,477.0,4752.0,13833.0,5598.0,6984.0,3185.0,,53641.0,25336.0,7463.0,9477.0,17432.0,44371.0,3718.0,7247.0,4264.0,399.0,5127.0,64213.0,1061.0,17382.0
2020-01-01 17:15:00+00:00,,,,,,,,,,,,,4751.0,13740.0,,,,,53460.0,,7438.0,9492.0,,,,,,411.0,,,,
2020-01-01 17:30:00+00:00,,,,,,,,,,,,,,13731.0,,,,,53636.0,,,9517.0,,44257.0,3816.0,,,418.0,,,,
2020-01-01 17:45:00+00:00,,,,,,,,,,,,,4771.0,13675.0,,,,,53154.0,,7370.0,,,,,,,420.0,,,,
2020-01-01 18:00:00+00:00,6425.0,10080.0,6553.0,930.0,17545.0,1364.0,17425.0,1633.0,2175.0,809.0,6070.0,,4776.0,13650.0,5593.0,6961.0,3161.0,,53084.0,26609.0,7309.0,9430.0,17496.0,42536.0,,7341.0,4016.0,425.0,4999.0,65207.0,,17335.0
2020-01-01 18:15:00+00:00,,,,,,,,,,,,,4766.0,13669.0,,,,,52426.0,,7308.0,9361.0,,,,,,428.0,,,,
2020-01-01 18:30:00+00:00,,,,,,,,,,,,,4767.0,13584.0,,,,,52119.0,,7248.0,9288.0,,41789.0,3750.0,,,429.0,,,,
2020-01-01 18:45:00+00:00,,,,,,,,,,,,,4762.0,13544.0,,,,,51553.0,,7172.0,9262.0,,,,,,430.0,,,,
2020-01-01 19:00:00+00:00,6233.0,9674.0,6355.0,900.0,17217.0,1306.0,16945.0,1619.0,2169.0,780.0,6258.0,471.0,4725.0,13452.0,5488.0,6888.0,3164.0,,51067.0,27554.0,7004.0,9229.0,17223.0,40858.0,3647.0,7169.0,3810.0,434.0,4821.0,63617.0,1039.0,16934.0
2020-01-01 19:15:00+00:00,,,,,,,,,,,,,4700.0,13371.0,,,,,50557.0,,6950.0,9202.0,,,,,,,,,,
2020-01-01 19:30:00+00:00,,,,,,,,,,,,,4686.0,13199.0,,,,,49861.0,,6861.0,9112.0,,39871.0,3615.0,,,424.0,,,,
2020-01-01 19:45:00+00:00,,,,,,,,,,,,,4631.0,13034.0,,,,,49315.0,,6788.0,9021.0,,,,,,419.0,,,,
2020-01-01 20:00:00+00:00,5919.0,9879.0,6098.0,852.0,16828.0,,16420.0,1541.0,2170.0,719.0,6305.0,466.0,4599.0,12912.0,5497.0,6534.0,3060.0,,49100.0,27858.0,6677.0,9026.0,16507.0,39255.0,3567.0,6971.0,3601.0,,4722.0,61578.0,1028.0,16278.0
2020-01-01 20:15:00+00:00,,,,,,,,,,,,,4566.0,12770.0,,,,,48815.0,,6572.0,8942.0,,,,,,,,,,
2020-01-01 20:30:00+00:00,,,,,,,,,,,,,4512.0,12632.0,,,,,48805.0,,6470.0,8845.0,,38071.0,3477.0,,,404.0,,,,
2020-01-01 20:45:00+00:00,,,,,,,,,,,,,4455.0,12578.0,,,,,48468.0,,6436.0,8836.0,,,,,,398.0,,,,
2020-01-01 21:00:00+00:00,5613.0,9675.0,5827.0,811.0,16420.0,1110.0,15636.0,1495.0,2070.0,664.0,6129.0,,4420.0,12388.0,5478.0,6504.0,2935.0,,48886.0,27007.0,6612.0,9033.0,15783.0,36381.0,3410.0,6747.0,3375.0,395.0,4468.0,62420.0,1133.0,15659.0
2020-01-01 21:15:00+00:00,,,,,,,,,,,,,4382.0,12237.0,,,,,48360.0,,6564.0,9185.0,,,,,,,,,,
2020-01-01 21:30:00+00:00,,,,,,,,,,,,,,12071.0,,,,,47591.0,,6406.0,,,34725.0,3302.0,,,,,,,
2020-01-01 21:45:00+00:00,,,,,,,,,,,,,4282.0,11848.0,,,,,46764.0,,6306.0,9228.0,,,,,,,,,,
2020-01-01 22:00:00+00:00,5102.0,9315.0,5567.0,770.0,15878.0,1034.0,15063.0,1408.0,1868.0,621.0,5783.0,434.0,4230.0,11705.0,5531.0,6241.0,2811.0,,45989.0,24776.0,6258.0,9422.0,14801.0,32156.0,3187.0,6942.0,3198.0,,4151.0,63170.0,1098.0,14939.0
2020-01-01 22:15:00+00:00,,,,,,,,,,,,,4154.0,11598.0,,,,,45439.0,,6138.0,9354.0,,,,,,,,,,
2020-01-01 22:30:00+00:00,,,,,,,,,,,,,4126.0,11370.0,,,,,44693.0,,6026.0,9258.0,,30832.0,3107.0,,,442.0,,,,
2020-01-01 22:45:00+00:00,,,,,,,,,,,,,4049.0,11230.0,,,,,44052.0,,5964.0,9132.0,,,,,,436.0,,,,
2020-01-01 23:00:00+00:00,4625.0,8977.0,5387.0,735.0,15343.0,975.0,14549.0,1256.0,,589.0,5217.0,407.0,3920.0,11139.0,5518.0,5999.0,2759.0,,44017.0,22419.0,5972.0,8999.0,13978.0,28871.0,3013.0,6837.0,3063.0,431.0,3938.0,60536.0,996.0,14373.0
2020-01-01 23:15:00+00:00,,,,,,,,,,,,,3876.0,11112.0,,,,,43823.0,,5841.0,8895.0,,,,,,406.0,,,,
2020-01-01 23:30:00+00:00,,,,,,,,,,,,,,11037.0,,,,,43609.0,,5759.0,8753.0,,27703.0,3016.0,,,402.0,,,,
2020-01-01 23:45:00+00:00,,,,,,,,,,,,,3814.0,10952.0,,,,,43154.0,,5663.0,8657.0,,,,,,393.0,,,,
2020-01-02 00:00:00+00:00,4505.0,8783.0,5287.0,713.0,15166.0,951.0,14297.0,1207.0,1518.0,572.0,4814.0,378.0,3795.0,10898.0,5243.0,6103.0,2654.0,,42721.0,20561.0,5670.0,8631.0,13549.0,27559.0,2898.0,7038.0,2945.0,,3824.0,58409.0,894.0,14120.0
2020-01-02 00:15:00+00:00,,,,,,,,,,,,,3757.0,10855.0,,,,,42389.0,,5591.0,8463.0,,,,,,,,,,
2020-01-02 00:30:00+00:00,,,,,,,,,,,,,3739.0,10771.0,,,,,42102.0,,,8397.0,,27757.0,2791.0,,,,,,,
2020-01-02 00:45:00+00:00,,,,,,,,,,,,,,10691.0,,,,,42043.0,,5489.0,8289.0,,,,,,370.0,,,,
2020-01-02 01:00:00+00:00,4321.0,8634.0,5234.0,705.0,15152.0,933.0,14233.0,1144.0,1447.0,560.0,4465.0,352.0,3630.0,10644.0,4867.0,6105.0,2660.0,,41842.0,19370.0,5548.0,8235.0,13335.0,26691.0,2655.0,7444.0,2930.0,,3772.0,57107.0,857.0,14153.0
2020-01-02 01:15:00+00:00,,,,,,,,,,,,,3621.0,10590.0,,,,,41615.0,,5506.0,8166.0,,,,,,,,,,
2020-01-02 01:30:00+00:00,,,,,,,,,,,,,3599.0,10587.0,,,,,41637.0,,5456.0,8084.0,,25412.0,2509.0,,,,,,,
2020-01-02 01:45:00+00:00,,,,,,,,,,,,,3576.0,10567.0,,,,,41577.0,,5413.0,8037.0,,,,,,362.0,,,,
2020-01-02 02:00:00+00:00,4203.0,8682.0,5254.0,704.0,15136.0,946.0,14405.0,,1427.0,567.0,4253.0,335.0,3575.0,10571.0,4606.0,6003.0,2653.0,,41776.0,18788.0,5421.0,7978.0,13273.0,23707.0,2440.0,7630.0,2968.0,,3811.0,54825.0,814.0,14417.0
2020-01-02 02:15:00+00:00,,,,,,,,,,,,,3572.0,,,,,,41467.0,,5401.0,7919.0,,,,,,,,,,
2020-01-02 02:30:00+00:00,,,,,,,,,,,,,,10498.0,,,,,41642.0,,5391.0,7891.0,,23048.0,2386.0,,,,,,,
2020-01-02 02:45:00+00:00,,,,,,,,,,,,,,10500.0,,,,,41872.0,,5407.0,7904.0,,,,,,,,,,
2020-01-02 03:00:00+00:00,4242.0,8907.0,5340.0,725.0,15137.0,1000.0,14555.0,1156.0,1457.0,603.0,4144.0,324.0,3622.0,10574.0,4460.0,6139.0,2736.0,,42248.0,18836.0,5477.0,7894.0,13679.0,21952.0,2330.0,7321.0,3012.0,,3929.0,54173.0,,14903.0
2020-01-02 03:15:00+00:00,,,,,,,,,,,,,3659.0,10622.0,,,,,42460.0,,5530.0,7884.0,,,,,,363.0,,,,
2020-01-02 03:30:00+00:00,,,,,,,,,,,,,3715.0,10687.0,,,,,42994.0,,5601.0,7912.0,,21202.0,2345.0,,,,,,,
2020-01-02 03:45:00+00:00,,,,,,,,,,,,,3794.0,,,,,,43421.0,,5669.0,7939.0,,,,,,,,,,
2020-01-02 04:00:00+00:00,4631.0,9557.0,5495.0,809.0,15580.0,1185.0,15104.0,1195.0,1576.0,689.0,4115.0,327.0,3874.0,10895.0,4440.0,6627.0,2901.0,,44249.0,19626.0,5888.0,8066.0,14682.0,20317.0,2363.0,7113.0,3214.0,379.0,4249.0,56186.0,815.0,15906.0
2020-01-02 04:15:00+00:00,,,,,,,,,,,,,3940.0,,,,,,44598.0,,6022.0,8095.0,,,,,,387.0,,,,
2020-01-02 04:30:00+00:00,,,,,,,,,,,,,4062.0,11188.0,,,,,45470.0,,6182.0,8214.0,,20366.0,2357.0,,,394.0,,,,
2020-01-02 04:45:00+00:00,,,,,,,,,,,,,4189.0,11384.0,,,,,46018.0,,6327.0,8304.0,,,,,,,,,,
2020-01-02 05:00:00+00:00,5158.0,9946.0,5686.0,916.0,16654.0,1368.0,16317.0,1276.0,1857.0,804.0,4220.0,337.0,4396.0,11685.0,4552.0,7260.0,3204.0,,47527.0,22245.0,6589.0,8676.0,17356.0,21755.0,2341.0,7207.0,3680.0,,4714.0,59687.0,,16662.0
2020-01-02 05:15:00+00:00,,,,,,,,,,,,,4522.0,12000.0,,,,,48879.0,,6878.0,8955.0,,,,,,,,,,
2020-01-02 05:30:00+00:00,,,,,,,,,,,,,4619.0,12210.0,,,,,50068.0,,6981.0,9073.0,,22981.0,2412.0,,,,,,,
2020-01-02 05:45:00+00:00,,,,,,,,,,,,,4716.0,12406.0,,,,,51356.0,,7170.0,9211.0,,,,,,409.0,,,,
2020-01-02 06:00:00+00:00,5741.0,10290.0,5959.0,1033.0,17795.0,1500.0,17047.0,1395.0,2069.0,894.0,4581.0,357.0,4816.0,12830.0,4697.0,7765.0,3365.0,,52853.0,25840.0,7450.0,9329.0,19426.0,25737.0,2525.0,6966.0,4250.0,427.0,5248.0,63296.0,918.0,17778.0
2020-01-02 06:15:00+00:00,,,,,,,,,,,,,4839.0,13283.0,,,,,53898.0,,7607.0,9425.0,,,,,,432.0,,,,
2020-01-02 06:30:00+00:00,,,,,,,,,,,,,4928.0,13659.0,,,,,54916.0,,7760.0,9601.0,,27593.0,2659.0,,,445.0,,,,
2020-01-02 06:45:00+00:00,,,,,,,,,,,,,4963.0,14024.0,,,,,55802.0,,7822.0,9725.0,,,,,,461.0,,,,
2020-01-02 07:00:00+00:00,6474.0,10237.0,6235.0,1071.0,18280.0,1564.0,17795.0,1473.0,2248.0,923.0,5121.0,396.0,4998.0,14384.0,4991.0,8118.0,3523.0,,57053.0,29000.0,7945.0,10005.0,20505.0,30111.0,2851.0,6522.0,4602.0,475.0,5531.0,66229.0,959.0,18420.0
2020-01-02 07:15:00+00:00,,,,,,,,,,,,,5066.0,14680.0,,,,,57413.0,,8020.0,10188.0,,,,,,493.0,,,,
2020-01-02 07:30:00+00:00,,,,,,,,,,,,,5107.0,14929.0,,,,,58077.0,,8073.0,10291.0,,31748.0,3031.0,,,501.0,,,,
2020-01-02 07:45:00+00:00,,,,,,,,,,,,,5129.0,15108.0,,,,,58713.0,,8122.0,10272.0,,,,,,497.0,,,,
2020-01-02 08:00:00+00:00,6958.0,10202.0,6368.0,1095.0,18311.0,1615.0,18095.0,1553.0,2327.0,953.0,5937.0,431.0,5177.0,15343.0,5332.0,8426.0,3675.0,,59369.0,31699.0,8189.0,10405.0,21299.0,33837.0,3179.0,6776.0,4740.0,504.0,5546.0,68363.0,,18578.0
2020-01-02 08:15:00+00:00,,,,,,,,,,,,,5171.0,15569.0,,,,,59787.0,,8250.0,10588.0,,,,,,512.0,,,,
2020-01-02 08:30:00+00:00,,,,,,,,,,,,,5184.0,15696.0,,,,,60058.0,,8268.0,10665.0,,35313.0,3294.0,,,520.0,,,,
2020-01-02 08:45:00+00:00,,,,,,,,,,,,,5197.0,15830.0,,,,,60184.0,,8234.0,10738.0,,,,,,515.0,,,,
2020-01-02 09:00:00+00:00,7147.0,10182.0,6379.0,1102.0,18386.0,1636.0,18313.0,1592.0,2310.0,965.0,6626.0,447.0,5208.0,15855.0,5429.0,8602.0,3639.0,,60587.0,33289.0,8204.0,10763.0,21491.0,38056.0,3462.0,7112.0,4865.0,522.0,5459.0,69585.0,1090.0,18410.0
2020-01-02 09:15:00+00:00,,,,,,,,,,,,,5219.0,15834.0,,,,,60530.0,,8166.0,10823.0,,,,,,,,,,
2020-01-02 09:30:00+00:00,,,,,,,,,,,,,5225.0,15957.0,,,,,60887.0,,8170.0,10887.0,,38924.0,3595.0,,,529.0,,,,
2020-01-02 09:45:00+00:00,,,,,,,,,,,,,5228.0,16042.0,,,,,61188.0,,8188.0,10950.0,,,,,,532.0,,,,
2020-01-02 10:00:00+00:00,7320.0,10218.0,6340.0,1104.0,18232.0,1632.0,18515.0,1594.0,2300.0,954.0,6989.0,444.0,5239.0,16046.0,5513.0,8523.0,3748.0,,,33705.0,8148.0,11087.0,21543.0,39687.0,3679.0,7223.0,4879.0,537.0,5323.0,70422.0,1091.0,18604.0
2020-01-02 10:15:00+00:00,,,,,,,,,,,,,5253.0,15950.0,,,,,61424.0,,8153.0,11159.0,,,,,,547.0,,,,
2020-01-02 10:30:00+00:00,,,,,,,,,,,,,5273.0,,,,,,61625.0,,8129.0,11287.0,,40083.0,3792.0,,,552.0,,,,
2020-01-02 10:45:00+00:00,,,,,,,,,,,,,5293.0,16103.0,,,,,61854.0,,8076.0,11209.0,,,,,,559.0,,,,
2020-01-02 11:00:00+00:00,7324.0,10196.0,6306.0,1108.0,18188.0,1644.0,18609.0,1565.0,2267.0,964.0,7277.0,,5323.0,16067.0,5446.0,8559.0,3718.0,,61970.0,33466.0,8058.0,11215.0,21551.0,40947.0,3843.0,7095.0,4840.0,568.0,5203.0,71766.0,1077.0,18589.0
2020-01-02 11:15:00+00:00,,,,,,,,,,,,,5331.0,16019.0,,,,,61777.0,,7976.0,11093.0,,,,,,560.0,,,,
2020-01-02 11:30:00+00:00,,,,,,,,,,,,,5333.0,16013.0,,,,,61844.0,,7899.0,11081.0,,41277.0,3955.0,,,553.0,,,,
2020-01-02 11:45:00+00:00,,,,,,,,,,,,,5319.0,16027.0,,,,,61602.0,,7847.0,11132.0,,,,,,546.0,,,,
