Date,Open,High,Low,Close
06/15/2021,"108.00","108.00","103.95","104.00"
06/14/2021,"110.70","111.00","109.50","109.90"
06/11/2021,"113.00","114.50","109.45","110.65"
06/10/2021,"107.25","111.50","107.25","111.20"
06/09/2021,"106.25","106.75","106.25","105.95"
06/08/2021,"103.25","103.25","102.75","102.45"
06/07/2021,"102.20","102.70","101.00","102.20"
06/04/2021,"97.15","99.00","97.15","98.50"
06/03/2021,"95.00","99.80","95.00","98.60"
06/02/2021,"94.50","95.10","94.50","95.00"
06/01/2021,"95.00","95.20","95.00","95.10"
05/31/2021,"92.35","92.35","92.35","92.35"
05/28/2021,"91.70","92.50","91.70","92.35"
05/27/2021,"90.60","90.60","90.60","89.85"
05/26/2021,"90.00","90.50","90.00","90.30"
05/25/2021,"89.70","90.00","89.70","90.05"
05/24/2021,"87.20","88.00","87.20","87.65"
05/21/2021,"87.00","87.00","86.55","86.55"
05/20/2021,"84.85","84.85","84.85","84.85"
05/19/2021,"83.45","83.45","83.45","83.10"
05/18/2021,"84.30","84.30","84.00","83.80"
05/17/2021,"85.50","85.50","84.00","84.45"
05/14/2021,"84.70","85.00","84.70","85.75"
05/13/2021,"86.35","86.35","86.35","86.35"
05/12/2021,"87.00","87.35","87.00","87.60"
05/11/2021,"85.40","85.40","85.40","85.40"
05/10/2021,"84.55","84.55","84.55","84.40"
05/07/2021,"82.45","82.45","82.45","82.45"
05/06/2021,"81.95","81.95","81.95","81.95"
05/05/2021,"79.60","79.60","79.60","79.60"
05/04/2021,"78.60","78.60","78.60","78.60"
05/03/2021,"78.65","78.65","78.65","78.65"
04/30/2021,"77.55","77.55","77.55","77.55"
04/29/2021,"76.55","76.55","76.55","76.55"
04/28/2021,"75.35","75.35","75.35","75.35"
04/27/2021,"74.80","74.80","74.80","74.80"
04/26/2021,"73.50","73.50","73.50","73.50"
04/23/2021,"73.60","73.60","73.60","73.60"
04/22/2021,"75.05","76.10","73.70","75.05"
04/21/2021,"73.95","73.95","73.95","73.95"
04/20/2021,"74.05","74.05","74.05","74.05"
04/19/2021,"74.75","74.75","74.75","74.75"
04/16/2021,"75.20","75.20","75.20","75.20"
04/15/2021,"72.80","72.80","72.80","72.80"
04/14/2021,"71.15","71.15","71.15","71.15"
04/13/2021,"70.60","70.60","70.60","70.60"
04/12/2021,"69.45","69.45","69.45","69.45"
04/09/2021,"68.75","68.75","68.75","68.75"
04/08/2021,"68.10","68.10","68.10","68.10"
04/07/2021,"70.65","70.65","70.65","70.65"
04/06/2021,"71.80","71.80","71.80","71.80"
04/05/2021,"71.35","71.35","71.35","71.35"
04/02/2021,"71.35","71.35","71.35","71.35"
04/01/2021,"71.35","71.35","71.35","71.35"
03/31/2021,"71.15","71.15","71.15","71.15"
03/30/2021,"70.95","70.95","70.95","70.95"
03/29/2021,"71.30","71.30","71.30","71.30"
03/26/2021,"68.50","68.50","68.50","68.50"
03/25/2021,"68.50","68.50","68.50","68.50"
03/24/2021,"68.50","68.50","68.50","68.50"
03/23/2021,"68.50","68.50","68.50","68.50"
03/22/2021,"68.50","68.50","68.50","68.50"
03/19/2021,"68.50","68.50","68.50","68.45"
03/18/2021,"68.10","68.10","68.10","68.10"
03/17/2021,"66.50","66.50","66.50","67.55"
03/16/2021,"66.40","66.50","66.40","66.30"
03/15/2021,"66.00","66.35","66.00","66.35"
03/12/2021,"65.85","66.00","65.85","66.05"
03/11/2021,"65.80","65.80","65.80","65.80"
03/10/2021,"66.00","66.25","66.00","65.80"
03/09/2021,"65.40","66.00","65.40","66.00"
03/08/2021,"65.50","65.50","65.50","65.50"
03/05/2021,"65.50","65.50","65.25","65.25"
03/04/2021,"66.00","66.00","65.70","65.20"
03/03/2021,"65.90","66.15","65.90","65.70"
03/02/2021,"65.70","66.30","65.70","66.15"
03/01/2021,"65.95","65.95","65.50","65.40"
02/26/2021,"64.60","65.85","64.40","65.25"
02/25/2021,"66.00","66.00","64.50","64.60"
02/24/2021,"63.75","64.50","63.50","64.45"
02/23/2021,"64.20","64.20","63.75","63.90"
02/22/2021,"63.20","63.70","63.20","63.70"
02/19/2021,"63.75","64.50","63.75","64.45"
02/18/2021,"62.70","63.70","62.70","63.55"
02/17/2021,"63.00","63.00","62.20","62.45"
02/16/2021,"62.50","63.45","62.15","63.00"
02/15/2021,"65.00","65.00","62.75","63.15"
02/12/2021,"66.70","67.10","66.25","66.40"
02/11/2021,"67.25","67.50","66.25","66.75"
02/10/2021,"68.75","69.00","68.00","68.10"
02/09/2021,"68.00","69.50","68.00","69.30"
02/08/2021,"66.60","68.35","66.60","68.30"
02/05/2021,"65.10","66.25","65.10","65.95"
02/04/2021,"63.50","64.30","63.50","64.50"
02/03/2021,"64.25","64.25","62.60","63.15"
02/02/2021,"65.75","65.75","63.30","64.70"
02/01/2021,"68.20","68.20","65.95","65.00"
01/29/2021,"67.80","67.80","67.80","67.80"
01/28/2021,"67.60","67.80","67.60","67.80"
01/27/2021,"67.75","67.75","67.75","67.70"
01/26/2021,"67.45","67.60","67.45","67.65"
01/25/2021,"67.40","67.40","67.40","67.45"
01/22/2021,"67.50","67.50","67.50","67.50"
01/21/2021,"67.50","67.55","67.50","67.55"
01/20/2021,"67.60","67.60","67.40","67.50"
01/19/2021,"67.50","67.50","67.30","67.50"
01/18/2021,"68.00","68.10","67.90","67.25"
01/15/2021,"68.90","68.90","68.60","68.60"
01/14/2021,"69.50","69.95","69.40","69.90"
01/13/2021,"69.50","70.10","69.50","70.15"
01/12/2021,"69.10","70.50","68.95","70.50"
01/11/2021,"68.55","68.55","68.40","68.50"
01/08/2021,"67.75","68.50","67.35","68.50"
01/07/2021,"66.50","66.60","65.75","66.60"
01/06/2021,"65.75","65.75","64.20","64.25"
01/05/2021,"68.50","68.75","65.90","64.90"
01/04/2021,"69.75","70.25","69.75","69.30"
12/31/2020,"69.00","69.00","69.00","69.00"
12/30/2020,"70.60","70.60","69.15","69.40"
12/29/2020,"71.00","71.00","70.25","70.00"
12/28/2020,"71.75","72.00","71.50","71.65"
12/25/2020,"69.75","69.75","69.75","69.75"
12/24/2020,"66.10","66.10","66.10","66.10"
12/23/2020,"66.05","66.05","66.05","66.05"
12/22/2020,"66.10","66.10","66.10","66.10"
12/21/2020,"66.10","66.10","66.10","66.10"
12/18/2020,"65.65","66.00","65.65","66.00"
12/17/2020,"65.65","65.65","65.65","65.65"
12/16/2020,"65.60","65.60","65.60","65.60"
12/15/2020,"65.80","65.80","65.80","65.80"
12/14/2020,"65.45","65.45","65.40","65.40"
12/11/2020,"65.00","65.00","65.00","65.10"
12/10/2020,"63.60","64.00","63.50","64.00"
12/09/2020,"63.30","63.30","63.30","63.30"
12/08/2020,"63.00","63.00","62.80","63.05"
12/07/2020,"63.50","63.50","63.50","62.95"
12/04/2020,"62.15","63.40","62.15","63.20"
12/03/2020,"62.40","62.60","62.25","61.85"
12/02/2020,"61.45","62.05","61.45","62.00"
12/01/2020,"60.95","61.70","60.90","61.25"
11/30/2020,"60.50","60.75","60.50","61.15"
11/27/2020,"53.60","53.60","53.60","53.60"
11/26/2020,"53.55","53.55","53.55","53.55"
11/25/2020,"53.55","53.55","53.55","53.55"
11/24/2020,"53.20","53.20","53.20","53.20"
11/23/2020,"53.00","53.15","53.00","52.95"
11/20/2020,"52.70","52.90","52.70","53.00"
11/19/2020,"52.75","52.90","52.75","52.75"
11/18/2020,"52.85","52.85","52.85","52.85"
11/17/2020,"52.80","52.85","52.75","52.75"
11/16/2020,"53.00","53.00","53.00","52.95"
11/13/2020,"52.50","52.75","52.50","52.70"
11/12/2020,"51.45","52.50","51.45","52.05"
11/11/2020,"51.40","51.45","51.20","51.40"
11/10/2020,"51.40","51.40","51.30","51.35"
11/09/2020,"51.00","51.30","51.00","51.05"
11/06/2020,"50.75","50.75","50.75","50.80"
11/05/2020,"50.85","51.25","50.85","51.40"
11/04/2020,"50.80","50.85","50.80","50.85"
11/03/2020,"50.90","51.25","50.90","51.05"
11/02/2020,"50.70","51.00","50.70","50.90"
10/30/2020,"52.50","52.70","51.65","51.80"
10/29/2020,"53.90","53.90","53.00","52.95"
10/28/2020,"54.90","54.90","54.45","54.55"
10/27/2020,"55.50","55.75","55.00","55.65"
10/26/2020,"56.50","56.50","55.70","55.75"
10/23/2020,"56.75","56.75","56.75","56.50"
10/22/2020,"56.00","56.75","55.75","56.70"
10/21/2020,"56.65","56.90","56.00","56.00"
10/20/2020,"57.15","57.50","57.15","57.35"
10/19/2020,"57.35","57.70","56.80","57.65"
10/16/2020,"57.00","57.20","56.70","57.15"
10/15/2020,"56.50","56.50","55.85","56.60"
10/14/2020,"56.75","57.00","56.40","56.75"
10/13/2020,"56.00","56.60","55.85","56.45"
10/12/2020,"57.40","57.40","56.60","56.75"
10/09/2020,"57.90","58.25","57.90","58.25"
10/08/2020,"58.45","58.50","58.25","58.40"
10/07/2020,"58.50","58.50","57.75","58.45"
10/06/2020,"58.20","58.55","58.00","58.40"
10/05/2020,"57.25","58.50","57.25","58.10"
10/02/2020,"56.60","56.60","56.60","56.60"
10/01/2020,"58.20","58.50","57.80","58.15"
09/30/2020,"57.80","57.85","57.70","57.95"
09/29/2020,"58.25","58.50","58.00","57.55"
09/28/2020,"57.50","58.00","57.50","58.15"
09/25/2020,"52.35","52.35","52.35","52.35"
09/24/2020,"52.30","52.30","52.30","52.25"
09/23/2020,"52.15","52.15","52.15","52.15"
09/22/2020,"52.10","52.10","52.10","52.10"
09/21/2020,"52.00","52.00","52.00","52.10"
09/18/2020,"51.90","51.90","51.90","52.00"
09/17/2020,"52.10","52.10","52.05","51.90"
09/16/2020,"52.05","52.05","52.05","51.90"
09/15/2020,"51.80","51.80","51.80","51.80"
09/14/2020,"51.70","51.70","51.70","51.70"
09/11/2020,"51.50","51.50","51.50","51.70"
09/10/2020,"51.75","51.75","51.75","51.70"
09/09/2020,"51.50","51.75","51.50","51.20"
09/08/2020,"51.00","51.00","51.00","51.20"
09/07/2020,"51.00","51.00","51.00","51.00"
09/04/2020,"51.40","51.40","51.40","51.40"
09/03/2020,"51.50","51.50","51.50","51.50"
09/02/2020,"52.00","52.00","51.40","51.50"
09/01/2020,"52.50","52.80","52.25","52.70"
08/31/2020,"52.75","52.75","52.75","52.90"
08/28/2020,"51.00","52.50","51.00","52.20"
08/27/2020,"49.00","49.75","49.00","50.60"
08/26/2020,"48.75","48.75","48.70","48.95"
08/25/2020,"47.85","48.65","47.85","48.60"
08/24/2020,"48.10","48.20","48.00","48.05"
08/21/2020,"47.70","47.70","47.70","47.50"
08/20/2020,"48.00","48.05","47.70","47.95"
08/19/2020,"48.50","48.50","48.40","48.40"
08/18/2020,"48.90","49.00","48.85","48.95"
08/17/2020,"48.95","48.95","48.70","48.85"
08/14/2020,"49.50","49.60","48.75","49.00"
08/13/2020,"49.55","49.55","49.25","49.40"
08/12/2020,"49.70","49.70","49.55","49.60"
08/11/2020,"50.95","50.95","50.30","50.40"
08/10/2020,"52.20","52.20","52.20","51.65"
08/07/2020,"51.75","52.00","51.75","52.05"
08/06/2020,"52.45","52.45","51.40","51.45"
08/05/2020,"52.30","52.55","52.30","52.45"
08/04/2020,"53.00","53.00","53.00","52.80"
08/03/2020,"52.95","52.95","52.80","52.85"
07/31/2020,"49.90","49.90","49.90","49.90"
07/30/2020,"49.85","49.85","49.85","49.85"
07/29/2020,"49.70","49.70","49.70","49.70"
07/28/2020,"49.70","49.70","49.70","49.70"
07/27/2020,"49.50","49.50","49.50","49.50"
07/24/2020,"49.60","49.60","49.60","49.55"
07/23/2020,"49.40","49.40","49.40","49.60"
07/22/2020,"49.70","49.70","49.70","49.70"
07/21/2020,"49.60","49.60","49.60","49.60"
07/20/2020,"48.70","49.00","48.70","49.05"
07/17/2020,"49.25","49.25","49.25","49.25"
07/16/2020,"49.00","49.00","49.00","49.00"
07/15/2020,"49.00","49.00","49.00","49.00"
07/14/2020,"47.50","48.00","47.50","48.65"
07/13/2020,"48.95","48.95","48.95","48.80"
07/10/2020,"48.70","48.70","48.70","48.70"
07/09/2020,"49.50","49.50","49.00","49.30"
07/08/2020,"49.50","49.50","49.50","49.50"
07/07/2020,"50.50","50.50","50.50","50.65"
07/06/2020,"51.20","51.20","51.20","51.20"
07/03/2020,"50.50","50.50","50.50","50.90"
07/02/2020,"51.10","51.10","50.65","51.05"
07/01/2020,"49.80","50.00","49.80","49.95"
06/30/2020,"49.50","49.60","49.10","49.85"
06/29/2020,"49.90","50.00","49.90","50.05"
06/26/2020,"49.00","49.50","49.00","49.45"
06/25/2020,"49.15","49.15","49.15","48.85"
06/24/2020,"48.35","48.50","47.90","48.10"
06/23/2020,"47.15","47.65","47.15","47.65"
06/22/2020,"46.50","46.50","46.50","46.80"
06/19/2020,"45.50","46.25","45.50","45.95"
06/18/2020,"45.25","45.30","45.00","45.30"
06/17/2020,"45.00","45.00","44.50","44.85"
06/16/2020,"46.15","46.15","45.45","45.45"
06/15/2020,"45.75","46.00","45.75","45.90"
06/12/2020,"45.00","45.60","45.00","45.50"
06/11/2020,"45.00","45.00","44.95","44.65"
06/10/2020,"46.00","46.00","45.40","45.65"
06/09/2020,"46.50","46.50","46.50","46.30"
06/08/2020,"47.50","47.50","47.50","47.15"
06/05/2020,"47.45","47.70","47.45","47.55"
06/04/2020,"47.20","47.20","46.90","46.90"
06/03/2020,"47.65","47.85","47.65","47.85"
06/02/2020,"47.10","47.80","47.10","47.85"
06/01/2020,"43.70","45.80","43.70","45.80"
05/29/2020,"43.50","43.60","43.50","43.40"
05/28/2020,"43.70","43.70","43.10","43.55"
05/27/2020,"43.30","43.40","43.30","43.30"
05/26/2020,"43.40","43.40","43.30","43.30"
05/25/2020,"43.00","43.00","43.00","43.00"
05/22/2020,"43.15","43.15","43.15","43.00"
05/21/2020,"43.10","43.15","43.00","42.70"
05/20/2020,"43.70","43.70","43.65","43.85"
05/19/2020,"43.40","43.40","43.40","42.95"
05/18/2020,"43.40","43.40","43.40","43.35"
05/15/2020,"43.50","43.50","43.40","43.05"
05/14/2020,"43.65","43.65","43.65","43.65"
05/13/2020,"43.25","43.25","43.25","42.95"
05/12/2020,"44.10","44.10","43.50","42.85"
05/11/2020,"44.05","44.05","44.05","44.35"
05/08/2020,"43.80","43.80","43.80","43.80"
05/07/2020,"44.25","44.75","44.25","44.00"
05/06/2020,"44.25","44.25","44.25","44.25"
05/05/2020,"43.70","43.70","43.70","43.70"
05/04/2020,"42.75","42.75","42.75","42.70"
05/01/2020,"43.00","43.00","43.00","43.00"
04/30/2020,"42.75","43.50","42.75","43.55"
04/29/2020,"42.00","42.00","42.00","42.35"
04/28/2020,"41.75","41.75","41.75","41.75"
04/27/2020,"43.75","43.75","42.70","41.75"
04/24/2020,"45.05","45.05","45.05","45.05"
04/23/2020,"44.90","44.90","44.90","44.90"
04/22/2020,"45.15","45.15","45.15","45.15"
04/21/2020,"45.45","45.45","45.45","45.45"
04/20/2020,"45.55","45.55","45.55","45.55"
04/17/2020,"45.75","45.75","45.60","45.40"
04/16/2020,"45.50","45.50","45.50","45.50"
04/15/2020,"45.30","45.30","45.30","45.30"
04/14/2020,"45.75","45.75","45.75","45.75"
04/13/2020,"46.70","46.70","46.70","46.70"
04/10/2020,"46.80","46.80","46.80","46.80"
04/09/2020,"46.85","46.85","46.85","46.80"
04/08/2020,"46.60","46.60","46.60","46.60"
04/07/2020,"46.50","46.50","46.50","47.05"
04/06/2020,"46.10","46.10","46.10","46.30"
04/03/2020,"46.95","46.95","46.90","46.10"
04/02/2020,"47.85","47.85","47.40","47.45"
04/01/2020,"48.10","48.10","48.00","48.10"
03/31/2020,"51.00","51.00","49.90","49.30"
03/30/2020,"51.80","51.80","50.75","50.75"
03/27/2020,"53.15","53.15","52.50","52.60"
