Date,Open,High,Low,Close
08/24/2018,"97.00","97.00","97.00","97.00"
08/23/2018,"97.10","97.10","96.85","96.95"
08/22/2018,"96.80","96.80","96.80","96.90"
08/21/2018,"98.00","98.00","97.50","97.50"
08/20/2018,"98.50","98.50","98.00","98.20"
08/17/2018,"98.20","98.20","98.20","98.20"
08/16/2018,"97.85","97.85","97.85","97.85"
08/15/2018,"97.60","97.60","97.60","97.60"
08/14/2018,"98.20","98.20","98.20","98.20"
08/13/2018,"97.30","97.75","97.30","97.60"
08/10/2018,"96.50","97.00","96.50","96.85"
08/09/2018,"96.45","96.60","96.45","96.45"
08/08/2018,"97.50","97.50","96.75","96.40"
08/07/2018,"96.50","96.75","96.50","96.75"
08/06/2018,"95.00","96.00","95.00","96.05"
08/03/2018,"94.50","94.65","94.00","94.45"
08/02/2018,"94.50","94.65","94.50","94.75"
08/01/2018,"95.00","95.20","94.95","95.15"
07/31/2018,"94.70","95.10","94.65","95.10"
07/30/2018,"94.90","94.90","94.75","94.80"
07/27/2018,"94.50","94.50","94.50","94.70"
07/26/2018,"95.00","95.00","95.00","95.20"
07/25/2018,"97.50","97.50","96.25","96.35"
07/24/2018,"97.45","97.45","97.30","96.75"
07/23/2018,"97.20","97.30","96.40","96.70"
07/20/2018,"98.75","98.75","96.75","96.75"
07/19/2018,"101.00","101.00","99.50","99.15"
07/18/2018,"98.60","100.50","98.60","100.55"
07/17/2018,"99.65","99.65","98.30","98.45"
07/16/2018,"101.00","101.25","99.00","98.50"
07/13/2018,"99.80","99.80","99.80","99.55"
07/12/2018,"101.95","101.95","101.00","100.65"
07/11/2018,"101.75","102.60","101.70","102.10"
07/10/2018,"102.00","102.10","101.80","101.40"
07/09/2018,"101.00","101.10","100.95","101.05"
07/06/2018,"98.90","98.90","98.90","98.90"
07/05/2018,"99.10","99.50","99.00","99.00"
07/04/2018,"98.95","98.95","98.90","99.00"
07/03/2018,"98.85","98.85","98.85","98.85"
07/02/2018,"98.00","98.75","98.00","98.10"
06/29/2018,"97.20","97.50","97.20","97.50"
06/28/2018,"96.10","96.10","96.10","96.10"
06/27/2018,"96.25","96.25","96.25","96.30"
06/26/2018,"94.85","94.85","94.85","95.05"
06/25/2018,"94.75","94.85","94.60","94.80"
06/22/2018,"93.60","93.60","93.60","93.50"
06/21/2018,"95.50","95.50","95.50","93.35"
06/20/2018,"95.75","95.75","95.75","95.60"
06/19/2018,"97.10","97.10","97.10","97.35"
06/18/2018,"97.40","97.80","97.30","97.60"
06/15/2018,"96.80","96.80","96.80","96.80"
06/14/2018,"97.25","97.25","97.25","97.25"
06/13/2018,"98.00","98.00","97.20","97.10"
06/12/2018,"97.80","97.80","97.80","97.65"
06/11/2018,"96.00","96.00","96.00","96.10"
06/08/2018,"95.25","95.25","95.25","95.10"
06/07/2018,"94.50","94.50","94.50","94.90"
06/06/2018,"93.85","93.85","93.85","93.85"
06/05/2018,"94.25","94.25","94.25","94.25"
06/04/2018,"95.95","95.95","95.95","95.30"
06/01/2018,"94.50","94.50","94.50","94.75"
05/31/2018,"94.10","94.10","94.10","94.10"
05/30/2018,"94.75","94.75","94.75","94.75"
05/29/2018,"93.70","93.70","93.70","93.70"
05/25/2018,"91.55","91.55","91.55","91.55"
05/24/2018,"92.40","92.40","92.40","92.40"
05/23/2018,"92.10","92.10","92.10","92.10"
05/22/2018,"93.25","93.25","93.25","93.25"
05/21/2018,"93.25","93.25","93.25","93.25"
05/18/2018,"89.60","89.60","89.60","89.60"
05/17/2018,"90.20","90.20","90.20","90.20"
05/16/2018,"89.70","89.70","89.70","89.70"
05/15/2018,"89.50","89.50","89.50","89.50"
05/14/2018,"89.65","89.65","89.65","89.65"
05/11/2018,"88.45","88.45","88.45","88.45"
05/10/2018,"88.00","88.00","88.00","88.10"
05/09/2018,"87.10","87.10","87.10","87.10"
05/08/2018,"86.75","86.75","86.75","86.75"
05/04/2018,"85.40","85.40","85.40","85.25"
05/03/2018,"85.10","85.10","85.10","85.20"
05/02/2018,"85.00","85.00","84.90","85.10"
05/01/2018,"85.30","85.30","85.30","85.30"
04/30/2018,"85.25","85.25","85.25","85.20"
04/27/2018,"83.25","83.85","83.25","84.60"
04/26/2018,"84.95","85.00","84.95","84.10"
04/25/2018,"83.60","84.00","83.60","84.10"
04/24/2018,"83.45","83.45","83.45","83.45"
04/23/2018,"84.40","84.40","84.40","84.40"
04/20/2018,"84.10","84.10","84.10","83.95"
04/19/2018,"83.25","83.75","83.25","83.70"
04/18/2018,"82.30","82.50","82.30","82.65"
04/17/2018,"83.25","83.25","81.65","81.75"
04/16/2018,"84.20","84.20","84.00","83.80"
04/13/2018,"84.45","84.45","83.80","83.30"
04/12/2018,"83.80","83.80","83.80","83.35"
04/11/2018,"83.00","83.25","83.00","83.60"
04/10/2018,"83.05","83.05","83.05","83.05"
04/09/2018,"82.60","82.80","82.55","82.95"
04/06/2018,"81.60","81.60","81.60","81.60"
04/05/2018,"80.20","80.20","80.20","81.10"
04/04/2018,"80.25","80.30","80.25","80.25"
04/03/2018,"79.00","80.50","79.00","80.80"
03/29/2018,"79.25","79.25","79.25","79.35"
03/28/2018,"78.35","78.40","78.35","78.55"
03/27/2018,"78.50","78.50","78.50","78.60"
03/26/2018,"77.95","77.95","77.95","77.95"
03/23/2018,"78.40","78.40","78.40","78.60"
03/22/2018,"79.65","79.65","79.65","79.65"
03/21/2018,"80.30","80.30","80.30","80.30"
03/20/2018,"79.00","80.00","79.00","80.80"
03/19/2018,"78.60","78.60","78.60","78.60"
03/16/2018,"79.60","79.60","79.60","79.60"
03/15/2018,"80.45","80.45","80.45","80.45"
03/14/2018,"80.90","80.90","80.90","80.90"
03/13/2018,"82.20","82.20","82.20","82.20"
03/12/2018,"81.25","81.25","81.25","81.25"
03/09/2018,"81.95","81.95","81.95","81.95"
03/08/2018,"81.65","81.65","81.65","81.65"
03/07/2018,"82.05","82.05","82.05","82.05"
03/06/2018,"82.45","82.45","82.45","82.40"
03/05/2018,"81.75","81.75","81.75","81.75"
03/02/2018,"80.20","80.20","80.20","80.20"
03/01/2018,"80.30","80.30","80.30","80.30"
02/28/2018,"81.95","81.95","81.95","81.95"
02/27/2018,"82.25","82.25","82.25","82.25"
02/26/2018,"83.35","83.35","83.35","83.35"
02/23/2018,"86.55","86.55","86.55","86.55"
02/22/2018,"86.75","86.75","86.75","86.75"
02/21/2018,"85.50","85.50","85.50","85.50"
02/20/2018,"86.40","86.40","86.40","86.40"
02/19/2018,"85.20","85.20","85.20","85.20"
02/16/2018,"85.15","85.15","85.15","85.15"
02/15/2018,"84.90","84.90","84.90","84.90"
02/14/2018,"85.05","85.05","85.05","85.05"
02/13/2018,"84.45","84.45","84.45","84.45"
02/12/2018,"82.45","82.45","82.45","82.45"
02/09/2018,"82.25","82.25","82.25","82.25"
02/08/2018,"83.65","83.65","83.65","83.65"
02/07/2018,"85.70","85.70","85.70","85.65"
02/06/2018,"86.55","86.55","86.55","85.50"
02/05/2018,"87.25","87.25","87.25","87.25"
02/02/2018,"88.40","88.40","88.40","88.40"
02/01/2018,"88.50","88.50","88.25","87.75"
01/31/2018,"90.40","90.40","89.90","89.60"
01/30/2018,"90.85","90.85","90.85","90.85"
01/29/2018,"92.50","92.50","92.50","91.20"
01/26/2018,"92.50","92.50","92.50","92.40"
01/25/2018,"92.15","92.15","92.15","92.50"
01/24/2018,"92.75","92.75","92.40","92.50"
01/23/2018,"93.45","93.45","92.75","92.85"
01/22/2018,"93.25","93.35","93.00","93.50"
01/19/2018,"95.20","95.20","95.20","95.20"
01/18/2018,"95.00","95.00","95.00","95.00"
01/17/2018,"95.20","95.20","95.20","95.20"
01/16/2018,"95.35","95.35","95.35","95.35"
01/15/2018,"95.50","95.50","95.50","95.50"
01/12/2018,"95.70","95.70","95.70","95.55"
01/11/2018,"95.40","95.40","95.40","95.40"
01/10/2018,"95.65","95.65","95.65","95.65"
01/09/2018,"96.10","96.10","96.10","96.10"
01/08/2018,"96.70","96.70","96.60","96.45"
01/05/2018,"96.25","96.25","96.25","96.25"
01/04/2018,"96.00","96.00","96.00","96.15"
01/03/2018,"97.50","97.50","97.50","96.45"
01/02/2018,"96.65","96.65","96.65","96.65"
12/29/2017,"94.80","94.80","94.80","94.80"
12/28/2017,"94.80","94.80","94.80","94.80"
12/27/2017,"94.80","94.80","94.80","94.80"
12/22/2017,"94.80","94.80","94.80","94.80"
12/21/2017,"94.80","94.80","94.80","94.80"
12/20/2017,"94.85","94.85","94.85","94.85"
12/19/2017,"94.85","94.85","94.85","94.85"
12/18/2017,"95.10","95.10","95.10","95.10"
12/15/2017,"95.15","95.15","95.15","95.15"
12/14/2017,"95.10","95.10","95.10","95.10"
12/13/2017,"95.00","95.00","95.00","95.00"
12/12/2017,"95.40","95.65","95.25","95.30"
12/11/2017,"94.50","94.50","94.50","94.70"
12/08/2017,"93.85","94.00","93.85","94.40"
12/07/2017,"93.70","93.70","93.70","93.70"
12/06/2017,"93.25","93.25","93.25","93.90"
12/05/2017,"93.75","93.75","93.75","93.35"
12/04/2017,"93.40","93.40","93.40","93.55"
12/01/2017,"92.70","92.70","92.70","92.70"
11/30/2017,"93.00","93.00","92.65","92.70"
11/29/2017,"92.90","93.00","92.90","93.00"
11/28/2017,"91.90","92.00","91.90","92.05"
11/27/2017,"91.75","91.75","91.75","91.85"
11/24/2017,"91.50","91.75","91.50","92.15"
11/23/2017,"90.80","90.80","90.80","91.05"
11/22/2017,"90.85","90.85","90.20","90.00"
11/21/2017,"91.00","91.25","91.00","90.65"
11/20/2017,"90.00","90.85","90.00","90.70"
11/17/2017,"89.20","89.20","89.20","89.20"
11/16/2017,"91.00","91.00","90.60","90.05"
11/15/2017,"91.00","91.00","91.00","91.90"
11/14/2017,"91.90","91.90","91.90","91.55"
11/13/2017,"93.60","93.60","93.60","93.60"
11/10/2017,"93.00","93.75","93.00","93.65"
11/09/2017,"92.70","92.70","92.70","92.70"
11/08/2017,"92.50","92.50","92.50","93.00"
11/07/2017,"94.50","94.50","93.00","93.30"
11/06/2017,"94.00","94.25","93.90","93.80"
11/03/2017,"92.95","92.95","92.95","92.95"
11/02/2017,"94.30","94.30","94.30","94.30"
11/01/2017,"94.00","94.50","94.00","94.60"
10/31/2017,"94.10","94.10","94.10","94.10"
10/30/2017,"92.40","92.40","92.40","92.40"
10/27/2017,"92.20","92.20","92.20","92.20"
10/26/2017,"91.40","91.40","91.40","91.40"
10/25/2017,"91.55","91.55","91.55","91.55"
10/24/2017,"91.00","91.25","91.00","91.30"
10/23/2017,"91.25","91.25","91.25","91.05"
10/20/2017,"91.75","91.75","91.75","91.75"
10/19/2017,"91.80","91.80","91.80","91.80"
10/18/2017,"92.75","93.55","92.75","93.55"
10/17/2017,"92.50","92.50","92.50","92.50"
10/16/2017,"92.40","92.40","92.40","92.40"
10/13/2017,"91.15","91.15","91.15","91.15"
10/12/2017,"90.80","90.80","90.80","90.80"
10/11/2017,"89.95","89.95","89.95","89.95"
10/10/2017,"87.00","87.00","87.00","88.65"
10/09/2017,"87.25","87.25","87.25","87.75"
10/06/2017,"87.80","87.80","87.80","87.80"
10/05/2017,"89.25","89.25","88.75","88.95"
10/04/2017,"89.45","89.45","89.45","89.45"
10/03/2017,"88.45","88.45","88.45","88.45"
10/02/2017,"87.55","87.55","87.55","87.55"
09/29/2017,"85.60","85.60","85.60","85.60"
09/28/2017,"87.00","87.00","87.00","87.00"
09/27/2017,"88.45","88.45","88.45","88.45"
09/26/2017,"89.30","89.30","89.30","89.30"
09/25/2017,"90.25","90.25","90.25","90.25"
09/22/2017,"89.45","89.45","89.45","89.20"
09/21/2017,"89.30","89.30","89.30","89.30"
09/20/2017,"91.55","91.55","91.55","91.55"
09/19/2017,"91.00","91.00","91.00","91.40"
09/18/2017,"90.00","90.00","90.00","89.65"
09/15/2017,"89.70","89.70","89.70","89.70"
09/14/2017,"90.20","90.20","90.20","90.20"
09/13/2017,"88.80","88.80","88.80","88.80"
09/12/2017,"87.00","87.00","87.00","86.80"
09/11/2017,"87.05","87.05","87.05","87.05"
09/08/2017,"86.25","86.25","86.25","86.25"
09/07/2017,"85.40","85.40","85.40","85.40"
09/06/2017,"85.30","85.30","85.30","85.30"
09/05/2017,"85.10","85.10","85.10","85.10"
09/04/2017,"83.90","83.90","83.90","84.50"
09/01/2017,"83.20","83.20","83.20","83.20"
08/31/2017,"82.95","82.95","82.95","82.95"
08/30/2017,"83.90","83.90","83.90","83.90"
08/29/2017,"84.45","84.45","84.45","84.45"
08/25/2017,"84.25","84.25","84.25","84.25"
08/24/2017,"84.10","84.10","84.10","84.10"
08/23/2017,"83.75","83.75","83.75","83.75"
08/22/2017,"83.20","83.20","83.20","83.20"
08/21/2017,"83.10","83.10","83.10","83.10"
08/18/2017,"84.00","84.00","84.00","84.00"
08/17/2017,"84.05","84.05","84.05","84.05"
08/16/2017,"83.50","83.50","83.50","83.50"
08/15/2017,"82.35","82.35","82.35","82.35"
08/14/2017,"83.45","83.45","83.45","83.45"
08/11/2017,"83.10","83.10","83.10","83.10"
08/10/2017,"82.05","82.05","82.05","82.05"
08/09/2017,"81.70","81.70","81.70","81.70"
08/08/2017,"80.60","80.60","80.60","80.60"
08/07/2017,"81.50","81.50","81.50","81.50"
08/04/2017,"81.05","81.05","81.05","81.05"
08/03/2017,"80.15","80.15","80.15","80.15"
08/02/2017,"79.10","79.10","79.10","79.10"
08/01/2017,"78.85","78.85","78.85","78.85"
07/31/2017,"79.95","79.95","79.95","79.95"
07/28/2017,"79.15","79.15","79.15","79.15"
07/27/2017,"78.10","78.10","78.10","78.10"
07/26/2017,"78.45","78.45","78.45","78.45"
07/25/2017,"78.70","78.70","78.70","78.70"
07/24/2017,"77.75","77.75","77.75","77.75"
07/21/2017,"79.00","79.00","79.00","79.00"
07/20/2017,"83.40","83.40","83.40","83.40"
07/19/2017,"83.00","83.00","83.00","83.00"
07/18/2017,"83.40","83.40","83.40","83.40"
07/17/2017,"83.50","83.50","83.50","83.50"
07/14/2017,"83.30","83.30","83.30","83.30"
07/13/2017,"84.15","84.15","83.25","83.15"
07/12/2017,"84.50","84.50","84.50","84.30"
07/11/2017,"84.65","84.65","84.65","84.65"
07/10/2017,"84.90","84.90","84.90","84.65"
07/07/2017,"85.45","85.45","85.45","85.45"
07/06/2017,"84.40","85.50","84.40","85.50"
07/05/2017,"84.05","84.05","84.05","84.05"
07/04/2017,"81.75","81.75","81.75","81.75"
07/03/2017,"80.70","80.70","80.70","80.70"
06/30/2017,"79.40","79.65","79.40","79.45"
06/29/2017,"79.25","79.25","79.25","79.25"
06/28/2017,"80.15","80.15","80.15","80.15"
06/27/2017,"79.00","79.40","79.00","79.40"
06/26/2017,"78.60","78.60","78.60","78.60"
06/23/2017,"78.50","78.50","78.50","78.50"
06/22/2017,"78.60","78.60","78.60","78.65"
06/21/2017,"78.85","78.85","78.85","78.85"
06/20/2017,"79.40","79.40","79.40","79.05"
06/19/2017,"78.50","78.50","78.50","79.20"
06/16/2017,"78.00","78.00","78.00","78.10"
06/15/2017,"77.80","77.90","77.80","77.85"
06/14/2017,"77.50","77.50","77.50","77.45"
06/13/2017,"78.00","78.00","78.00","77.95"
06/12/2017,"77.80","77.80","77.80","78.00"
06/09/2017,"78.60","78.60","78.60","78.35"
06/08/2017,"78.20","78.20","78.20","78.20"
06/07/2017,"77.00","77.00","77.00","77.00"
06/06/2017,"77.10","77.10","77.00","77.10"
06/05/2017,"77.75","77.75","77.75","77.75"
06/02/2017,"77.05","77.05","77.05","77.05"
06/01/2017,"76.40","76.40","76.40","76.40"
05/31/2017,"76.65","76.65","76.65","75.90"
05/30/2017,"77.00","77.00","77.00","77.00"
05/26/2017,"75.40","75.40","75.40","75.40"
05/25/2017,"75.40","75.40","75.40","75.40"
05/24/2017,"75.70","75.70","75.70","75.70"
05/23/2017,"76.30","76.30","76.30","76.30"
05/22/2017,"75.90","75.90","75.90","75.90"
05/19/2017,"75.05","75.15","75.00","75.00"
05/18/2017,"74.10","74.10","74.10","74.10"
05/17/2017,"73.55","73.55","73.55","73.55"
05/16/2017,"73.25","73.25","73.25","73.25"
05/15/2017,"72.75","72.75","72.75","72.75"
05/12/2017,"72.70","72.70","72.70","72.70"
05/11/2017,"72.65","72.65","72.65","72.65"
05/10/2017,"73.10","73.10","73.10","73.10"
05/09/2017,"72.80","72.80","72.80","72.80"
05/08/2017,"72.70","72.70","72.70","72.70"
05/05/2017,"73.25","73.25","73.25","73.50"
05/04/2017,"73.55","73.55","73.55","73.55"
05/03/2017,"74.00","74.00","74.00","74.15"
05/02/2017,"74.10","74.20","74.10","74.30"
04/28/2017,"75.50","75.50","75.50","75.50"
04/27/2017,"75.90","75.90","75.90","75.90"
04/26/2017,"75.35","75.35","75.35","75.35"
04/25/2017,"75.40","75.40","75.35","75.25"
04/24/2017,"75.45","75.45","75.45","75.25"
04/21/2017,"75.45","75.45","75.45","75.45"
04/20/2017,"75.55","75.55","75.55","75.55"
04/19/2017,"75.30","75.30","75.30","75.30"
04/18/2017,"75.65","75.65","75.65","75.65"
04/13/2017,"75.45","75.45","75.45","75.45"
04/12/2017,"74.90","74.90","74.90","74.90"
04/11/2017,"75.10","75.10","75.10","75.10"
04/10/2017,"76.05","76.05","75.50","75.50"
04/07/2017,"76.65","76.65","76.65","76.65"
04/06/2017,"77.80","77.80","77.80","77.80"
04/05/2017,"77.10","77.10","77.10","77.25"
04/04/2017,"77.10","77.90","77.10","76.15"
04/03/2017,"76.80","76.80","76.80","76.80"
03/31/2017,"74.20","74.20","74.20","74.20"
03/30/2017,"73.70","73.70","73.70","73.70"
03/29/2017,"73.70","73.70","73.70","73.70"
03/28/2017,"73.70","73.70","73.70","73.70"
03/27/2017,"73.55","73.55","73.55","73.55"
03/24/2017,"74.00","74.00","74.00","73.45"
03/23/2017,"73.80","73.80","73.80","73.80"
03/22/2017,"73.65","73.65","73.65","73.65"
03/21/2017,"73.80","73.80","73.80","73.80"
03/20/2017,"74.15","74.15","74.15","74.15"
03/17/2017,"74.85","74.85","74.85","74.85"
03/16/2017,"74.70","74.70","74.70","74.70"
03/15/2017,"75.15","75.15","75.15","75.15"
03/14/2017,"75.25","75.25","75.25","75.25"
03/13/2017,"75.85","75.85","75.85","75.85"
03/10/2017,"75.60","75.60","75.30","75.35"
03/09/2017,"74.70","74.70","74.70","74.70"
03/08/2017,"76.10","76.10","76.10","76.10"
03/07/2017,"75.80","75.80","75.80","75.80"
03/06/2017,"76.80","76.80","76.80","76.80"
03/03/2017,"77.55","77.55","77.00","76.90"
03/02/2017,"78.00","78.00","77.85","77.95"
03/01/2017,"78.10","78.65","78.10","78.80"
02/28/2017,"78.10","78.15","77.90","77.90"
02/27/2017,"79.05","79.05","78.40","78.65"
02/24/2017,"80.00","80.25","79.30","79.85"
02/23/2017,"81.00","81.10","80.75","80.90"
02/22/2017,"80.05","80.05","80.00","80.20"
02/21/2017,"80.00","80.10","80.00","80.50"
02/20/2017,"78.00","81.25","78.00","81.10"
02/17/2017,"78.10","78.10","78.10","78.10"
02/16/2017,"77.00","77.35","77.00","77.10"
02/15/2017,"76.00","76.55","75.50","76.30"
02/14/2017,"74.85","75.00","74.75","74.90"
02/13/2017,"75.50","75.50","74.60","74.60"
02/10/2017,"77.75","77.75","76.60","77.00"
02/09/2017,"79.40","79.60","79.40","78.70"
02/08/2017,"79.80","79.80","79.25","79.40"
02/07/2017,"79.60","80.50","79.50","80.10"
02/06/2017,"80.35","80.50","80.30","80.30"
02/03/2017,"81.35","81.35","80.50","80.70"
02/02/2017,"81.25","81.25","81.15","81.20"
02/01/2017,"81.95","82.00","80.50","80.45"
01/31/2017,"80.00","80.85","80.00","81.00"
01/30/2017,"78.65","78.90","78.25","78.65"
01/27/2017,"78.25","78.25","77.65","77.80"
01/26/2017,"80.85","80.85","79.20","79.00"
01/25/2017,"81.00","81.25","80.80","80.85"
01/24/2017,"82.90","82.90","82.90","82.90"
01/23/2017,"83.10","84.00","83.10","83.85"
01/20/2017,"81.00","81.75","81.00","82.10"
01/19/2017,"82.50","82.50","81.90","81.55"
01/18/2017,"83.00","83.30","82.25","82.40"
01/17/2017,"83.40","83.40","83.40","83.40"
01/16/2017,"79.25","79.25","79.25","79.50"
01/13/2017,"80.25","80.25","80.25","78.70"
01/12/2017,"79.95","79.95","79.95","79.95"
01/11/2017,"77.00","77.00","77.00","77.00"
01/10/2017,"74.65","74.65","74.65","74.65"
01/09/2017,"72.00","72.00","72.00","72.10"
01/06/2017,"73.50","73.50","73.20","73.00"
01/05/2017,"73.10","73.50","73.00","73.45"
01/04/2017,"72.25","72.25","72.25","72.50"
01/03/2017,"71.60","71.60","71.60","71.60"
12/30/2016,"90.20","90.20","90.20","90.20"
12/29/2016,"90.60","90.60","90.60","90.60"
12/28/2016,"90.60","90.60","90.60","90.60"
12/23/2016,"90.05","90.05","90.05","90.05"
12/22/2016,"90.00","90.00","90.00","90.00"
12/21/2016,"90.25","90.25","90.25","90.25"
12/20/2016,"90.00","90.00","90.00","90.00"
12/19/2016,"89.00","89.00","89.00","89.05"
12/16/2016,"89.40","89.40","89.40","89.40"
12/15/2016,"90.10","90.10","90.10","90.10"
12/14/2016,"88.90","88.90","88.90","88.90"
12/13/2016,"87.55","87.55","87.55","87.55"
12/12/2016,"86.20","86.20","86.20","86.50"
12/09/2016,"83.95","83.95","83.95","83.95"
12/08/2016,"82.60","82.60","82.60","82.60"
12/07/2016,"80.50","80.50","80.00","80.65"
12/06/2016,"79.25","79.25","79.25","79.25"
12/05/2016,"83.10","83.10","83.10","83.10"
12/02/2016,"84.15","84.15","84.15","84.10"
12/01/2016,"85.15","85.15","85.15","85.15"
11/30/2016,"85.60","85.60","85.60","85.60"
11/29/2016,"84.75","84.75","84.75","84.75"
11/28/2016,"84.35","84.35","84.35","84.35"
11/25/2016,"84.00","84.00","82.40","82.40"
11/24/2016,"81.00","82.25","81.00","82.25"
11/23/2016,"80.05","80.05","80.05","78.00"
11/22/2016,"80.50","81.00","80.50","80.90"
11/21/2016,"79.55","79.55","79.55","79.55"
11/18/2016,"79.25","79.40","79.25","79.65"
11/17/2016,"82.00","82.00","78.00","80.40"
11/16/2016,"88.00","88.00","82.00","82.00"
11/15/2016,"86.50","86.50","86.50","86.55"
11/14/2016,"89.30","89.30","88.05","87.60"
11/11/2016,"89.30","89.30","89.30","89.35"
11/10/2016,"89.65","89.65","89.65","89.90"
11/09/2016,"88.50","90.20","88.50","90.15"
11/08/2016,"87.20","87.20","87.20","87.20"
11/07/2016,"88.50","89.00","88.50","88.30"
11/04/2016,"86.15","86.20","86.00","86.90"
11/03/2016,"85.00","85.10","84.90","85.10"
11/02/2016,"84.50","84.75","84.50","84.10"
11/01/2016,"85.00","85.20","85.00","85.25"
10/31/2016,"82.50","83.75","82.50","83.15"
10/28/2016,"79.55","79.55","79.55","79.55"
10/27/2016,"79.45","79.45","79.45","79.45"
10/26/2016,"79.50","79.50","79.50","79.50"
10/25/2016,"79.25","79.25","79.25","79.25"
10/24/2016,"79.25","79.25","79.25","79.25"
10/21/2016,"79.15","79.15","79.15","79.15"
10/20/2016,"78.50","78.50","78.50","78.50"
10/19/2016,"79.80","79.80","79.50","78.25"
10/18/2016,"80.10","80.10","80.10","80.10"
10/17/2016,"77.45","77.45","77.45","77.45"
10/14/2016,"75.75","75.75","75.75","75.75"
10/13/2016,"75.60","75.60","75.60","75.00"
10/12/2016,"74.40","75.00","74.40","74.90"
10/11/2016,"74.25","74.45","74.20","74.30"
10/10/2016,"75.65","75.65","75.65","75.65"
10/07/2016,"77.00","77.00","77.00","76.75"
10/06/2016,"77.20","77.20","77.20","77.20"
10/05/2016,"75.70","75.70","75.70","75.70"
10/04/2016,"75.60","75.60","75.60","75.60"
10/03/2016,"73.10","73.50","73.10","74.75"
09/30/2016,"71.00","71.00","71.00","70.75"
09/29/2016,"71.85","71.85","71.85","71.85"
09/28/2016,"62.80","62.80","62.80","62.80"
09/27/2016,"62.25","62.25","62.25","62.25"
09/26/2016,"62.55","62.55","62.55","62.55"
09/23/2016,"62.60","62.60","62.60","62.60"
09/22/2016,"62.10","62.10","62.10","62.10"
09/21/2016,"62.25","62.25","62.25","62.25"
09/20/2016,"61.50","61.50","61.50","61.50"
09/19/2016,"61.50","61.50","61.50","61.50"
09/16/2016,"61.10","61.10","61.10","61.10"
09/15/2016,"61.10","61.10","61.10","61.10"
09/14/2016,"60.50","60.50","60.50","60.50"
09/13/2016,"60.80","60.80","60.80","60.80"
09/12/2016,"60.35","60.35","60.35","60.35"
09/09/2016,"60.10","60.10","60.10","60.10"
09/08/2016,"59.85","59.85","59.85","59.85"
09/07/2016,"60.70","60.70","60.70","60.50"
09/06/2016,"61.75","61.75","61.75","61.75"
09/05/2016,"61.55","61.55","61.55","61.55"
09/02/2016,"61.90","61.90","61.90","61.90"
09/01/2016,"61.25","61.25","61.25","61.25"
08/31/2016,"61.30","61.30","61.30","61.30"
08/30/2016,"61.20","61.20","61.20","61.20"
08/26/2016,"59.40","59.40","59.40","59.75"
08/25/2016,"59.25","59.25","59.25","58.95"
08/24/2016,"59.00","59.00","59.00","59.00"
08/23/2016,"59.75","59.75","59.75","59.75"
08/22/2016,"60.15","60.15","60.15","60.15"
08/19/2016,"59.90","59.90","59.90","59.90"
08/18/2016,"62.35","62.35","61.60","61.35"
08/17/2016,"62.55","62.55","62.55","62.60"
08/16/2016,"62.20","62.20","62.20","62.20"
08/15/2016,"62.80","62.80","62.80","62.70"
08/12/2016,"62.40","62.40","62.40","63.25"
08/11/2016,"60.00","61.50","60.00","61.70"
08/10/2016,"60.20","60.20","60.20","60.15"
08/09/2016,"61.00","61.00","61.00","61.35"
08/08/2016,"60.00","60.00","60.00","60.65"
08/05/2016,"58.50","58.50","58.50","57.65"
08/04/2016,"59.80","59.80","59.80","59.80"
08/03/2016,"62.05","62.05","62.05","62.05"
08/02/2016,"62.50","62.50","62.50","62.50"
08/01/2016,"62.75","62.75","62.75","62.75"
07/29/2016,"62.65","62.65","62.65","62.65"
07/28/2016,"62.40","62.40","62.40","62.40"
07/27/2016,"61.85","61.85","61.85","61.85"
07/26/2016,"60.15","60.50","60.15","60.60"
07/25/2016,"59.85","59.85","59.85","59.80"
07/22/2016,"59.25","59.65","59.25","59.50"
07/21/2016,"56.95","56.95","56.95","56.95"
07/20/2016,"56.95","56.95","56.95","56.95"
07/19/2016,"57.15","57.15","57.15","57.15"
07/18/2016,"57.60","57.60","57.60","57.60"
07/15/2016,"57.95","57.95","57.95","57.95"
07/14/2016,"58.10","58.10","58.10","58.10"
07/13/2016,"58.20","58.20","58.20","58.20"
07/12/2016,"57.70","57.70","57.70","57.70"
07/11/2016,"56.35","56.35","56.35","56.35"
07/08/2016,"56.45","56.45","56.45","56.45"
07/07/2016,"57.10","57.10","57.10","57.10"
07/06/2016,"56.55","56.55","56.55","56.55"
07/05/2016,"56.55","56.55","56.55","56.55"
07/04/2016,"57.05","57.05","57.05","57.05"
07/01/2016,"56.40","56.40","56.40","56.40"
06/30/2016,"55.00","55.00","55.00","55.00"
06/29/2016,"53.75","53.75","53.75","53.75"
06/28/2016,"53.45","53.45","53.45","53.45"
06/27/2016,"53.15","53.15","53.15","53.00"
06/24/2016,"54.30","54.30","54.30","54.30"
06/23/2016,"55.90","55.90","55.90","55.90"
06/22/2016,"57.15","57.15","57.15","57.15"
06/21/2016,"55.10","55.10","55.10","55.10"
06/20/2016,"57.10","57.10","57.10","57.10"
06/17/2016,"54.15","54.15","54.15","54.15"
06/16/2016,"53.15","53.15","53.15","53.15"
06/15/2016,"52.40","52.40","52.40","52.40"
06/14/2016,"51.50","51.50","51.50","51.50"
06/13/2016,"50.95","50.95","50.95","50.95"
