,price
2016-09-11,12.906655565412137
2016-09-18,12.911153014703306
2016-09-25,12.951418963344903
2016-10-02,12.566224319175229
2016-10-09,12.093329430453936
2016-10-16,12.235858256510634
2016-10-23,12.347471002730801
2016-10-30,12.383302077543425
2016-11-06,12.373360378920191
2016-11-13,12.483245793394614
2016-11-20,12.796848287318353
2016-11-27,12.912790634029877
2016-12-04,14.096202220489328
2016-12-11,14.535908101077183
2016-12-18,14.737327073184872
2016-12-25,14.856849642385649
2017-01-01,15.35380670171555
2017-01-08,16.75661121854066
2017-01-15,16.600045910640812
2017-01-22,16.541948544028095
2017-01-29,16.444164756932228
2017-02-05,19.426760904144622
2017-02-12,20.092808810395333
2017-02-19,20.152771126095537
2017-02-26,20.24617364974417
2017-03-05,19.791665519728628
2017-03-12,19.66531913985258
2017-03-19,19.46597333911281
2017-03-26,19.2829784083123
2017-04-02,17.769231921779454
2017-04-09,15.844196589127739
2017-04-16,15.89259115863737
2017-04-23,15.774473796618791
2017-04-30,15.519607462732804
2017-05-07,15.705641907094927
2017-05-14,15.78357598661421
2017-05-21,15.455965054648587
2017-05-28,15.329467318936281
2017-06-04,15.400494678391123
2017-06-11,15.423317200619667
2017-06-18,15.457325485260116
2017-06-25,15.480611267813183
2017-07-02,15.121411075909835
2017-07-09,14.942399052018263
2017-07-16,14.899126473723333
2017-07-23,14.704955972296078
2017-07-30,14.541787844343116
2017-08-06,14.701546776587687
2017-08-13,14.784026708958796
2017-08-20,14.82019724326398
2017-08-27,14.749595869595414
2017-09-03,15.306785288408873
2017-09-10,15.766459849873685
2017-09-17,15.80258010643855
2017-09-24,15.79650143879388
2017-10-01,16.42125064229334
2017-10-08,17.540679931053624
2017-10-15,17.432052287277187
2017-10-22,17.44470897347521
2017-10-29,17.604142985826517
2017-11-05,17.328830922003796
2017-11-12,17.300053014716237
2017-11-19,17.07706871801941
2017-11-26,17.009067606286376
2017-12-03,18.310481259833185
2017-12-10,19.501629421175245
2017-12-17,19.49671879476937
2017-12-24,19.42136297498151
2017-12-31,19.467690737206055
2018-01-07,20.445260760934982
2018-01-14,20.435459244355474
2018-01-21,20.10437664601857
2018-01-28,19.908907926826167
2018-02-04,18.655728570399614
2018-02-11,18.42461826407872
2018-02-18,18.286839645864017
2018-02-25,18.412203657261426
2018-03-04,20.835058097571135
2018-03-11,21.652829825491406
2018-03-18,21.686584924247324
2018-03-25,21.7036476206662
2018-04-01,22.178088610820588
2018-04-08,23.677063752034428
2018-04-15,23.55192375886598
2018-04-22,23.524460919662285
2018-04-29,23.915197406190504
2018-05-06,20.060491728848053
2018-05-13,20.23675627241135
2018-05-20,20.366469259310776
2018-05-27,20.56189738962203
2018-06-03,21.355892806527486
2018-06-10,21.669289290929118
2018-06-17,21.78005220985744
2018-06-24,21.954338824201415
2018-07-01,21.901891970607135
2018-07-08,21.922980399900588
2018-07-15,21.924026407218214
2018-07-22,21.9743731213103
2018-07-29,21.956313676412428
2018-08-05,22.2921173243472
2018-08-12,22.560778767988918
2018-08-19,22.84958755008892
2018-08-26,22.50888277543384
2018-09-02,22.89840350806974
2018-09-09,23.820261812414174
2018-09-16,23.76652807714573
2018-09-23,23.57409551788336
2018-09-30,24.278255427484734
2018-10-07,28.185708823898715
2018-10-14,28.18851019572399
2018-10-21,28.22228993047349
2018-10-28,28.505803898478256
2018-11-04,26.57525993382451
2018-11-11,25.778230356203668
2018-11-18,25.967474637168586
2018-11-25,25.787944185838114
2018-12-02,25.36878932461313
2018-12-09,24.65159892248385
2018-12-16,24.7088546055823
2018-12-23,24.572323862531636
2018-12-30,24.527109714588992
2019-01-06,23.58040510153672
2019-01-13,23.39887544670693
2019-01-20,23.572059760473344
2019-01-27,23.696555365828285
2019-02-03,22.267179474307515
2019-02-10,21.488691923269673
2019-02-17,21.675474997719384
2019-02-24,21.583874790965535
2019-03-03,19.45912003397755
2019-03-10,18.111176970678464
2019-03-17,18.08044637028984
2019-03-24,18.00920115767772
2019-03-31,17.794317747901037
2019-04-07,15.790342798695173
2019-04-14,15.704107237883992
2019-04-21,15.72599156870305
2019-04-28,15.865565454332224
2019-05-05,15.24067048399551
2019-05-12,15.097668563646081
2019-05-19,15.116212607616507
2019-05-26,15.14979025612428
2019-06-02,14.374630586977162
2019-06-09,13.217877630501109
2019-06-16,13.174860858441916
2019-06-23,13.199315066653813
2019-06-30,12.69599808767938
2019-07-07,10.529221217880286
2019-07-14,10.572962271162112
2019-07-21,10.5840940368428
2019-07-28,10.65791238720259
2019-08-04,10.940448572121847
2019-08-11,10.956229456462383
2019-08-18,11.009360783731092
2019-08-25,11.068832658027086
2019-09-01,10.796838798900353
2019-09-08,10.14695460217877
2019-09-15,10.112252566248605
2019-09-22,10.119927101644391
2019-09-29,10.193057403402296
2019-10-06,9.648971518249741
2019-10-13,9.583986577487723
2019-10-20,9.523806258052616
2019-10-27,9.49092651617855
2019-11-03,9.881360609197236
2019-11-10,10.21643660848918
2019-11-17,10.265950281855217
2019-11-24,10.226050507025873
2019-12-01,11.549243317189342
2019-12-08,14.586660897637776
2019-12-15,14.524097123337269
2019-12-22,14.534183071169165
2019-12-29,14.544926361481862
2020-01-05,13.130601022426758
2020-01-12,12.981823676604282
2020-01-19,12.979710474531913
2020-01-26,13.045429947208921
2020-02-02,12.285756892154007
2020-02-09,11.233635479973302
2020-02-16,11.364639362011
2020-02-23,11.441876946429165
2020-03-01,10.766759936108473
2020-03-08,9.10729803562633
2020-03-15,9.087694534466994
2020-03-22,9.415875813723074
2020-03-29,9.368724168739046
2020-04-05,8.82707654985469
2020-04-12,8.753812116366063
2020-04-19,8.732474497669497
2020-04-26,8.7860803192654
2020-05-03,7.480394855405225
2020-05-10,6.543696248569577
2020-05-17,6.557542651485041
2020-05-24,6.496810451850025
2020-05-31,6.149161669054732
2020-06-07,4.39196131386456
2020-06-14,4.364597547051652
2020-06-21,4.3961825737142615
2020-06-28,4.395924716633699
2020-07-05,4.918481488352406
2020-07-12,4.977734421268487
2020-07-19,4.929449466970287
2020-07-26,4.867633163259754
2020-08-02,4.749032602680323
2020-08-09,4.7100873130034335
2020-08-16,4.712899871607525
2020-08-23,4.6982252385563354
2020-08-30,4.68957815206715
2020-09-06,7.542008035411328
2020-09-13,7.572306852818131
2020-09-20,7.559516580869992
2020-09-27,7.6675410719099935
2020-10-04,10.222552983665937
2020-10-11,11.195117763074862
2020-10-18,11.225939177672291
2020-10-25,11.147451741732343
2020-11-01,12.039102937783538
2020-11-08,13.972670651284213
2020-11-15,13.946136737679195
2020-11-22,13.89430836915447
2020-11-29,13.84078699338119
2020-12-06,13.513100704644758
2020-12-13,13.479854316100049
2020-12-20,13.374911416570635
2020-12-27,13.400449087522913
2021-01-03,14.982892041528055
2021-01-10,17.89
2021-01-17,18.43
2021-01-24,17.35
2021-01-31,17.94
2021-02-07,17.72
2021-02-14,19.13
2021-02-21,17.82
2021-02-28,17.35
2021-03-07,17.71
2021-03-14,18.22
2021-03-21,19.58
2021-03-28,19.47
2021-04-04,19.56
2021-04-11,20.22
2021-04-18,20.54
2021-04-25,21.57
2021-05-02,20.74
2021-05-09,24.49
2021-05-16,25.86
2021-05-23,26.67
2021-05-30,25.04
2021-06-06,25.65
2021-06-13,26.84
2021-06-20,29.0
2021-06-27,29.75
2021-07-04,32.22
2021-07-11,38.05
2021-07-18,34.85
2021-07-25,35.76
2021-08-01,36.95
2021-08-08,41.86
2021-08-15,42.93
2021-08-22,48.18
2021-08-29,42.23
2021-09-05,49.87
2021-09-12,53.16
2021-09-19,61.55
2021-09-26,75.54
2021-10-03,77.18
2021-10-10,96.65
2021-10-17,85.22
2021-10-24,93.93
2021-10-31,88.64
2021-11-07,65.62
2021-11-14,79.07
2021-11-21,79.95
2021-11-28,84.6
2021-12-05,93.45
2021-12-12,89.93
2021-12-19,116.08
2021-12-26,146.93
2022-01-02,107.2
2022-01-09,80.43
2022-01-16,84.61
2022-01-23,77.01
2022-01-30,93.0
