TimeStamp,at,de,ie,pt,uk
2016-01-01 00:00:00+00:00,0.0,386.75,86.0,128.0,0.0
2016-01-01 01:00:00+00:00,0.0,264.75,191.5,1.0,7.5
2016-01-01 02:00:00+00:00,0.0,121.5,300.0,0.0,0.0
2016-01-01 03:00:00+00:00,0.0,227.5,297.0,0.0,94.5
2016-01-01 04:00:00+00:00,0.0,421.25,290.0,0.0,0.0
2016-01-01 05:00:00+00:00,0.0,199.75,285.0,0.0,0.0
2016-01-01 06:00:00+00:00,0.0,639.75,214.0,0.0,15.5
2016-01-01 07:00:00+00:00,0.0,367.25,78.5,0.0,74.5
2016-01-01 08:00:00+00:00,0.0,407.75,16.0,0.0,132.0
2016-01-01 09:00:00+00:00,0.0,189.75,16.0,0.0,375.0
2016-01-01 10:00:00+00:00,157.0,429.75,33.5,0.0,490.5
2016-01-01 11:00:00+00:00,524.0,667.75,16.0,0.0,473.5
2016-01-01 12:00:00+00:00,413.75,618.0,33.5,0.0,529.0
2016-01-01 13:00:00+00:00,0.25,730.75,16.0,0.0,643.0
2016-01-01 14:00:00+00:00,0.0,1364.0,16.0,0.0,645.0
2016-01-01 15:00:00+00:00,567.5,2036.25,16.0,0.0,480.0
2016-01-01 16:00:00+00:00,993.25,3289.25,15.5,0.0,485.0
2016-01-01 17:00:00+00:00,920.75,2080.5,72.5,299.0,746.5
2016-01-01 18:00:00+00:00,930.25,1629.5,58.0,740.0,399.5
2016-01-01 19:00:00+00:00,859.0,1982.25,57.0,507.0,678.5
2016-01-01 20:00:00+00:00,473.75,1685.0,57.5,301.0,622.5
2016-01-01 21:00:00+00:00,593.25,1439.5,60.0,512.0,531.0
2016-01-01 22:00:00+00:00,0.0,1105.0,38.5,4.0,362.0
2016-01-01 23:00:00+00:00,0.0,480.5,113.5,0.0,116.0
2016-01-02 00:00:00+00:00,0.0,503.25,45.0,0.0,0.0
2016-01-02 01:00:00+00:00,0.0,304.5,188.0,21.0,0.0
2016-01-02 02:00:00+00:00,0.0,366.0,224.0,40.0,0.0
2016-01-02 03:00:00+00:00,0.0,549.0,222.0,10.0,0.0
2016-01-02 04:00:00+00:00,0.0,398.0,218.5,56.0,0.0
2016-01-02 05:00:00+00:00,0.0,93.25,217.0,55.0,0.0
2016-01-02 06:00:00+00:00,0.0,765.5,214.0,55.0,0.0
2016-01-02 07:00:00+00:00,0.0,557.5,79.5,16.0,83.5
2016-01-02 08:00:00+00:00,0.0,682.5,34.5,2.0,346.5
2016-01-02 09:00:00+00:00,0.0,1036.75,51.5,349.0,342.0
2016-01-02 10:00:00+00:00,0.0,1058.5,75.0,489.0,342.0
2016-01-02 11:00:00+00:00,0.0,909.5,16.0,229.0,397.5
2016-01-02 12:00:00+00:00,0.0,809.0,16.0,300.0,604.5
2016-01-02 13:00:00+00:00,0.0,733.5,16.0,347.0,430.0
2016-01-02 14:00:00+00:00,0.0,489.25,16.0,200.0,426.0
2016-01-02 15:00:00+00:00,0.0,846.75,16.0,434.0,373.5
2016-01-02 16:00:00+00:00,540.0,2137.0,117.5,595.0,409.5
2016-01-02 17:00:00+00:00,985.25,2456.75,173.5,775.0,1322.0
2016-01-02 18:00:00+00:00,417.5,2728.5,145.0,1008.0,1385.0
2016-01-02 19:00:00+00:00,0.0,1899.25,115.0,1152.0,662.5
2016-01-02 20:00:00+00:00,0.0,984.0,131.0,1104.0,392.0
2016-01-02 21:00:00+00:00,0.0,1897.0,13.5,969.0,390.5
2016-01-02 22:00:00+00:00,0.0,766.25,18.0,531.0,366.5
2016-01-02 23:00:00+00:00,0.0,444.5,16.0,64.0,54.0
2016-01-03 00:00:00+00:00,0.0,264.25,77.0,0.0,0.0
2016-01-03 01:00:00+00:00,0.0,225.75,113.5,0.0,0.0
2016-01-03 02:00:00+00:00,0.0,149.75,227.5,0.0,0.0
2016-01-03 03:00:00+00:00,0.0,367.75,297.0,0.0,0.0
2016-01-03 04:00:00+00:00,0.0,423.0,293.5,0.0,0.0
2016-01-03 05:00:00+00:00,0.0,94.25,287.5,0.0,0.0
2016-01-03 06:00:00+00:00,0.0,369.25,283.5,0.0,0.0
2016-01-03 07:00:00+00:00,0.0,425.5,115.0,0.0,0.0
2016-01-03 08:00:00+00:00,0.0,429.0,15.5,24.0,110.5
2016-01-03 09:00:00+00:00,0.0,668.0,15.5,53.0,345.0
2016-01-03 10:00:00+00:00,0.0,868.5,57.5,222.0,602.0
2016-01-03 11:00:00+00:00,0.0,1077.0,21.0,336.0,357.0
2016-01-03 12:00:00+00:00,0.0,994.5,132.5,126.0,549.0
2016-01-03 13:00:00+00:00,0.0,1013.75,149.5,41.0,777.0
2016-01-03 14:00:00+00:00,0.0,557.75,15.0,43.0,403.0
2016-01-03 15:00:00+00:00,0.0,1667.25,15.0,53.0,342.0
2016-01-03 16:00:00+00:00,823.25,3817.75,15.0,143.0,414.0
2016-01-03 17:00:00+00:00,1284.75,2226.0,111.5,377.0,674.0
2016-01-03 18:00:00+00:00,1314.5,2561.25,22.5,482.0,704.0
2016-01-03 19:00:00+00:00,419.5,2017.0,22.5,508.0,664.5
2016-01-03 20:00:00+00:00,115.0,1533.25,19.0,687.0,579.5
2016-01-03 21:00:00+00:00,0.0,925.25,58.0,587.0,452.5
2016-01-03 22:00:00+00:00,0.0,537.5,16.0,213.0,603.5
2016-01-03 23:00:00+00:00,0.0,285.25,15.0,295.0,175.5
2016-01-04 00:00:00+00:00,0.0,188.25,28.0,273.0,0.0
2016-01-04 01:00:00+00:00,0.0,160.75,264.5,227.0,0.0
2016-01-04 02:00:00+00:00,0.0,200.5,298.5,253.0,0.0
2016-01-04 03:00:00+00:00,0.0,221.25,293.0,219.0,0.0
2016-01-04 04:00:00+00:00,0.0,631.5,290.0,237.0,0.0
2016-01-04 05:00:00+00:00,31.5,671.0,286.5,339.0,15.0
2016-01-04 06:00:00+00:00,1252.75,2345.0,178.0,279.0,52.5
2016-01-04 07:00:00+00:00,1898.0,2663.75,15.5,524.0,373.0
2016-01-04 08:00:00+00:00,1576.75,3337.5,16.0,636.0,497.0
2016-01-04 09:00:00+00:00,1523.25,3080.0,16.0,756.0,498.0
2016-01-04 10:00:00+00:00,1485.0,1390.75,78.0,990.0,360.0
2016-01-04 11:00:00+00:00,1883.25,2599.75,96.0,925.0,348.0
2016-01-04 12:00:00+00:00,1632.25,3013.0,57.0,956.0,695.0
2016-01-04 13:00:00+00:00,1786.75,2005.5,36.0,839.0,548.0
2016-01-04 14:00:00+00:00,1813.75,1736.25,15.0,1011.0,551.0
2016-01-04 15:00:00+00:00,2007.0,1661.0,15.5,1032.0,370.0
2016-01-04 16:00:00+00:00,2436.25,2537.75,57.0,965.0,346.5
2016-01-04 17:00:00+00:00,2088.75,2188.75,113.0,791.0,434.5
2016-01-04 18:00:00+00:00,1612.25,1015.75,126.5,821.0,588.5
2016-01-04 19:00:00+00:00,1025.75,1062.75,73.0,1057.0,969.0
2016-01-04 20:00:00+00:00,459.25,788.5,23.0,899.0,370.0
2016-01-04 21:00:00+00:00,405.5,510.5,23.0,955.0,719.0
2016-01-04 22:00:00+00:00,0.0,492.25,93.5,872.0,809.0
2016-01-04 23:00:00+00:00,0.0,197.5,13.5,701.0,117.0
2016-01-05 00:00:00+00:00,0.0,706.0,115.5,557.0,0.0
2016-01-05 01:00:00+00:00,0.0,367.5,225.0,573.0,0.0
2016-01-05 02:00:00+00:00,0.0,517.0,223.5,437.0,0.0
2016-01-05 03:00:00+00:00,0.0,84.75,220.5,496.0,0.0
2016-01-05 04:00:00+00:00,0.0,126.25,218.5,532.0,0.0
2016-01-05 05:00:00+00:00,816.25,471.5,217.5,588.0,0.0
2016-01-05 06:00:00+00:00,1571.25,1044.25,214.5,669.0,41.0
2016-01-05 07:00:00+00:00,1697.25,1431.75,106.5,908.0,268.0
2016-01-05 08:00:00+00:00,1393.25,1524.25,15.0,1100.0,703.5
2016-01-05 09:00:00+00:00,1395.5,1662.25,15.5,1151.0,475.0
2016-01-05 10:00:00+00:00,1381.75,1529.25,17.5,1038.0,446.5
2016-01-05 11:00:00+00:00,1158.25,795.5,56.0,935.0,643.0
2016-01-05 12:00:00+00:00,1063.5,928.0,57.5,1099.0,665.0
2016-01-05 13:00:00+00:00,563.5,1685.5,39.0,762.0,608.0
2016-01-05 14:00:00+00:00,679.0,2384.5,21.0,734.0,610.0
2016-01-05 15:00:00+00:00,1197.5,3287.75,18.5,751.0,343.0
2016-01-05 16:00:00+00:00,2311.25,3189.5,53.0,945.0,771.5
2016-01-05 17:00:00+00:00,2354.75,3171.0,128.0,973.0,1341.5
2016-01-05 18:00:00+00:00,2153.5,3046.5,127.0,1193.0,964.0
2016-01-05 19:00:00+00:00,1318.5,1232.25,110.0,1172.0,664.5
2016-01-05 20:00:00+00:00,393.75,386.25,117.5,1234.0,495.0
2016-01-05 21:00:00+00:00,287.0,762.5,55.5,1126.0,722.5
2016-01-05 22:00:00+00:00,252.0,879.0,19.0,973.0,444.0
2016-01-05 23:00:00+00:00,151.25,322.25,15.5,628.0,42.0
2016-01-06 00:00:00+00:00,0.0,288.5,153.0,608.0,22.0
2016-01-06 01:00:00+00:00,0.0,309.0,224.5,471.0,0.0
2016-01-06 02:00:00+00:00,0.0,212.5,223.0,433.0,0.0
2016-01-06 03:00:00+00:00,0.0,273.25,221.0,441.0,0.0
2016-01-06 04:00:00+00:00,0.0,323.5,218.5,339.0,0.0
2016-01-06 05:00:00+00:00,167.5,430.25,215.5,424.0,0.0
2016-01-06 06:00:00+00:00,233.5,881.5,214.0,634.0,43.0
2016-01-06 07:00:00+00:00,275.5,1414.75,83.0,682.0,426.5
2016-01-06 08:00:00+00:00,446.5,1647.25,145.5,576.0,385.0
2016-01-06 09:00:00+00:00,426.25,1637.0,128.0,707.0,575.0
2016-01-06 10:00:00+00:00,716.25,1619.75,72.5,755.0,598.5
2016-01-06 11:00:00+00:00,989.5,1737.75,20.0,596.0,538.0
2016-01-06 12:00:00+00:00,845.0,1206.0,38.0,622.0,606.5
2016-01-06 13:00:00+00:00,756.75,1000.5,15.0,639.0,352.0
2016-01-06 14:00:00+00:00,739.0,1118.25,15.0,623.0,345.0
2016-01-06 15:00:00+00:00,1054.5,1498.5,15.0,584.0,354.5
2016-01-06 16:00:00+00:00,1612.0,3386.75,15.0,686.0,623.5
2016-01-06 17:00:00+00:00,2185.25,4484.25,51.0,919.0,1431.5
2016-01-06 18:00:00+00:00,1545.75,3517.5,16.0,1237.0,1033.5
2016-01-06 19:00:00+00:00,473.25,1626.25,15.5,1234.0,676.0
2016-01-06 20:00:00+00:00,350.5,1030.5,57.5,1294.0,440.5
2016-01-06 21:00:00+00:00,390.75,1559.5,40.5,1281.0,459.0
2016-01-06 22:00:00+00:00,207.5,281.25,57.5,806.0,420.0
2016-01-06 23:00:00+00:00,0.0,353.5,79.5,680.0,53.5
2016-01-07 00:00:00+00:00,0.0,107.25,152.5,228.0,0.0
2016-01-07 01:00:00+00:00,0.0,127.25,225.5,310.0,0.0
2016-01-07 02:00:00+00:00,0.0,214.5,223.0,311.0,0.0
2016-01-07 03:00:00+00:00,0.0,317.0,219.5,397.0,0.0
2016-01-07 04:00:00+00:00,0.0,171.5,218.0,366.0,0.0
2016-01-07 05:00:00+00:00,263.25,989.0,217.0,377.0,0.0
2016-01-07 06:00:00+00:00,1726.75,1193.75,214.0,547.0,50.0
2016-01-07 07:00:00+00:00,1774.25,2377.5,100.0,1149.0,357.5
2016-01-07 08:00:00+00:00,1695.75,1840.5,111.0,1118.0,605.5
2016-01-07 09:00:00+00:00,1620.75,1567.75,16.0,1035.0,661.5
2016-01-07 10:00:00+00:00,1452.0,2230.0,16.0,971.0,760.5
2016-01-07 11:00:00+00:00,1329.0,2519.25,34.0,1103.0,878.5
2016-01-07 12:00:00+00:00,1416.5,2184.75,15.5,879.0,443.5
2016-01-07 13:00:00+00:00,1115.25,1676.5,35.0,850.0,544.0
2016-01-07 14:00:00+00:00,919.25,898.5,17.5,840.0,413.0
2016-01-07 15:00:00+00:00,827.25,907.25,15.0,901.0,267.5
2016-01-07 16:00:00+00:00,1366.0,1769.0,58.5,989.0,715.5
2016-01-07 17:00:00+00:00,1595.75,1654.75,129.5,1006.0,1253.0
2016-01-07 18:00:00+00:00,1207.75,681.75,75.0,1073.0,1049.5
2016-01-07 19:00:00+00:00,1131.75,817.0,57.5,1023.0,608.0
2016-01-07 20:00:00+00:00,310.5,1113.0,58.0,1202.0,588.5
2016-01-07 21:00:00+00:00,315.5,649.75,58.0,981.0,477.0
2016-01-07 22:00:00+00:00,0.0,414.25,57.0,1016.0,364.0
2016-01-07 23:00:00+00:00,0.0,254.0,29.0,1203.0,50.0
2016-01-08 00:00:00+00:00,0.0,268.75,227.0,870.0,0.0
2016-01-08 01:00:00+00:00,0.0,131.75,224.5,865.0,0.0
2016-01-08 02:00:00+00:00,0.0,133.25,222.5,883.0,0.0
2016-01-08 03:00:00+00:00,0.0,243.0,221.5,960.0,0.0
2016-01-08 04:00:00+00:00,0.0,136.0,218.5,1007.0,0.0
2016-01-08 05:00:00+00:00,0.0,566.0,216.0,1178.0,25.0
2016-01-08 06:00:00+00:00,473.25,890.0,214.0,1143.0,60.0
2016-01-08 07:00:00+00:00,309.5,1392.25,35.0,1210.0,477.0
2016-01-08 08:00:00+00:00,364.75,714.0,92.5,1186.0,657.0
2016-01-08 09:00:00+00:00,0.0,490.0,16.0,1149.0,493.0
2016-01-08 10:00:00+00:00,0.0,979.25,16.0,1287.0,383.5
2016-01-08 11:00:00+00:00,0.0,1478.0,16.0,1147.0,444.0
2016-01-08 12:00:00+00:00,39.0,1585.5,15.5,1211.0,370.5
2016-01-08 13:00:00+00:00,433.0,1285.0,38.0,1063.0,428.5
2016-01-08 14:00:00+00:00,740.75,2268.25,57.5,1161.0,348.0
2016-01-08 15:00:00+00:00,893.0,2610.0,31.5,1261.0,362.0
2016-01-08 16:00:00+00:00,2276.75,2081.25,58.5,1359.0,279.0
2016-01-08 17:00:00+00:00,2430.0,2639.0,95.5,1317.0,1044.5
2016-01-08 18:00:00+00:00,1614.25,2162.0,94.5,1326.0,834.0
2016-01-08 19:00:00+00:00,846.75,1401.25,93.0,1356.0,719.5
2016-01-08 20:00:00+00:00,587.5,522.25,94.5,1344.0,391.5
2016-01-08 21:00:00+00:00,336.25,1280.25,57.5,1213.0,516.0
2016-01-08 22:00:00+00:00,258.25,844.75,19.5,1159.0,385.5
2016-01-08 23:00:00+00:00,175.5,422.0,71.0,1136.0,40.5
2016-01-09 00:00:00+00:00,0.0,386.0,46.0,865.0,40.5
2016-01-09 01:00:00+00:00,0.0,308.0,189.5,799.0,0.0
2016-01-09 02:00:00+00:00,0.0,233.75,225.0,837.0,0.0
2016-01-09 03:00:00+00:00,0.0,171.25,225.0,630.0,0.0
2016-01-09 04:00:00+00:00,0.0,275.5,222.0,735.0,0.0
2016-01-09 05:00:00+00:00,0.0,580.0,219.5,746.0,0.0
2016-01-09 06:00:00+00:00,0.0,279.25,216.5,855.0,0.0
2016-01-09 07:00:00+00:00,147.0,383.25,215.0,868.0,120.5
2016-01-09 08:00:00+00:00,209.0,1023.75,79.0,900.0,395.5
2016-01-09 09:00:00+00:00,473.75,1113.75,55.5,809.0,459.5
2016-01-09 10:00:00+00:00,396.0,1638.25,57.5,835.0,412.0
2016-01-09 11:00:00+00:00,401.5,1423.25,57.5,857.0,376.5
2016-01-09 12:00:00+00:00,242.25,875.0,57.0,850.0,459.0
2016-01-09 13:00:00+00:00,167.0,888.75,22.5,772.0,473.5
2016-01-09 14:00:00+00:00,160.75,656.0,21.0,656.0,531.5
2016-01-09 15:00:00+00:00,314.5,1451.25,20.5,654.0,380.0
2016-01-09 16:00:00+00:00,564.75,2417.5,40.0,638.0,460.0
2016-01-09 17:00:00+00:00,596.25,2093.75,169.5,858.0,631.5
2016-01-09 18:00:00+00:00,294.25,1483.75,151.5,881.0,429.0
2016-01-09 19:00:00+00:00,363.75,890.5,131.5,892.0,522.5
2016-01-09 20:00:00+00:00,0.0,1096.5,136.0,845.0,287.0
2016-01-09 21:00:00+00:00,0.0,949.75,21.0,862.0,367.0
2016-01-09 22:00:00+00:00,0.0,229.25,17.5,681.0,358.5
2016-01-09 23:00:00+00:00,0.0,266.0,17.5,675.0,48.0
2016-01-10 00:00:00+00:00,0.0,192.5,76.5,626.0,0.0
2016-01-10 01:00:00+00:00,0.0,511.75,113.5,546.0,0.0
2016-01-10 02:00:00+00:00,0.0,369.5,265.5,535.0,0.0
2016-01-10 03:00:00+00:00,0.0,563.0,297.5,568.0,0.0
2016-01-10 04:00:00+00:00,0.0,110.75,293.5,652.0,0.0
2016-01-10 05:00:00+00:00,0.0,713.75,288.0,685.0,0.0
2016-01-10 06:00:00+00:00,0.0,292.75,249.5,687.0,0.0
2016-01-10 07:00:00+00:00,0.0,598.75,143.5,674.0,0.0
2016-01-10 08:00:00+00:00,0.0,869.0,15.0,819.0,124.0
2016-01-10 09:00:00+00:00,0.0,973.75,15.0,862.0,426.0
2016-01-10 10:00:00+00:00,0.0,984.0,53.5,866.0,404.5
2016-01-10 11:00:00+00:00,0.0,835.25,51.0,861.0,344.0
2016-01-10 12:00:00+00:00,0.0,659.75,52.0,867.0,348.0
2016-01-10 13:00:00+00:00,0.0,1089.25,54.0,869.0,468.0
2016-01-10 14:00:00+00:00,0.0,986.0,53.0,726.0,471.5
2016-01-10 15:00:00+00:00,0.0,999.25,32.5,684.0,424.5
2016-01-10 16:00:00+00:00,583.75,1893.75,15.0,694.0,734.5
2016-01-10 17:00:00+00:00,680.0,2135.5,57.5,740.0,1408.5
2016-01-10 18:00:00+00:00,428.75,989.0,132.5,743.0,912.0
2016-01-10 19:00:00+00:00,149.5,700.0,77.5,859.0,426.5
2016-01-10 20:00:00+00:00,0.0,444.0,19.5,974.0,549.0
2016-01-10 21:00:00+00:00,0.0,1127.5,17.0,827.0,605.5
2016-01-10 22:00:00+00:00,0.0,1202.25,13.0,807.0,387.5
2016-01-10 23:00:00+00:00,0.0,222.75,52.0,698.0,79.0
2016-01-11 00:00:00+00:00,0.0,40.75,81.5,416.0,52.5
2016-01-11 01:00:00+00:00,0.0,66.75,224.0,381.0,0.0
2016-01-11 02:00:00+00:00,0.0,94.75,221.0,427.0,0.0
2016-01-11 03:00:00+00:00,0.0,228.25,219.0,571.0,0.0
2016-01-11 04:00:00+00:00,0.0,656.5,217.0,499.0,0.0
2016-01-11 05:00:00+00:00,185.0,1198.5,216.5,631.0,0.0
2016-01-11 06:00:00+00:00,848.75,2307.0,177.5,641.0,30.5
2016-01-11 07:00:00+00:00,1496.75,2479.25,63.5,881.0,368.5
2016-01-11 08:00:00+00:00,1045.5,1597.75,131.5,979.0,647.0
2016-01-11 09:00:00+00:00,707.5,2235.0,20.5,926.0,507.0
2016-01-11 10:00:00+00:00,779.75,2018.0,20.0,811.0,503.0
2016-01-11 11:00:00+00:00,804.5,1573.5,20.5,808.0,633.5
2016-01-11 12:00:00+00:00,1105.5,1556.25,20.5,875.0,690.5
2016-01-11 13:00:00+00:00,806.5,1056.0,20.5,893.0,619.0
2016-01-11 14:00:00+00:00,703.25,597.0,19.5,930.0,500.5
2016-01-11 15:00:00+00:00,684.0,779.75,18.0,994.0,332.5
2016-01-11 16:00:00+00:00,806.0,2357.25,15.5,1042.0,341.0
2016-01-11 17:00:00+00:00,658.25,2464.0,92.5,1154.0,1013.5
2016-01-11 18:00:00+00:00,578.5,1786.5,107.5,1464.0,554.5
2016-01-11 19:00:00+00:00,250.0,1461.0,55.0,1481.0,680.5
2016-01-11 20:00:00+00:00,55.75,543.0,56.0,1483.0,617.5
2016-01-11 21:00:00+00:00,31.0,1048.0,22.0,1102.0,436.0
2016-01-11 22:00:00+00:00,0.0,266.5,113.5,1183.0,534.5
2016-01-11 23:00:00+00:00,0.0,202.0,36.5,1098.0,47.0
2016-01-12 00:00:00+00:00,0.0,136.25,113.5,903.0,0.0
2016-01-12 01:00:00+00:00,0.0,54.25,263.0,837.0,0.0
2016-01-12 02:00:00+00:00,0.0,53.0,295.5,845.0,0.0
2016-01-12 03:00:00+00:00,0.0,42.25,291.5,818.0,0.0
2016-01-12 04:00:00+00:00,0.0,38.25,289.0,818.0,0.0
2016-01-12 05:00:00+00:00,0.0,316.5,284.0,837.0,0.0
2016-01-12 06:00:00+00:00,95.75,2616.5,142.0,822.0,43.5
2016-01-12 07:00:00+00:00,658.5,3768.75,51.5,866.0,505.0
2016-01-12 08:00:00+00:00,583.75,3203.75,16.0,879.0,409.5
2016-01-12 09:00:00+00:00,339.0,1642.5,15.5,1043.0,364.0
2016-01-12 10:00:00+00:00,244.0,1973.75,16.0,832.0,425.0
2016-01-12 11:00:00+00:00,32.5,807.75,16.0,812.0,514.5
2016-01-12 12:00:00+00:00,107.25,558.25,15.5,815.0,628.5
2016-01-12 13:00:00+00:00,54.5,807.0,16.0,836.0,642.5
2016-01-12 14:00:00+00:00,6.75,593.25,16.0,841.0,483.0
2016-01-12 15:00:00+00:00,145.5,935.5,16.0,826.0,354.5
2016-01-12 16:00:00+00:00,586.25,4331.25,16.5,889.0,662.5
2016-01-12 17:00:00+00:00,728.0,3585.5,93.0,1045.0,1087.0
2016-01-12 18:00:00+00:00,391.25,2228.0,93.5,1250.0,1153.0
2016-01-12 19:00:00+00:00,2.25,816.25,94.0,1276.0,409.5
2016-01-12 20:00:00+00:00,0.0,457.5,116.0,1465.0,366.5
2016-01-12 21:00:00+00:00,0.0,659.25,135.5,1454.0,533.0
2016-01-12 22:00:00+00:00,0.0,432.0,76.0,1442.0,578.0
2016-01-12 23:00:00+00:00,0.0,118.25,13.5,1326.0,99.5
2016-01-13 00:00:00+00:00,0.0,48.75,75.5,946.0,0.0
2016-01-13 01:00:00+00:00,0.0,218.5,112.5,962.0,0.0
2016-01-13 02:00:00+00:00,0.0,119.75,263.0,936.0,0.0
2016-01-13 03:00:00+00:00,0.0,247.5,292.0,932.0,0.0
2016-01-13 04:00:00+00:00,0.0,593.5,288.5,887.0,0.0
2016-01-13 05:00:00+00:00,0.0,554.5,285.0,922.0,20.0
2016-01-13 06:00:00+00:00,232.25,742.75,178.0,1128.0,42.5
2016-01-13 07:00:00+00:00,415.5,969.5,43.0,1308.0,461.0
2016-01-13 08:00:00+00:00,454.75,818.5,16.0,1280.0,446.0
2016-01-13 09:00:00+00:00,300.75,500.5,34.0,1313.0,454.0
2016-01-13 10:00:00+00:00,458.5,1343.25,53.0,1238.0,391.5
2016-01-13 11:00:00+00:00,567.25,971.25,65.0,1144.0,341.0
2016-01-13 12:00:00+00:00,577.5,705.0,16.0,1195.0,373.0
2016-01-13 13:00:00+00:00,332.75,741.0,16.0,1074.0,449.5
2016-01-13 14:00:00+00:00,373.5,985.0,17.5,1070.0,668.5
2016-01-13 15:00:00+00:00,382.0,1450.5,57.0,1147.0,500.0
2016-01-13 16:00:00+00:00,816.25,3203.0,57.5,1418.0,656.5
2016-01-13 17:00:00+00:00,1069.25,3091.0,134.0,1276.0,809.0
2016-01-13 18:00:00+00:00,668.0,1976.25,108.0,1111.0,460.5
2016-01-13 19:00:00+00:00,323.75,1117.25,93.5,1085.0,837.0
2016-01-13 20:00:00+00:00,205.25,626.75,57.5,917.0,485.0
2016-01-13 21:00:00+00:00,0.0,259.75,56.0,883.0,419.0
2016-01-13 22:00:00+00:00,0.0,264.75,38.5,926.0,543.5
2016-01-13 23:00:00+00:00,0.0,122.0,20.5,1017.0,49.0
2016-01-14 00:00:00+00:00,0.0,924.75,151.0,995.0,87.5
2016-01-14 01:00:00+00:00,0.0,245.75,224.0,972.0,0.0
2016-01-14 02:00:00+00:00,0.0,350.25,221.5,923.0,0.0
2016-01-14 03:00:00+00:00,0.0,176.5,220.5,776.0,0.0
2016-01-14 04:00:00+00:00,0.0,255.5,219.0,810.0,0.0
2016-01-14 05:00:00+00:00,370.0,786.0,216.0,965.0,0.0
2016-01-14 06:00:00+00:00,1090.75,2157.75,214.0,997.0,144.5
2016-01-14 07:00:00+00:00,1175.5,3576.25,142.5,1024.0,280.5
2016-01-14 08:00:00+00:00,729.0,1666.25,15.0,1212.0,349.5
2016-01-14 09:00:00+00:00,388.0,1208.75,15.0,1263.0,453.0
2016-01-14 10:00:00+00:00,392.75,516.5,20.0,1374.0,358.5
2016-01-14 11:00:00+00:00,163.5,808.25,54.5,1419.0,390.0
2016-01-14 12:00:00+00:00,324.75,607.0,55.5,1411.0,354.0
2016-01-14 13:00:00+00:00,380.0,912.0,38.0,1337.0,504.5
2016-01-14 14:00:00+00:00,720.5,1163.25,58.0,1285.0,346.5
2016-01-14 15:00:00+00:00,859.75,1656.25,59.5,1317.0,384.5
2016-01-14 16:00:00+00:00,1312.5,2873.0,39.5,1323.0,391.0
2016-01-14 17:00:00+00:00,652.5,2670.5,151.5,1317.0,1293.5
2016-01-14 18:00:00+00:00,647.5,1849.5,130.0,1251.0,1153.0
2016-01-14 19:00:00+00:00,379.0,425.5,56.5,1216.0,1097.0
2016-01-14 20:00:00+00:00,222.0,624.5,38.5,967.0,682.5
2016-01-14 21:00:00+00:00,32.75,613.25,16.5,1000.0,501.5
2016-01-14 22:00:00+00:00,0.0,449.5,15.5,1085.0,452.5
2016-01-14 23:00:00+00:00,0.0,65.25,15.0,961.0,54.5
2016-01-15 00:00:00+00:00,0.0,215.25,151.0,960.0,0.0
2016-01-15 01:00:00+00:00,0.0,161.5,224.5,971.0,0.0
2016-01-15 02:00:00+00:00,0.0,301.75,221.5,967.0,0.0
2016-01-15 03:00:00+00:00,0.0,295.5,220.5,905.0,0.0
2016-01-15 04:00:00+00:00,0.0,284.25,216.0,944.0,0.0
2016-01-15 05:00:00+00:00,94.5,814.75,214.0,1024.0,0.0
2016-01-15 06:00:00+00:00,842.25,2030.75,213.0,1054.0,40.0
2016-01-15 07:00:00+00:00,1667.75,3123.0,14.5,994.0,564.0
2016-01-15 08:00:00+00:00,1561.0,3691.25,15.0,1036.0,373.0
2016-01-15 09:00:00+00:00,1592.0,4243.0,18.5,1111.0,472.0
2016-01-15 10:00:00+00:00,1979.5,2915.5,18.5,1248.0,523.5
2016-01-15 11:00:00+00:00,1401.0,2783.0,16.0,1348.0,355.0
2016-01-15 12:00:00+00:00,1094.25,2079.0,16.0,1181.0,355.0
2016-01-15 13:00:00+00:00,954.5,1889.25,16.0,1182.0,422.0
2016-01-15 14:00:00+00:00,868.0,1407.25,16.0,989.0,440.5
2016-01-15 15:00:00+00:00,1642.0,2102.5,16.0,1036.0,509.5
2016-01-15 16:00:00+00:00,2228.75,4148.5,94.5,1003.0,359.0
2016-01-15 17:00:00+00:00,2205.5,2553.25,172.0,1023.0,911.5
2016-01-15 18:00:00+00:00,1596.75,1292.25,168.0,1001.0,777.5
2016-01-15 19:00:00+00:00,535.75,1003.25,171.5,944.0,498.5
2016-01-15 20:00:00+00:00,390.0,685.75,56.0,778.0,552.0
2016-01-15 21:00:00+00:00,317.75,414.25,16.5,777.0,467.5
2016-01-15 22:00:00+00:00,0.0,558.5,17.0,736.0,471.5
2016-01-15 23:00:00+00:00,19.0,443.75,15.5,481.0,41.5
2016-01-16 00:00:00+00:00,19.5,335.75,115.0,512.0,126.5
2016-01-16 01:00:00+00:00,0.0,207.0,224.0,493.0,45.5
2016-01-16 02:00:00+00:00,0.0,218.25,223.0,483.0,0.0
2016-01-16 03:00:00+00:00,0.0,95.0,221.5,612.0,0.0
2016-01-16 04:00:00+00:00,0.0,105.75,219.0,621.0,0.0
2016-01-16 05:00:00+00:00,0.0,162.0,215.5,667.0,0.0
2016-01-16 06:00:00+00:00,0.0,680.0,213.5,735.0,0.0
2016-01-16 07:00:00+00:00,93.75,447.0,112.5,641.0,128.5
