TimeStamp,at,dk,de,ie,pt,es,se,uk
2016-01-01 00:00:00+00:00,152.5,863.0,6293.75,683.5,1869.0,3333.0,2248.0,3998.0
2016-01-01 01:00:00+00:00,109.5,733.0,6313.0,707.0,2131.0,3698.0,2211.0,3544.0
2016-01-01 02:00:00+00:00,55.5,722.0,6431.0,793.0,2227.0,4324.0,2195.0,3151.5
2016-01-01 03:00:00+00:00,39.0,718.0,6352.25,791.5,2172.0,5112.0,2156.0,2930.0
2016-01-01 04:00:00+00:00,33.75,761.0,5737.0,793.5,2533.0,5711.0,2170.0,2760.0
2016-01-01 05:00:00+00:00,31.75,728.0,5245.0,838.0,2668.0,6120.0,2151.0,2590.0
2016-01-01 06:00:00+00:00,33.5,547.0,4672.0,1005.5,2904.0,6514.0,2140.0,2665.5
2016-01-01 07:00:00+00:00,32.0,434.0,3993.0,1058.5,3203.0,6942.0,2145.0,2742.5
2016-01-01 08:00:00+00:00,42.25,321.0,3290.25,1203.0,3241.0,6942.0,2244.0,3005.0
2016-01-01 09:00:00+00:00,49.75,233.0,2467.0,1312.5,3494.0,7689.0,2337.0,3295.5
2016-01-01 10:00:00+00:00,46.25,145.0,1656.25,1656.5,3712.0,8796.0,2260.0,3662.5
2016-01-01 11:00:00+00:00,49.75,84.0,1154.75,1648.5,3916.0,9597.0,2125.0,3984.5
2016-01-01 12:00:00+00:00,49.75,48.0,706.0,1826.0,4058.0,10382.0,2081.0,4013.0
2016-01-01 13:00:00+00:00,57.5,46.0,447.0,1885.0,4076.0,11170.0,2078.0,4426.5
2016-01-01 14:00:00+00:00,60.5,40.0,398.0,1937.5,4009.0,11281.0,2121.0,4911.5
2016-01-01 15:00:00+00:00,52.5,25.0,662.75,1963.5,3868.0,11683.0,2132.0,5273.0
2016-01-01 16:00:00+00:00,46.0,39.0,1293.5,1985.5,3786.0,11540.0,2122.0,5675.0
2016-01-01 17:00:00+00:00,43.75,61.0,2052.5,1982.5,3685.0,11469.0,2157.0,5891.5
2016-01-01 18:00:00+00:00,58.25,83.0,3105.25,1874.5,3191.0,11716.0,2254.0,5905.0
2016-01-01 19:00:00+00:00,110.25,133.0,3772.0,1763.5,2901.0,11613.0,2229.0,5469.0
2016-01-01 20:00:00+00:00,102.75,248.0,4501.5,1744.5,2954.0,11623.0,2169.0,5332.0
2016-01-01 21:00:00+00:00,49.5,407.0,4989.5,1710.0,2892.0,11825.0,2052.0,5096.5
2016-01-01 22:00:00+00:00,19.75,505.0,5506.75,1490.0,2680.0,11429.0,1995.0,4972.0
2016-01-01 23:00:00+00:00,14.5,551.0,5805.0,1266.0,2430.0,11465.0,1997.0,4857.5
2016-01-02 00:00:00+00:00,29.5,754.0,6602.5,1091.5,2217.0,10872.0,2036.0,4839.5
2016-01-02 01:00:00+00:00,50.5,1096.0,8205.5,852.0,2338.0,10737.0,2141.0,3803.0
2016-01-02 02:00:00+00:00,101.25,1477.0,9220.75,685.5,2560.0,10613.0,2218.0,2580.5
2016-01-02 03:00:00+00:00,147.75,1771.0,10669.25,569.0,2566.0,10314.0,2250.0,2425.0
2016-01-02 04:00:00+00:00,158.5,1956.0,11829.25,549.0,2461.0,11012.0,2328.0,5159.5
2016-01-02 05:00:00+00:00,146.5,2243.0,12668.5,633.0,2355.0,10849.0,2497.0,2222.5
2016-01-02 06:00:00+00:00,159.0,2464.0,13262.75,690.0,1992.0,10442.0,2592.0,4977.0
2016-01-02 07:00:00+00:00,207.25,2736.0,13783.25,724.5,1366.0,10438.0,2609.0,4729.5
2016-01-02 08:00:00+00:00,291.5,2789.0,14533.0,720.5,1171.0,10407.0,2590.0,4538.0
2016-01-02 09:00:00+00:00,407.75,2818.0,15116.5,802.5,800.0,10144.0,2590.0,4301.5
2016-01-02 10:00:00+00:00,448.75,2881.0,15497.5,843.0,518.0,10226.0,2527.0,4189.0
2016-01-02 11:00:00+00:00,532.0,2917.0,15563.25,858.0,374.0,10886.0,2440.0,4076.0
2016-01-02 12:00:00+00:00,600.75,2937.0,15638.25,887.0,342.0,11408.0,2339.0,3636.0
2016-01-02 13:00:00+00:00,605.5,2907.0,15778.75,878.5,428.0,11312.0,2315.0,3504.0
2016-01-02 14:00:00+00:00,652.5,2915.0,15984.5,829.0,526.0,10799.0,2254.0,3186.0
2016-01-02 15:00:00+00:00,647.5,2943.0,16443.75,674.0,533.0,9918.0,2269.0,3039.0
2016-01-02 16:00:00+00:00,667.0,2959.0,17182.5,468.5,588.0,8990.0,2308.0,3107.0
2016-01-02 17:00:00+00:00,741.25,2933.0,17489.0,322.5,766.0,8378.0,2312.0,3167.0
2016-01-02 18:00:00+00:00,726.0,2908.0,17382.0,256.0,839.0,8178.0,2258.0,3261.5
2016-01-02 19:00:00+00:00,811.75,2853.0,16963.0,254.0,983.0,7595.0,2206.0,2379.5
2016-01-02 20:00:00+00:00,818.75,2842.0,16477.5,325.5,1133.0,7167.0,2208.0,1312.5
2016-01-02 21:00:00+00:00,869.0,2826.0,15741.0,510.0,1403.0,7125.0,2126.0,1315.0
2016-01-02 22:00:00+00:00,884.0,2846.0,16050.75,701.5,1797.0,7575.0,2038.0,3385.0
2016-01-02 23:00:00+00:00,838.75,2863.0,16212.75,834.0,2122.0,8781.0,2001.0,3425.0
2016-01-03 00:00:00+00:00,788.5,2842.0,15900.75,1048.0,2386.0,9680.0,1842.0,3531.0
2016-01-03 01:00:00+00:00,679.5,2853.0,15918.75,1225.0,2593.0,10326.0,1734.0,3400.5
2016-01-03 02:00:00+00:00,678.5,2848.0,15755.25,1223.5,2675.0,10421.0,1694.0,3578.5
2016-01-03 03:00:00+00:00,615.0,2834.0,15599.25,1237.0,2726.0,10591.0,1644.0,3709.0
2016-01-03 04:00:00+00:00,467.0,2801.0,15630.0,1230.5,2888.0,10717.0,1559.0,3792.5
2016-01-03 05:00:00+00:00,488.25,2795.0,15756.0,1169.5,3008.0,10783.0,1441.0,3934.0
2016-01-03 06:00:00+00:00,466.25,2804.0,15520.0,1234.5,3095.0,11192.0,1327.0,4205.5
2016-01-03 07:00:00+00:00,422.75,2792.0,15075.5,1236.5,3249.0,11970.0,1255.0,4270.5
2016-01-03 08:00:00+00:00,362.0,2803.0,14537.0,1063.5,3277.0,12477.0,1205.0,4027.0
2016-01-03 09:00:00+00:00,314.0,2837.0,14026.75,1067.5,3267.0,12713.0,1194.0,4109.5
2016-01-03 10:00:00+00:00,248.75,2856.0,12984.25,1000.5,3336.0,13033.0,1222.0,4381.5
2016-01-03 11:00:00+00:00,286.75,2850.0,11910.0,957.0,3394.0,13863.0,1298.0,4719.5
2016-01-03 12:00:00+00:00,282.25,2830.0,11690.75,912.5,3505.0,14520.0,1263.0,4813.0
2016-01-03 13:00:00+00:00,309.5,2774.0,11726.75,779.5,3731.0,14893.0,1180.0,4792.0
2016-01-03 14:00:00+00:00,312.25,2721.0,12353.25,772.5,3888.0,15329.0,1199.0,4594.0
2016-01-03 15:00:00+00:00,331.0,2705.0,12815.0,691.0,3914.0,15304.0,1225.0,4514.5
2016-01-03 16:00:00+00:00,329.5,2728.0,13712.25,702.0,3979.0,15277.0,1293.0,4400.0
2016-01-03 17:00:00+00:00,423.25,2758.0,14758.75,743.5,3957.0,15287.0,1282.0,4516.0
2016-01-03 18:00:00+00:00,672.5,2727.0,15129.5,754.0,3997.0,15435.0,1323.0,4547.5
2016-01-03 19:00:00+00:00,948.25,2535.0,15213.0,695.0,3944.0,15193.0,1357.0,4343.0
2016-01-03 20:00:00+00:00,1200.0,2538.0,15047.25,685.5,3981.0,14988.0,1394.0,4177.5
2016-01-03 21:00:00+00:00,1368.5,2537.0,14394.25,626.5,3975.0,14910.0,1470.0,3929.0
2016-01-03 22:00:00+00:00,1418.0,2495.0,14165.75,566.5,3895.0,14897.0,1512.0,3700.0
2016-01-03 23:00:00+00:00,1432.75,2468.0,13821.0,558.0,3739.0,14789.0,1501.0,3369.0
2016-01-04 00:00:00+00:00,1513.0,2454.0,13092.25,455.0,3660.0,14023.0,1489.0,3207.5
2016-01-04 01:00:00+00:00,1616.75,2458.0,12443.25,487.0,3530.0,13314.0,1598.0,3108.5
2016-01-04 02:00:00+00:00,1706.0,2468.0,11812.0,499.5,3443.0,12663.0,1710.0,3120.0
2016-01-04 03:00:00+00:00,1785.25,2484.0,11017.5,500.5,3410.0,12198.0,1713.0,3288.5
2016-01-04 04:00:00+00:00,1842.25,2422.0,10563.5,551.0,3487.0,11540.0,1813.0,3381.0
2016-01-04 05:00:00+00:00,1760.0,2412.0,10655.0,539.0,3455.0,11543.0,1865.0,3289.0
2016-01-04 06:00:00+00:00,1732.75,2425.0,10438.0,456.0,3538.0,10585.0,1867.0,3231.0
2016-01-04 07:00:00+00:00,1609.5,2431.0,10208.5,420.0,3660.0,9912.0,1823.0,3155.5
2016-01-04 08:00:00+00:00,1497.0,2415.0,9547.75,357.5,3775.0,9652.0,1819.0,3234.5
2016-01-04 09:00:00+00:00,1525.5,2428.0,8797.25,294.0,3638.0,9129.0,1912.0,3428.5
2016-01-04 10:00:00+00:00,1429.25,2503.0,7915.25,214.5,3416.0,8641.0,2025.0,3606.5
2016-01-04 11:00:00+00:00,1332.75,2506.0,7510.5,149.5,3340.0,9207.0,2145.0,3782.5
2016-01-04 12:00:00+00:00,1246.5,2453.0,7107.25,149.0,3458.0,9305.0,2124.0,3847.5
2016-01-04 13:00:00+00:00,1107.25,2353.0,7079.75,213.5,3149.0,9335.0,2136.0,3984.0
2016-01-04 14:00:00+00:00,960.5,2210.0,7333.75,270.5,2906.0,9399.0,2242.0,4140.0
2016-01-04 15:00:00+00:00,789.5,2078.0,7623.0,330.5,2647.0,9464.0,2336.0,4308.5
2016-01-04 16:00:00+00:00,553.75,2044.0,8240.25,285.5,2742.0,9683.0,2406.0,4371.5
2016-01-04 17:00:00+00:00,386.25,2049.0,8422.25,286.5,2959.0,10220.0,2310.0,4538.0
2016-01-04 18:00:00+00:00,293.25,2080.0,8178.75,307.5,3088.0,10565.0,2216.0,4540.0
2016-01-04 19:00:00+00:00,257.0,2051.0,8003.5,331.5,3021.0,10718.0,2008.0,4568.5
2016-01-04 20:00:00+00:00,235.25,1971.0,7597.0,329.0,3147.0,10959.0,1849.0,4744.0
2016-01-04 21:00:00+00:00,216.75,1872.0,7289.0,338.5,3244.0,11442.0,1756.0,4346.5
2016-01-04 22:00:00+00:00,223.0,1822.0,6988.0,343.0,3414.0,11804.0,1739.0,3764.0
2016-01-04 23:00:00+00:00,210.25,1771.0,6841.25,325.5,3582.0,12045.0,1697.0,3435.0
2016-01-05 00:00:00+00:00,179.25,1777.0,6625.75,337.5,3653.0,11723.0,1605.0,3241.0
2016-01-05 01:00:00+00:00,159.75,1808.0,6519.5,358.0,3691.0,10976.0,1555.0,3197.5
2016-01-05 02:00:00+00:00,168.75,1796.0,6502.25,381.5,3783.0,10726.0,1545.0,3195.0
2016-01-05 03:00:00+00:00,158.25,1813.0,6568.0,444.5,3891.0,9613.0,1521.0,3428.0
2016-01-05 04:00:00+00:00,165.0,1838.0,6689.5,471.5,3832.0,9982.0,1480.0,3487.0
2016-01-05 05:00:00+00:00,180.25,1867.0,6686.5,511.0,3794.0,10047.0,1556.0,3293.0
2016-01-05 06:00:00+00:00,206.5,1817.0,6638.5,504.5,3573.0,9990.0,1587.0,3361.5
2016-01-05 07:00:00+00:00,177.75,1709.0,6563.25,505.5,3316.0,10368.0,1548.0,3411.0
2016-01-05 08:00:00+00:00,190.75,1644.0,6434.5,553.5,2868.0,10976.0,1518.0,3868.0
2016-01-05 09:00:00+00:00,205.75,1716.0,6203.0,635.5,2446.0,11291.0,1399.0,4031.0
2016-01-05 10:00:00+00:00,269.25,1879.0,5835.75,681.5,2216.0,12463.0,1324.0,3995.5
2016-01-05 11:00:00+00:00,215.25,1986.0,5566.25,793.0,2271.0,13524.0,1329.0,3793.5
2016-01-05 12:00:00+00:00,145.25,1947.0,5380.0,846.5,2257.0,13725.0,1284.0,3604.0
2016-01-05 13:00:00+00:00,93.0,1719.0,5448.0,943.5,2600.0,14220.0,1331.0,3400.0
2016-01-05 14:00:00+00:00,67.5,1473.0,5547.5,1017.5,2756.0,14244.0,1402.0,3199.5
2016-01-05 15:00:00+00:00,56.5,1326.0,5609.25,996.0,2881.0,14090.0,1477.0,3146.0
2016-01-05 16:00:00+00:00,66.5,1255.0,5848.75,938.0,2758.0,13591.0,1522.0,2885.0
2016-01-05 17:00:00+00:00,85.75,1298.0,6070.5,1058.0,2621.0,12766.0,1536.0,2682.5
2016-01-05 18:00:00+00:00,118.0,1238.0,5933.25,1042.0,2624.0,12876.0,1508.0,2550.5
2016-01-05 19:00:00+00:00,114.0,1200.0,5852.5,977.0,2591.0,13203.0,1429.0,2535.5
2016-01-05 20:00:00+00:00,114.5,1166.0,5650.0,796.5,2526.0,13307.0,1358.0,2621.5
2016-01-05 21:00:00+00:00,119.25,1096.0,5475.75,598.5,2438.0,13293.0,1339.0,2530.5
2016-01-05 22:00:00+00:00,113.25,1066.0,5478.0,507.5,2461.0,13271.0,1361.0,2630.0
2016-01-05 23:00:00+00:00,88.0,1007.0,5231.75,395.0,2324.0,13460.0,1378.0,2521.0
2016-01-06 00:00:00+00:00,68.75,900.0,5060.25,352.5,2232.0,13307.0,1364.0,2545.0
2016-01-06 01:00:00+00:00,64.0,839.0,4733.75,245.5,2110.0,13202.0,1287.0,2512.0
2016-01-06 02:00:00+00:00,58.25,842.0,4661.75,196.5,2085.0,12973.0,1302.0,2529.0
2016-01-06 03:00:00+00:00,58.0,818.0,4613.25,108.5,1992.0,13126.0,1334.0,2545.0
2016-01-06 04:00:00+00:00,59.5,793.0,4810.5,102.0,1959.0,13191.0,1321.0,2522.5
2016-01-06 05:00:00+00:00,40.0,804.0,4581.75,93.5,1665.0,13339.0,1260.0,2573.0
2016-01-06 06:00:00+00:00,38.0,794.0,4622.75,89.0,1672.0,13642.0,1160.0,2448.0
2016-01-06 07:00:00+00:00,32.0,793.0,4517.0,84.0,1926.0,13715.0,1077.0,2613.5
2016-01-06 08:00:00+00:00,13.75,765.0,4152.0,102.5,2251.0,13419.0,989.0,2803.5
2016-01-06 09:00:00+00:00,11.5,838.0,3988.5,231.5,2306.0,13678.0,904.0,2764.5
2016-01-06 10:00:00+00:00,13.25,1550.0,3697.5,407.0,2413.0,14240.0,736.0,2827.0
2016-01-06 11:00:00+00:00,10.25,893.0,3093.75,750.5,2796.0,14901.0,685.0,3016.5
2016-01-06 12:00:00+00:00,6.25,972.0,2798.25,999.0,3199.0,15203.0,694.0,3348.5
2016-01-06 13:00:00+00:00,8.5,1000.0,2593.25,1289.5,3477.0,15127.0,744.0,3691.5
2016-01-06 14:00:00+00:00,10.25,1001.0,2732.0,1422.0,3523.0,14913.0,856.0,3947.0
2016-01-06 15:00:00+00:00,7.25,998.0,2966.0,1601.0,3651.0,14363.0,1004.0,4200.5
2016-01-06 16:00:00+00:00,16.0,1037.0,3412.25,1811.5,3715.0,14019.0,1088.0,4508.0
2016-01-06 17:00:00+00:00,31.75,1078.0,3666.5,1914.0,3676.0,13645.0,1089.0,4671.5
2016-01-06 18:00:00+00:00,32.0,1069.0,3845.75,1984.5,3651.0,13902.0,1078.0,4937.0
2016-01-06 19:00:00+00:00,50.0,1112.0,3980.25,1881.5,3774.0,14007.0,1038.0,5064.5
2016-01-06 20:00:00+00:00,62.0,1075.0,3815.25,1608.5,3861.0,14002.0,996.0,5264.5
2016-01-06 21:00:00+00:00,84.25,1080.0,3842.75,1644.5,3921.0,14147.0,991.0,5357.5
2016-01-06 22:00:00+00:00,111.25,989.0,3724.5,1503.5,3935.0,13981.0,993.0,4961.5
2016-01-06 23:00:00+00:00,144.25,914.0,3815.0,1435.5,3881.0,13896.0,1002.0,4850.0
2016-01-07 00:00:00+00:00,148.5,840.0,3920.5,1331.0,3858.0,13566.0,1085.0,4775.5
2016-01-07 01:00:00+00:00,149.5,931.0,4083.5,1271.5,3829.0,12624.0,1122.0,4588.0
2016-01-07 02:00:00+00:00,156.25,978.0,4327.25,1397.5,3811.0,12284.0,1096.0,4759.5
2016-01-07 03:00:00+00:00,157.25,985.0,4396.25,1275.5,3830.0,11915.0,1092.0,4950.5
2016-01-07 04:00:00+00:00,220.25,1060.0,4393.25,1351.5,3776.0,12670.0,1071.0,5013.0
2016-01-07 05:00:00+00:00,284.25,1111.0,4890.25,1391.5,3766.0,13611.0,991.0,4865.0
2016-01-07 06:00:00+00:00,296.75,1180.0,5698.5,1280.0,3780.0,14070.0,911.0,4597.5
2016-01-07 07:00:00+00:00,296.25,1323.0,6462.75,1279.0,3766.0,14391.0,859.0,5139.5
2016-01-07 08:00:00+00:00,307.0,1533.0,7764.75,1214.5,3691.0,14395.0,883.0,5466.5
2016-01-07 09:00:00+00:00,369.5,1728.0,8293.0,1177.0,3618.0,14372.0,938.0,5169.0
2016-01-07 10:00:00+00:00,378.5,1946.0,8194.0,1110.0,3674.0,14360.0,1037.0,4739.0
2016-01-07 11:00:00+00:00,425.0,2014.0,8269.5,1162.0,3633.0,14261.0,1050.0,4437.5
2016-01-07 12:00:00+00:00,407.5,1930.0,8684.75,1104.5,3667.0,14099.0,1075.0,4781.5
2016-01-07 13:00:00+00:00,239.25,1980.0,9726.5,1011.0,3686.0,14035.0,1147.0,4662.5
2016-01-07 14:00:00+00:00,273.5,2091.0,11157.75,915.5,3659.0,13688.0,1278.0,4860.5
2016-01-07 15:00:00+00:00,256.0,2273.0,12416.75,830.5,3562.0,13392.0,1399.0,5141.5
2016-01-07 16:00:00+00:00,276.0,2446.0,13423.5,722.5,3553.0,13426.0,1528.0,4843.5
2016-01-07 17:00:00+00:00,192.75,2537.0,14903.0,667.5,3495.0,13342.0,1655.0,4611.0
2016-01-07 18:00:00+00:00,103.5,2423.0,15845.25,725.5,3589.0,13542.0,1836.0,4454.0
2016-01-07 19:00:00+00:00,69.5,2340.0,16934.25,825.5,3658.0,13830.0,1974.0,4382.0
2016-01-07 20:00:00+00:00,54.75,2399.0,18055.75,892.5,3497.0,13718.0,1958.0,4155.5
2016-01-07 21:00:00+00:00,72.0,2412.0,18692.25,868.5,3543.0,13837.0,1969.0,3898.0
2016-01-07 22:00:00+00:00,79.25,2461.0,19038.25,796.5,3542.0,13641.0,2049.0,3667.0
2016-01-07 23:00:00+00:00,104.25,2524.0,19814.25,680.0,3488.0,12859.0,2179.0,3196.5
2016-01-08 00:00:00+00:00,75.75,2547.0,20468.0,563.0,3511.0,12879.0,2204.0,2664.0
2016-01-08 01:00:00+00:00,71.25,2492.0,20820.75,439.0,3593.0,12858.0,2295.0,2191.5
2016-01-08 02:00:00+00:00,104.75,2424.0,21151.75,307.5,3602.0,12116.0,2366.0,1876.0
2016-01-08 03:00:00+00:00,152.5,2330.0,21511.5,234.5,3607.0,11330.0,2381.0,1455.5
2016-01-08 04:00:00+00:00,164.75,2235.0,22226.0,264.0,3557.0,10704.0,2430.0,1343.0
2016-01-08 05:00:00+00:00,339.0,1961.0,23292.0,296.0,3596.0,10444.0,2417.0,1308.0
2016-01-08 06:00:00+00:00,407.5,1893.0,23587.75,345.5,3709.0,10200.0,2435.0,1241.5
2016-01-08 07:00:00+00:00,282.0,1722.0,23947.0,383.0,3759.0,9879.0,2468.0,1152.0
2016-01-08 08:00:00+00:00,302.0,1581.0,23574.75,363.5,3638.0,10241.0,2367.0,1283.5
2016-01-08 09:00:00+00:00,422.75,1513.0,22972.0,434.5,3578.0,10463.0,2242.0,1415.5
2016-01-08 10:00:00+00:00,407.0,1384.0,22667.25,417.5,3699.0,10615.0,2082.0,1471.5
2016-01-08 11:00:00+00:00,295.0,1260.0,21375.0,359.0,3767.0,10827.0,1970.0,1600.5
2016-01-08 12:00:00+00:00,292.0,1069.0,19450.25,352.0,3724.0,11734.0,1960.0,1785.5
2016-01-08 13:00:00+00:00,267.5,820.0,17252.25,327.0,3436.0,12514.0,1935.0,1755.5
2016-01-08 14:00:00+00:00,269.25,643.0,15394.75,258.5,2756.0,12011.0,1873.0,1601.0
2016-01-08 15:00:00+00:00,254.75,519.0,15151.25,251.5,2087.0,11351.0,1820.0,1384.0
2016-01-08 16:00:00+00:00,222.25,410.0,14605.75,245.0,1643.0,10541.0,1699.0,1328.0
2016-01-08 17:00:00+00:00,218.5,337.0,13393.5,232.5,1292.0,10246.0,1571.0,1263.5
2016-01-08 18:00:00+00:00,172.5,265.0,12391.75,223.0,939.0,9737.0,1404.0,1169.5
2016-01-08 19:00:00+00:00,204.5,199.0,11230.0,193.5,813.0,9539.0,1248.0,1063.5
2016-01-08 20:00:00+00:00,267.25,168.0,9940.75,173.0,1092.0,9123.0,1124.0,1119.0
2016-01-08 21:00:00+00:00,408.75,135.0,8687.25,124.5,1519.0,9143.0,1033.0,1022.5
2016-01-08 22:00:00+00:00,430.0,156.0,7718.5,148.0,1641.0,9718.0,965.0,957.5
2016-01-08 23:00:00+00:00,483.25,192.0,6484.0,166.5,1669.0,9818.0,943.0,931.5
2016-01-09 00:00:00+00:00,542.25,215.0,5926.25,242.5,1799.0,9885.0,923.0,950.0
2016-01-09 01:00:00+00:00,532.25,251.0,5601.0,255.0,1693.0,9647.0,901.0,942.5
2016-01-09 02:00:00+00:00,484.75,317.0,5466.5,305.5,1748.0,9541.0,898.0,988.0
2016-01-09 03:00:00+00:00,401.5,415.0,5782.5,436.5,1699.0,9549.0,826.0,1045.5
2016-01-09 04:00:00+00:00,271.75,505.0,5460.0,530.5,1792.0,9315.0,811.0,1089.5
2016-01-09 05:00:00+00:00,222.0,582.0,5705.5,621.5,1961.0,9159.0,785.0,1255.0
2016-01-09 06:00:00+00:00,134.0,618.0,6017.25,616.5,2168.0,9268.0,772.0,1393.0
2016-01-09 07:00:00+00:00,125.0,630.0,6378.5,595.5,2477.0,9845.0,753.0,1565.0
2016-01-09 08:00:00+00:00,139.5,671.0,6611.0,549.0,2779.0,9846.0,782.0,1824.5
2016-01-09 09:00:00+00:00,90.5,700.0,6365.25,500.0,3224.0,10116.0,808.0,1967.0
2016-01-09 10:00:00+00:00,97.75,680.0,5087.25,395.0,3455.0,10766.0,831.0,2120.0
2016-01-09 11:00:00+00:00,75.25,549.0,4155.25,284.0,3709.0,11849.0,875.0,2183.0
2016-01-09 12:00:00+00:00,74.0,523.0,3798.25,198.5,3899.0,13315.0,888.0,2259.5
2016-01-09 13:00:00+00:00,131.0,517.0,3809.75,132.5,3917.0,14041.0,941.0,2338.5
2016-01-09 14:00:00+00:00,169.5,527.0,4835.25,102.0,3918.0,14105.0,1009.0,2342.5
2016-01-09 15:00:00+00:00,212.25,534.0,6827.75,86.5,3821.0,14401.0,1097.0,2260.0
2016-01-09 16:00:00+00:00,185.25,560.0,8402.5,65.5,3903.0,14443.0,1191.0,2370.5
2016-01-09 17:00:00+00:00,182.0,552.0,9268.0,97.0,3867.0,14073.0,1311.0,2502.0
2016-01-09 18:00:00+00:00,153.5,560.0,9920.25,78.5,3913.0,14223.0,1364.0,2499.5
2016-01-09 19:00:00+00:00,135.5,571.0,10020.5,109.5,3915.0,14535.0,1413.0,2291.5
2016-01-09 20:00:00+00:00,126.5,591.0,10030.25,205.5,3949.0,14739.0,1430.0,2383.5
2016-01-09 21:00:00+00:00,109.25,648.0,10305.25,302.5,3869.0,15031.0,1428.0,2886.0
2016-01-09 22:00:00+00:00,90.75,780.0,10529.0,297.5,3785.0,14840.0,1477.0,3302.0
2016-01-09 23:00:00+00:00,57.0,920.0,10778.25,454.5,3947.0,14244.0,1562.0,3355.5
2016-01-10 00:00:00+00:00,54.25,1041.0,11094.5,570.0,4042.0,13326.0,1663.0,4005.5
2016-01-10 01:00:00+00:00,80.5,1140.0,11706.0,665.0,4024.0,11899.0,1735.0,4040.0
2016-01-10 02:00:00+00:00,45.25,1253.0,12412.5,653.5,3953.0,11020.0,1823.0,4112.0
2016-01-10 03:00:00+00:00,18.25,1383.0,12480.75,652.0,3850.0,10805.0,1901.0,4172.0
2016-01-10 04:00:00+00:00,28.25,1576.0,13011.25,657.0,3737.0,10677.0,1980.0,4090.5
2016-01-10 05:00:00+00:00,37.75,1782.0,13899.25,627.5,3729.0,10579.0,2079.0,3747.0
2016-01-10 06:00:00+00:00,44.5,1994.0,14487.0,635.0,3787.0,10825.0,2141.0,3671.5
2016-01-10 07:00:00+00:00,34.5,2132.0,14442.75,588.0,3906.0,11345.0,2226.0,3546.5
2016-01-10 08:00:00+00:00,38.25,2144.0,14167.25,569.0,3919.0,11942.0,2313.0,3561.0
2016-01-10 09:00:00+00:00,15.0,2153.0,13924.0,613.5,3943.0,13336.0,2444.0,3662.5
2016-01-10 10:00:00+00:00,9.75,2043.0,13611.25,576.0,3923.0,14076.0,2607.0,3892.5
2016-01-10 11:00:00+00:00,37.75,1793.0,12689.0,699.0,4097.0,14728.0,2645.0,4071.0
2016-01-10 12:00:00+00:00,36.5,1453.0,11813.75,776.5,4093.0,14361.0,2624.0,4217.5
2016-01-10 13:00:00+00:00,32.25,1124.0,11011.5,754.5,3926.0,14451.0,2724.0,4248.0
2016-01-10 14:00:00+00:00,41.75,966.0,10095.25,739.0,3916.0,13160.0,2869.0,4325.5
2016-01-10 15:00:00+00:00,51.25,874.0,10394.5,685.5,3795.0,13027.0,2981.0,4214.0
2016-01-10 16:00:00+00:00,51.25,775.0,11100.0,670.0,3563.0,12954.0,2872.0,3847.5
2016-01-10 17:00:00+00:00,56.25,672.0,11517.0,801.0,3314.0,13351.0,2627.0,3670.0
2016-01-10 18:00:00+00:00,136.0,621.0,12039.75,811.0,3545.0,13871.0,2387.0,3589.5
2016-01-10 19:00:00+00:00,208.0,615.0,11650.0,811.5,3709.0,13829.0,2250.0,3505.5
2016-01-10 20:00:00+00:00,247.0,602.0,10660.25,846.0,3797.0,13909.0,2154.0,3522.5
2016-01-10 21:00:00+00:00,302.5,575.0,9797.5,822.5,3998.0,13930.0,2074.0,3513.5
2016-01-10 22:00:00+00:00,302.5,564.0,9422.0,731.5,4013.0,13367.0,2028.0,3417.5
2016-01-10 23:00:00+00:00,275.0,554.0,8967.0,628.5,3967.0,11691.0,1968.0,3275.0
2016-01-11 00:00:00+00:00,204.75,497.0,8490.0,544.0,3922.0,10942.0,1889.0,3149.5
2016-01-11 01:00:00+00:00,119.0,464.0,7864.0,438.0,3911.0,10685.0,1848.0,3132.5
2016-01-11 02:00:00+00:00,79.25,416.0,6794.75,296.0,3880.0,9965.0,1690.0,2600.0
2016-01-11 03:00:00+00:00,62.5,362.0,6038.0,239.0,3736.0,9624.0,1681.0,2403.5
2016-01-11 04:00:00+00:00,57.5,321.0,5282.5,186.5,3719.0,9410.0,1723.0,2065.5
2016-01-11 05:00:00+00:00,103.5,325.0,5076.25,205.0,3686.0,11298.0,1617.0,1958.5
2016-01-11 06:00:00+00:00,134.75,324.0,5339.5,294.0,3590.0,14298.0,1597.0,1677.5
2016-01-11 07:00:00+00:00,235.75,296.0,5885.75,345.5,3475.0,14999.0,1526.0,1493.5
2016-01-11 08:00:00+00:00,271.75,276.0,6138.0,361.5,3256.0,14989.0,1453.0,1412.5
2016-01-11 09:00:00+00:00,377.0,273.0,6155.5,527.0,3016.0,15315.0,1347.0,1304.5
2016-01-11 10:00:00+00:00,467.5,245.0,5921.5,791.5,2920.0,15931.0,1296.0,1189.0
2016-01-11 11:00:00+00:00,512.5,184.0,5302.5,904.0,3060.0,17021.0,1217.0,1163.5
2016-01-11 12:00:00+00:00,475.75,147.0,5056.0,1032.0,3058.0,17321.0,1124.0,1207.5
2016-01-11 13:00:00+00:00,404.5,148.0,5494.5,1148.0,3078.0,17077.0,1059.0,1304.5
2016-01-11 14:00:00+00:00,289.5,152.0,6482.0,1282.5,3158.0,16248.0,1031.0,1558.5
