TimeStamp,at,de,ie,pt,es,uk
2016-01-01 00:00:00+00:00,1192.0,970.5,185.5,577.0,682.0,756.5
2016-01-01 01:00:00+00:00,1196.5,967.75,188.0,374.0,660.0,644.5
2016-01-01 02:00:00+00:00,1203.75,954.5,186.5,371.0,651.0,642.5
2016-01-01 03:00:00+00:00,1214.25,949.0,173.5,311.0,626.0,712.0
2016-01-01 04:00:00+00:00,1225.25,941.5,174.0,237.0,616.0,927.0
2016-01-01 05:00:00+00:00,1235.5,936.5,172.0,401.0,618.0,960.0
2016-01-01 06:00:00+00:00,1266.75,941.5,172.0,499.0,621.0,925.5
2016-01-01 07:00:00+00:00,1233.25,957.75,173.0,438.0,626.0,1016.0
2016-01-01 08:00:00+00:00,1309.0,1011.0,187.0,559.0,615.0,959.0
2016-01-01 09:00:00+00:00,1292.25,1002.5,187.5,630.0,616.0,932.0
2016-01-01 10:00:00+00:00,1357.5,993.25,187.0,629.0,629.0,687.5
2016-01-01 11:00:00+00:00,1392.25,993.0,187.0,668.0,615.0,904.0
2016-01-01 12:00:00+00:00,1339.5,1004.5,185.0,579.0,623.0,991.5
2016-01-01 13:00:00+00:00,1320.5,1023.5,183.0,528.0,632.0,1028.0
2016-01-01 14:00:00+00:00,1332.0,1039.75,182.0,518.0,544.0,957.5
2016-01-01 15:00:00+00:00,1528.0,1034.25,180.0,601.0,547.0,780.0
2016-01-01 16:00:00+00:00,1658.0,1026.0,179.5,564.0,596.0,696.5
2016-01-01 17:00:00+00:00,1736.25,1021.75,169.5,677.0,693.0,719.0
2016-01-01 18:00:00+00:00,1673.0,1005.0,166.5,641.0,716.0,743.0
2016-01-01 19:00:00+00:00,1624.25,969.25,165.5,544.0,726.0,726.5
2016-01-01 20:00:00+00:00,1428.0,971.75,163.5,525.0,694.0,725.5
2016-01-01 21:00:00+00:00,1260.75,972.5,166.5,638.0,684.0,714.0
2016-01-01 22:00:00+00:00,1179.75,973.25,180.0,659.0,677.0,720.5
2016-01-01 23:00:00+00:00,1142.0,968.0,184.0,682.0,630.0,712.0
2016-01-02 00:00:00+00:00,1167.25,970.75,186.0,550.0,582.0,694.0
2016-01-02 01:00:00+00:00,1178.75,970.0,183.5,475.0,584.0,692.0
2016-01-02 02:00:00+00:00,1174.5,964.0,185.0,401.0,584.0,678.5
2016-01-02 03:00:00+00:00,1187.25,970.5,186.0,482.0,585.0,660.0
2016-01-02 04:00:00+00:00,1170.5,970.25,185.0,467.0,584.0,648.5
2016-01-02 05:00:00+00:00,1232.75,966.5,184.0,453.0,585.0,648.0
2016-01-02 06:00:00+00:00,1260.0,966.5,186.0,641.0,654.0,649.5
2016-01-02 07:00:00+00:00,1283.5,1003.75,182.5,632.0,687.0,652.0
2016-01-02 08:00:00+00:00,1321.25,1010.5,185.5,671.0,691.0,654.0
2016-01-02 09:00:00+00:00,1347.0,1012.25,183.0,898.0,698.0,663.0
2016-01-02 10:00:00+00:00,1318.0,1016.5,185.0,872.0,712.0,727.0
2016-01-02 11:00:00+00:00,1377.25,1012.25,182.5,784.0,699.0,1013.0
2016-01-02 12:00:00+00:00,1323.25,1013.5,175.0,994.0,677.0,1055.5
2016-01-02 13:00:00+00:00,1353.5,1017.75,168.5,855.0,587.0,1058.0
2016-01-02 14:00:00+00:00,1370.25,1014.75,168.0,658.0,586.0,1061.5
2016-01-02 15:00:00+00:00,1494.5,1019.5,176.0,686.0,653.0,1063.0
2016-01-02 16:00:00+00:00,1572.0,984.25,184.5,669.0,697.0,1065.5
2016-01-02 17:00:00+00:00,1620.5,986.75,184.0,828.0,723.0,1076.5
2016-01-02 18:00:00+00:00,1624.25,985.0,183.5,810.0,747.0,1056.0
2016-01-02 19:00:00+00:00,1538.5,986.25,185.5,900.0,763.0,1040.5
2016-01-02 20:00:00+00:00,1474.0,996.0,182.0,938.0,745.0,1098.0
2016-01-02 21:00:00+00:00,1418.25,1017.5,181.5,851.0,638.0,794.5
2016-01-02 22:00:00+00:00,1354.0,1029.75,184.5,761.0,603.0,795.0
2016-01-02 23:00:00+00:00,1328.5,1021.75,182.5,671.0,581.0,734.5
2016-01-03 00:00:00+00:00,1336.0,1011.25,180.5,438.0,550.0,731.0
2016-01-03 01:00:00+00:00,1356.5,1001.0,183.5,428.0,534.0,685.5
2016-01-03 02:00:00+00:00,1303.25,998.0,183.5,362.0,533.0,673.5
2016-01-03 03:00:00+00:00,1311.25,997.75,182.5,466.0,530.0,672.5
2016-01-03 04:00:00+00:00,1336.0,999.5,185.0,456.0,529.0,659.0
2016-01-03 05:00:00+00:00,1373.25,990.5,186.0,536.0,535.0,659.0
2016-01-03 06:00:00+00:00,1416.25,1008.0,185.0,592.0,550.0,661.0
2016-01-03 07:00:00+00:00,1424.5,1052.25,183.0,493.0,564.0,677.5
2016-01-03 08:00:00+00:00,1380.25,1059.75,185.5,563.0,574.0,681.0
2016-01-03 09:00:00+00:00,1448.0,1058.75,183.0,594.0,585.0,696.5
2016-01-03 10:00:00+00:00,1463.0,1070.0,180.5,784.0,588.0,699.0
2016-01-03 11:00:00+00:00,1460.25,1060.75,184.0,766.0,600.0,732.5
2016-01-03 12:00:00+00:00,1446.0,1065.25,184.5,796.0,692.0,728.5
2016-01-03 13:00:00+00:00,1430.0,1068.5,183.0,570.0,658.0,732.5
2016-01-03 14:00:00+00:00,1420.5,1069.5,182.5,531.0,675.0,728.0
2016-01-03 15:00:00+00:00,1487.25,1073.5,182.5,629.0,693.0,728.5
2016-01-03 16:00:00+00:00,1498.5,1042.75,184.5,571.0,725.0,765.0
2016-01-03 17:00:00+00:00,1613.75,1030.5,184.0,672.0,757.0,827.0
2016-01-03 18:00:00+00:00,1605.75,1028.25,183.0,697.0,788.0,750.5
2016-01-03 19:00:00+00:00,1539.25,1038.5,183.5,675.0,794.0,750.5
2016-01-03 20:00:00+00:00,1531.75,1052.5,160.5,775.0,781.0,767.0
2016-01-03 21:00:00+00:00,1535.75,1055.5,161.5,772.0,769.0,782.5
2016-01-03 22:00:00+00:00,1437.0,1056.25,160.5,686.0,749.0,784.0
2016-01-03 23:00:00+00:00,1531.0,1077.5,160.0,818.0,734.0,719.5
2016-01-04 00:00:00+00:00,1508.25,1071.75,160.5,590.0,738.0,710.0
2016-01-04 01:00:00+00:00,1500.75,1075.75,160.0,436.0,751.0,689.5
2016-01-04 02:00:00+00:00,1466.75,1073.0,159.0,403.0,752.0,689.0
2016-01-04 03:00:00+00:00,1396.25,1092.75,161.5,397.0,747.0,690.5
2016-01-04 04:00:00+00:00,1342.5,1107.75,161.0,463.0,750.0,690.5
2016-01-04 05:00:00+00:00,1513.5,1093.5,160.5,608.0,759.0,689.0
2016-01-04 06:00:00+00:00,1621.0,1097.0,160.0,912.0,764.0,688.0
2016-01-04 07:00:00+00:00,1684.5,1102.75,160.0,874.0,792.0,780.0
2016-01-04 08:00:00+00:00,1634.25,1139.25,167.0,791.0,821.0,786.0
2016-01-04 09:00:00+00:00,1594.25,1174.5,175.5,899.0,876.0,816.0
2016-01-04 10:00:00+00:00,1579.0,1205.75,169.5,1023.0,914.0,814.5
2016-01-04 11:00:00+00:00,1573.0,1229.5,161.0,1163.0,918.0,776.5
2016-01-04 12:00:00+00:00,1573.25,1242.25,161.0,1171.0,925.0,760.0
2016-01-04 13:00:00+00:00,1602.5,1251.0,159.5,1218.0,931.0,789.5
2016-01-04 14:00:00+00:00,1611.5,1238.5,161.0,1179.0,927.0,829.5
2016-01-04 15:00:00+00:00,1731.25,1236.0,162.0,1176.0,938.0,825.5
2016-01-04 16:00:00+00:00,1807.25,1255.25,163.5,1079.0,948.0,897.0
2016-01-04 17:00:00+00:00,1841.0,1229.0,161.5,1186.0,963.0,944.5
2016-01-04 18:00:00+00:00,1683.25,1238.75,161.0,1356.0,963.0,872.5
2016-01-04 19:00:00+00:00,1594.5,1226.75,159.5,1379.0,953.0,825.0
2016-01-04 20:00:00+00:00,1534.75,1222.25,160.5,1187.0,957.0,824.5
2016-01-04 21:00:00+00:00,1444.0,1234.0,161.5,1013.0,942.0,813.0
2016-01-04 22:00:00+00:00,1359.25,1246.25,162.0,1382.0,934.0,780.0
2016-01-04 23:00:00+00:00,1347.25,1268.5,162.0,1561.0,923.0,806.5
2016-01-05 00:00:00+00:00,1333.5,1287.25,162.0,956.0,914.0,774.0
2016-01-05 01:00:00+00:00,1318.5,1293.0,162.0,775.0,921.0,735.0
2016-01-05 02:00:00+00:00,1328.0,1300.25,161.5,716.0,925.0,740.0
2016-01-05 03:00:00+00:00,1332.75,1311.5,162.0,845.0,929.0,708.0
2016-01-05 04:00:00+00:00,1339.75,1297.25,162.5,970.0,935.0,709.5
2016-01-05 05:00:00+00:00,1482.5,1256.5,162.0,997.0,939.0,709.0
2016-01-05 06:00:00+00:00,1644.5,1168.75,162.0,1194.0,944.0,702.0
2016-01-05 07:00:00+00:00,1740.25,1175.0,161.0,1674.0,970.0,776.5
2016-01-05 08:00:00+00:00,1790.0,1178.0,160.5,1653.0,1006.0,773.5
2016-01-05 09:00:00+00:00,1650.75,1184.25,162.0,1630.0,1014.0,810.0
2016-01-05 10:00:00+00:00,1584.75,1184.25,163.0,1583.0,1003.0,808.5
2016-01-05 11:00:00+00:00,1612.0,1186.0,161.0,1573.0,1002.0,897.5
2016-01-05 12:00:00+00:00,1544.0,1182.75,169.5,1415.0,984.0,883.5
2016-01-05 13:00:00+00:00,1569.5,1171.25,175.5,1300.0,988.0,916.0
2016-01-05 14:00:00+00:00,1530.25,1163.0,168.5,1258.0,992.0,938.5
2016-01-05 15:00:00+00:00,1674.0,1162.5,163.0,1311.0,1005.0,924.5
2016-01-05 16:00:00+00:00,1771.5,1164.75,163.5,1163.0,1025.0,973.0
2016-01-05 17:00:00+00:00,1845.25,1161.0,162.5,1369.0,1058.0,1024.0
2016-01-05 18:00:00+00:00,1833.5,1159.75,161.5,1395.0,1063.0,1024.0
2016-01-05 19:00:00+00:00,1718.5,1151.5,177.0,1567.0,1024.0,1023.5
2016-01-05 20:00:00+00:00,1573.25,1163.5,171.5,1493.0,1000.0,1022.0
2016-01-05 21:00:00+00:00,1491.0,1166.75,162.0,1301.0,988.0,1021.0
2016-01-05 22:00:00+00:00,1426.5,1165.5,161.0,1262.0,969.0,818.5
2016-01-05 23:00:00+00:00,1412.0,1167.25,163.0,1207.0,940.0,781.5
2016-01-06 00:00:00+00:00,1348.0,1151.25,161.5,1282.0,930.0,754.5
2016-01-06 01:00:00+00:00,1343.25,1145.0,163.5,980.0,929.0,716.5
2016-01-06 02:00:00+00:00,1379.0,1132.25,162.0,1056.0,930.0,708.5
2016-01-06 03:00:00+00:00,1369.75,1129.25,161.5,1062.0,929.0,632.0
2016-01-06 04:00:00+00:00,1353.5,1114.75,160.5,1055.0,926.0,699.0
2016-01-06 05:00:00+00:00,1423.5,1106.25,161.0,1148.0,918.0,664.5
2016-01-06 06:00:00+00:00,1528.5,1107.0,161.0,883.0,920.0,601.0
2016-01-06 07:00:00+00:00,1548.75,1119.75,160.5,828.0,930.0,849.5
2016-01-06 08:00:00+00:00,1531.25,1122.5,159.5,871.0,951.0,874.0
2016-01-06 09:00:00+00:00,1551.75,1132.75,159.5,941.0,952.0,893.0
2016-01-06 10:00:00+00:00,1562.5,1142.25,167.0,851.0,949.0,887.5
2016-01-06 11:00:00+00:00,1528.5,1150.25,168.5,926.0,944.0,846.5
2016-01-06 12:00:00+00:00,1505.75,1141.0,153.0,931.0,941.0,734.0
2016-01-06 13:00:00+00:00,1505.5,1140.0,149.0,940.0,942.0,805.5
2016-01-06 14:00:00+00:00,1574.25,1144.75,145.5,849.0,937.0,822.0
2016-01-06 15:00:00+00:00,1665.75,1148.0,137.0,892.0,936.0,863.5
2016-01-06 16:00:00+00:00,1759.75,1131.0,140.5,933.0,942.0,877.5
2016-01-06 17:00:00+00:00,1844.5,1115.5,140.5,940.0,941.0,911.5
2016-01-06 18:00:00+00:00,1759.75,1122.75,140.5,1049.0,955.0,826.0
2016-01-06 19:00:00+00:00,1620.0,1106.75,142.5,1061.0,983.0,749.5
2016-01-06 20:00:00+00:00,1495.0,1104.75,141.5,955.0,935.0,709.5
2016-01-06 21:00:00+00:00,1413.5,1093.75,131.5,754.0,966.0,646.0
2016-01-06 22:00:00+00:00,1406.75,1088.75,121.0,861.0,949.0,569.5
2016-01-06 23:00:00+00:00,1308.25,1089.5,132.5,902.0,936.0,524.5
2016-01-07 00:00:00+00:00,1334.5,1092.0,137.0,1172.0,919.0,507.5
2016-01-07 01:00:00+00:00,1309.75,1095.5,135.5,1132.0,908.0,507.5
2016-01-07 02:00:00+00:00,1305.25,1098.5,126.5,1067.0,902.0,508.0
2016-01-07 03:00:00+00:00,1313.25,1096.0,123.0,821.0,903.0,507.0
2016-01-07 04:00:00+00:00,1287.75,1092.0,122.0,805.0,900.0,507.5
2016-01-07 05:00:00+00:00,1416.75,1086.75,120.0,794.0,909.0,506.0
2016-01-07 06:00:00+00:00,1545.0,1079.0,121.5,962.0,916.0,505.5
2016-01-07 07:00:00+00:00,1500.0,1096.75,125.0,1025.0,914.0,544.0
2016-01-07 08:00:00+00:00,1553.25,1100.25,144.0,1265.0,924.0,632.0
2016-01-07 09:00:00+00:00,1474.75,1107.75,155.5,1292.0,939.0,754.5
2016-01-07 10:00:00+00:00,1470.5,1113.5,179.5,1311.0,940.0,803.5
2016-01-07 11:00:00+00:00,1458.0,1106.0,182.0,1250.0,919.0,819.5
2016-01-07 12:00:00+00:00,1464.25,1119.75,183.0,1460.0,945.0,896.0
2016-01-07 13:00:00+00:00,1482.5,1135.0,182.0,1350.0,923.0,845.5
2016-01-07 14:00:00+00:00,1462.5,1149.25,184.5,1597.0,920.0,850.0
2016-01-07 15:00:00+00:00,1559.75,1142.5,185.5,1670.0,928.0,757.5
2016-01-07 16:00:00+00:00,1618.5,1145.5,184.0,1682.0,961.0,883.5
2016-01-07 17:00:00+00:00,1709.75,1157.0,197.0,2033.0,996.0,1018.5
2016-01-07 18:00:00+00:00,1680.25,1170.5,196.0,2127.0,1020.0,1031.0
2016-01-07 19:00:00+00:00,1590.75,1169.5,182.5,2154.0,1023.0,1037.5
2016-01-07 20:00:00+00:00,1436.75,1171.0,183.0,2270.0,994.0,1038.0
2016-01-07 21:00:00+00:00,1349.5,1174.0,181.5,2170.0,984.0,874.5
2016-01-07 22:00:00+00:00,1294.75,1169.0,182.0,2083.0,972.0,618.5
2016-01-07 23:00:00+00:00,1375.25,1168.75,182.0,1955.0,974.0,583.5
2016-01-08 00:00:00+00:00,1372.0,1166.75,182.0,1806.0,978.0,580.0
2016-01-08 01:00:00+00:00,1375.0,1175.75,182.0,1512.0,973.0,554.0
2016-01-08 02:00:00+00:00,1384.5,1179.0,182.5,1063.0,984.0,551.5
2016-01-08 03:00:00+00:00,1383.25,1176.25,180.5,908.0,985.0,550.5
2016-01-08 04:00:00+00:00,1437.25,1178.0,182.5,1016.0,983.0,548.0
2016-01-08 05:00:00+00:00,1449.5,1170.25,182.0,1011.0,983.0,546.5
2016-01-08 06:00:00+00:00,1672.25,1169.0,183.0,1262.0,973.0,557.0
2016-01-08 07:00:00+00:00,1709.75,1181.25,181.5,1316.0,993.0,723.0
2016-01-08 08:00:00+00:00,1589.0,1193.5,184.0,1420.0,1056.0,988.0
2016-01-08 09:00:00+00:00,1595.75,1210.25,182.5,1531.0,1072.0,987.0
2016-01-08 10:00:00+00:00,1626.75,1219.25,184.5,1652.0,1136.0,910.0
2016-01-08 11:00:00+00:00,1593.0,1216.25,185.5,2026.0,1141.0,745.5
2016-01-08 12:00:00+00:00,1573.75,1219.75,184.0,1948.0,1109.0,698.0
2016-01-08 13:00:00+00:00,1551.75,1204.75,184.5,2100.0,1089.0,646.0
2016-01-08 14:00:00+00:00,1524.75,1198.0,186.0,1999.0,1056.0,673.0
2016-01-08 15:00:00+00:00,1523.5,1200.0,185.5,1903.0,1089.0,670.5
2016-01-08 16:00:00+00:00,1683.5,1205.0,185.5,2012.0,1113.0,869.0
2016-01-08 17:00:00+00:00,1780.0,1215.0,192.5,1921.0,1123.0,1018.0
2016-01-08 18:00:00+00:00,1773.5,1215.0,199.0,2078.0,1144.0,988.5
2016-01-08 19:00:00+00:00,1675.0,1206.5,191.0,2100.0,1121.0,707.0
2016-01-08 20:00:00+00:00,1543.5,1203.75,185.0,1966.0,1132.0,697.0
2016-01-08 21:00:00+00:00,1613.25,1222.25,184.5,1995.0,1098.0,648.5
2016-01-08 22:00:00+00:00,1641.0,1230.75,165.5,1924.0,1091.0,568.0
2016-01-08 23:00:00+00:00,1404.25,1235.75,163.5,1526.0,1063.0,494.0
2016-01-09 00:00:00+00:00,1359.25,1229.75,162.5,1261.0,1047.0,531.0
2016-01-09 01:00:00+00:00,1327.25,1237.0,164.0,896.0,1045.0,465.5
2016-01-09 02:00:00+00:00,1309.75,1240.25,165.0,933.0,1050.0,454.5
2016-01-09 03:00:00+00:00,1313.5,1245.25,160.5,997.0,1040.0,449.5
2016-01-09 04:00:00+00:00,1336.0,1291.0,157.5,994.0,1033.0,445.5
2016-01-09 05:00:00+00:00,1352.0,1319.5,144.0,1269.0,1028.0,436.0
2016-01-09 06:00:00+00:00,1440.0,1304.0,137.0,1370.0,1060.0,434.0
2016-01-09 07:00:00+00:00,1444.75,1310.75,163.0,1597.0,1062.0,455.5
2016-01-09 08:00:00+00:00,1571.25,1333.0,168.5,1505.0,1099.0,556.5
2016-01-09 09:00:00+00:00,1619.25,1334.0,168.5,1635.0,1104.0,688.0
2016-01-09 10:00:00+00:00,1633.0,1340.25,167.5,1616.0,1102.0,683.5
2016-01-09 11:00:00+00:00,1631.5,1354.0,167.5,1609.0,1081.0,685.0
2016-01-09 12:00:00+00:00,1574.75,1370.75,167.0,1465.0,1082.0,666.5
2016-01-09 13:00:00+00:00,1506.5,1393.5,169.5,1615.0,1072.0,656.5
2016-01-09 14:00:00+00:00,1509.75,1399.5,171.0,1747.0,1026.0,657.0
2016-01-09 15:00:00+00:00,1668.75,1400.5,171.0,1757.0,1013.0,629.5
2016-01-09 16:00:00+00:00,1860.0,1368.0,173.5,1743.0,1038.0,754.5
2016-01-09 17:00:00+00:00,1900.25,1363.25,171.0,1880.0,1080.0,948.5
2016-01-09 18:00:00+00:00,1806.75,1339.75,171.0,1935.0,1116.0,810.5
2016-01-09 19:00:00+00:00,1692.5,1327.0,170.0,1785.0,1112.0,709.0
2016-01-09 20:00:00+00:00,1561.25,1331.0,171.5,1573.0,1103.0,673.0
2016-01-09 21:00:00+00:00,1490.0,1346.25,168.5,1657.0,1083.0,538.5
2016-01-09 22:00:00+00:00,1419.5,1362.25,170.0,1651.0,1054.0,534.0
2016-01-09 23:00:00+00:00,1409.0,1371.75,169.0,1487.0,1054.0,453.0
2016-01-10 00:00:00+00:00,1438.5,1372.25,169.0,1042.0,1023.0,449.5
2016-01-10 01:00:00+00:00,1426.0,1373.5,163.0,895.0,1003.0,471.5
2016-01-10 02:00:00+00:00,1413.25,1380.0,163.5,933.0,1005.0,476.0
2016-01-10 03:00:00+00:00,1463.25,1383.5,163.5,955.0,1002.0,473.0
2016-01-10 04:00:00+00:00,1439.5,1380.75,162.0,966.0,995.0,472.0
2016-01-10 05:00:00+00:00,1461.0,1382.75,164.5,989.0,1001.0,474.5
2016-01-10 06:00:00+00:00,1571.25,1419.75,156.0,1063.0,1018.0,476.0
2016-01-10 07:00:00+00:00,1610.5,1456.5,151.0,1036.0,1021.0,510.0
2016-01-10 08:00:00+00:00,1683.25,1382.75,141.5,1247.0,1043.0,545.5
2016-01-10 09:00:00+00:00,1719.25,1384.75,131.0,1319.0,1065.0,749.5
2016-01-10 10:00:00+00:00,1734.0,1375.5,140.0,1554.0,1063.0,758.5
2016-01-10 11:00:00+00:00,1736.75,1381.5,158.5,1545.0,1051.0,715.0
2016-01-10 12:00:00+00:00,1675.75,1374.25,169.0,1669.0,1066.0,697.0
2016-01-10 13:00:00+00:00,1599.75,1370.0,171.0,1852.0,1070.0,601.0
2016-01-10 14:00:00+00:00,1620.5,1372.5,170.0,1941.0,1062.0,549.5
2016-01-10 15:00:00+00:00,1671.25,1363.0,169.0,2076.0,1061.0,544.5
2016-01-10 16:00:00+00:00,1845.25,1358.5,168.0,2257.0,1050.0,745.0
2016-01-10 17:00:00+00:00,1948.25,1353.25,167.5,2283.0,1103.0,1057.5
2016-01-10 18:00:00+00:00,1887.75,1359.5,182.0,2332.0,1122.0,1062.5
2016-01-10 19:00:00+00:00,1909.5,1360.0,166.5,2264.0,1156.0,981.0
2016-01-10 20:00:00+00:00,1740.5,1358.75,167.5,2228.0,1117.0,880.0
2016-01-10 21:00:00+00:00,1675.0,1357.5,165.5,2280.0,1091.0,656.0
2016-01-10 22:00:00+00:00,1600.0,1360.5,168.0,2222.0,1069.0,554.0
2016-01-10 23:00:00+00:00,1626.75,1370.75,166.5,1887.0,1075.0,481.5
2016-01-11 00:00:00+00:00,1628.0,1372.25,167.5,1688.0,1051.0,477.0
2016-01-11 01:00:00+00:00,1613.25,1369.25,167.5,1189.0,1044.0,490.0
2016-01-11 02:00:00+00:00,1589.5,1367.75,168.5,1210.0,1028.0,475.0
2016-01-11 03:00:00+00:00,1577.75,1367.5,166.5,1258.0,1030.0,478.5
2016-01-11 04:00:00+00:00,1590.0,1369.25,164.5,1206.0,1046.0,475.5
2016-01-11 05:00:00+00:00,1759.25,1368.75,157.5,1350.0,1068.0,476.5
2016-01-11 06:00:00+00:00,2005.0,1339.0,156.5,1440.0,1106.0,477.0
2016-01-11 07:00:00+00:00,2086.0,1331.25,156.5,1824.0,1129.0,603.5
2016-01-11 08:00:00+00:00,2115.0,1342.5,155.5,1890.0,1162.0,612.5
2016-01-11 09:00:00+00:00,2087.75,1346.25,155.0,2113.0,1187.0,718.0
2016-01-11 10:00:00+00:00,2133.25,1341.5,154.5,2146.0,1177.0,732.5
2016-01-11 11:00:00+00:00,2176.0,1343.25,163.5,2014.0,1181.0,727.5
2016-01-11 12:00:00+00:00,2084.5,1350.0,165.5,1992.0,1168.0,720.0
2016-01-11 13:00:00+00:00,1991.5,1357.25,165.0,1870.0,1183.0,697.0
2016-01-11 14:00:00+00:00,2136.0,1373.75,167.0,1838.0,1178.0,592.5
2016-01-11 15:00:00+00:00,2232.25,1388.5,169.5,1852.0,1212.0,591.0
2016-01-11 16:00:00+00:00,2307.0,1411.75,170.5,2082.0,1212.0,705.0
2016-01-11 17:00:00+00:00,2459.25,1412.0,170.5,2288.0,1223.0,985.0
2016-01-11 18:00:00+00:00,2575.25,1424.0,169.5,2208.0,1244.0,784.0
2016-01-11 19:00:00+00:00,2563.5,1423.25,170.0,2286.0,1243.0,604.0
2016-01-11 20:00:00+00:00,2491.5,1425.0,165.5,2253.0,1211.0,583.5
2016-01-11 21:00:00+00:00,2452.25,1432.25,160.5,2157.0,1180.0,544.5
2016-01-11 22:00:00+00:00,2434.25,1447.0,163.0,2187.0,1154.0,528.5
2016-01-11 23:00:00+00:00,2436.75,1453.0,161.0,2281.0,1130.0,480.5
2016-01-12 00:00:00+00:00,2454.25,1451.25,160.5,2209.0,1116.0,464.0
2016-01-12 01:00:00+00:00,2630.5,1457.25,160.0,2245.0,1109.0,434.5
2016-01-12 02:00:00+00:00,2580.25,1457.75,161.0,1990.0,1101.0,434.5
2016-01-12 03:00:00+00:00,2506.5,1464.75,161.0,2232.0,1097.0,435.5
2016-01-12 04:00:00+00:00,2530.5,1470.5,160.5,2214.0,1096.0,432.0
2016-01-12 05:00:00+00:00,2493.75,1472.75,161.5,2284.0,1093.0,447.5
2016-01-12 06:00:00+00:00,2725.5,1446.25,161.0,2222.0,1089.0,451.5
2016-01-12 07:00:00+00:00,2812.75,1427.5,159.0,2297.0,1104.0,510.5
2016-01-12 08:00:00+00:00,2778.0,1417.75,156.0,2243.0,1138.0,510.0
2016-01-12 09:00:00+00:00,2737.5,1407.0,159.0,2239.0,1190.0,550.0
2016-01-12 10:00:00+00:00,2813.25,1409.0,158.5,2169.0,1209.0,564.0
2016-01-12 11:00:00+00:00,2768.25,1409.5,159.0,2190.0,1197.0,609.0
2016-01-12 12:00:00+00:00,2806.5,1408.5,160.5,2165.0,1198.0,601.0
2016-01-12 13:00:00+00:00,2654.25,1407.75,164.5,2147.0,1201.0,579.5
2016-01-12 14:00:00+00:00,2632.75,1404.25,169.0,2292.0,1198.0,614.0
2016-01-12 15:00:00+00:00,2645.0,1412.5,169.0,2346.0,1190.0,602.5
2016-01-12 16:00:00+00:00,2732.0,1444.0,171.0,2173.0,1183.0,766.5
2016-01-12 17:00:00+00:00,2856.25,1427.0,170.5,2366.0,1206.0,917.5
2016-01-12 18:00:00+00:00,2808.5,1428.25,171.5,2347.0,1219.0,829.0
2016-01-12 19:00:00+00:00,2761.25,1410.75,171.5,2350.0,1213.0,782.0
2016-01-12 20:00:00+00:00,2431.5,1399.75,172.0,2314.0,1202.0,710.0
2016-01-12 21:00:00+00:00,2417.0,1395.75,171.0,2241.0,1182.0,590.0
2016-01-12 22:00:00+00:00,2515.5,1393.75,169.0,2211.0,1155.0,567.5
2016-01-12 23:00:00+00:00,2574.25,1397.75,167.0,2119.0,1092.0,492.5
2016-01-13 00:00:00+00:00,2567.75,1396.5,161.5,2130.0,1077.0,489.5
2016-01-13 01:00:00+00:00,2626.25,1393.75,150.0,2150.0,1068.0,483.0
2016-01-13 02:00:00+00:00,2612.5,1393.75,143.0,2123.0,1068.0,471.0
2016-01-13 03:00:00+00:00,2452.25,1396.75,143.5,2112.0,1063.0,471.0
2016-01-13 04:00:00+00:00,2494.75,1408.0,143.0,2063.0,1058.0,464.0
2016-01-13 05:00:00+00:00,2454.0,1416.5,143.0,2233.0,1089.0,424.0
2016-01-13 06:00:00+00:00,2626.25,1397.0,145.0,2288.0,1127.0,424.5
2016-01-13 07:00:00+00:00,2847.25,1405.75,142.5,2268.0,1174.0,632.0
2016-01-13 08:00:00+00:00,2894.0,1374.5,163.0,2251.0,1171.0,651.0
2016-01-13 09:00:00+00:00,2733.25,1373.0,168.5,2331.0,1179.0,696.5
2016-01-13 10:00:00+00:00,2783.5,1379.0,167.5,2280.0,1163.0,700.5
2016-01-13 11:00:00+00:00,2770.25,1373.75,163.5,2292.0,1161.0,738.0
2016-01-13 12:00:00+00:00,2677.0,1361.5,163.0,2297.0,1166.0,756.5
2016-01-13 13:00:00+00:00,2577.25,1366.5,164.5,2322.0,1139.0,723.0
2016-01-13 14:00:00+00:00,2576.5,1360.5,165.5,2344.0,1120.0,725.0
2016-01-13 15:00:00+00:00,2758.5,1350.0,166.0,2390.0,1108.0,596.5
2016-01-13 16:00:00+00:00,2841.25,1366.0,167.0,2419.0,1106.0,723.5
2016-01-13 17:00:00+00:00,2815.5,1360.75,167.5,2439.0,1128.0,886.5
2016-01-13 18:00:00+00:00,2722.5,1366.0,182.0,2454.0,1133.0,805.0
2016-01-13 19:00:00+00:00,2573.5,1373.0,182.0,2452.0,1118.0,700.0
2016-01-13 20:00:00+00:00,2402.5,1371.0,165.5,2427.0,1119.0,670.0
2016-01-13 21:00:00+00:00,2338.5,1351.25,163.0,2368.0,1108.0,617.0
2016-01-13 22:00:00+00:00,2303.5,1353.0,162.5,2347.0,1085.0,490.5
2016-01-13 23:00:00+00:00,2173.25,1344.5,165.0,2264.0,1061.0,450.5
2016-01-14 00:00:00+00:00,2145.25,1333.75,160.0,2157.0,1060.0,449.0
2016-01-14 01:00:00+00:00,2113.5,1317.25,150.5,2151.0,1058.0,419.0
2016-01-14 02:00:00+00:00,2051.5,1333.5,143.5,2122.0,1057.0,415.5
2016-01-14 03:00:00+00:00,2139.75,1351.25,143.0,2217.0,1053.0,414.0
2016-01-14 04:00:00+00:00,2088.25,1361.0,143.0,2252.0,1056.0,415.0
