TimeStamp,at,dk,de,ie,pt,es,uk
2016-01-01 00:00:00+00:00,152.25,839.0,4127.75,733.5,1180.0,1866.0,3605.0
2016-01-01 01:00:00+00:00,152.0,812.0,3882.25,694.0,1180.0,1422.0,3980.0
2016-01-01 02:00:00+00:00,151.75,785.0,3670.0,552.0,1180.0,1146.0,3679.5
2016-01-01 03:00:00+00:00,152.0,829.0,3657.5,326.5,1056.0,1081.0,3238.5
2016-01-01 04:00:00+00:00,151.75,860.0,3686.5,292.5,735.0,1108.0,3429.0
2016-01-01 05:00:00+00:00,151.75,885.0,3838.75,258.5,549.0,1096.0,3387.0
2016-01-01 06:00:00+00:00,151.5,849.0,3953.75,241.0,361.0,1077.0,3613.5
2016-01-01 07:00:00+00:00,152.0,869.0,4184.75,245.5,360.0,1081.0,3779.5
2016-01-01 08:00:00+00:00,152.0,780.0,4213.5,239.5,360.0,1119.0,3605.0
2016-01-01 09:00:00+00:00,151.75,685.0,4765.75,236.5,361.0,1121.0,3762.0
2016-01-01 10:00:00+00:00,151.5,709.0,5426.5,230.0,384.0,1116.0,3907.0
2016-01-01 11:00:00+00:00,152.0,729.0,5665.0,233.5,602.0,1119.0,4415.5
2016-01-01 12:00:00+00:00,151.5,793.0,5801.25,224.0,521.0,1069.0,5061.5
2016-01-01 13:00:00+00:00,152.0,888.0,5739.75,222.5,361.0,1098.0,5055.0
2016-01-01 14:00:00+00:00,151.75,1024.0,5767.5,236.0,360.0,1070.0,4348.0
2016-01-01 15:00:00+00:00,152.25,1157.0,6082.25,241.0,361.0,1034.0,4628.0
2016-01-01 16:00:00+00:00,151.5,1354.0,6703.5,246.0,520.0,1079.0,4758.0
2016-01-01 17:00:00+00:00,152.0,1407.0,6823.75,333.0,898.0,1134.0,4960.5
2016-01-01 18:00:00+00:00,151.5,1260.0,6643.75,244.0,1180.0,1145.0,4790.5
2016-01-01 19:00:00+00:00,151.75,1119.0,6127.0,225.5,1179.0,1089.0,4332.5
2016-01-01 20:00:00+00:00,151.75,1022.0,5368.25,215.0,1180.0,1102.0,3623.0
2016-01-01 21:00:00+00:00,152.0,798.0,4981.75,233.0,1180.0,1059.0,3326.5
2016-01-01 22:00:00+00:00,152.0,689.0,4180.25,306.0,850.0,1179.0,3045.0
2016-01-01 23:00:00+00:00,151.5,619.0,3626.5,286.0,512.0,967.0,2417.5
2016-01-02 00:00:00+00:00,151.5,756.0,3060.75,255.0,360.0,1026.0,2207.0
2016-01-02 01:00:00+00:00,152.0,789.0,2998.5,322.5,360.0,1016.0,2189.5
2016-01-02 02:00:00+00:00,240.25,705.0,2854.5,286.5,341.0,1086.0,2178.0
2016-01-02 03:00:00+00:00,289.0,713.0,2891.5,246.0,361.0,1084.0,2070.5
2016-01-02 04:00:00+00:00,316.25,711.0,2934.5,257.5,358.0,1041.0,1794.0
2016-01-02 05:00:00+00:00,341.5,711.0,3031.0,255.0,283.0,1091.0,2034.0
2016-01-02 06:00:00+00:00,341.5,715.0,2995.75,319.0,360.0,1148.0,2030.0
2016-01-02 07:00:00+00:00,341.25,750.0,3132.5,378.5,543.0,1179.0,2616.0
2016-01-02 08:00:00+00:00,341.75,882.0,3201.75,371.5,630.0,1165.0,3205.5
2016-01-02 09:00:00+00:00,341.5,1195.0,3380.0,390.5,715.0,1283.0,3831.0
2016-01-02 10:00:00+00:00,345.25,1254.0,3680.5,494.0,903.0,1354.0,4052.0
2016-01-02 11:00:00+00:00,362.0,1261.0,3875.25,524.5,1053.0,1320.0,4161.5
2016-01-02 12:00:00+00:00,361.25,1139.0,3771.5,536.5,1162.0,1262.0,4217.5
2016-01-02 13:00:00+00:00,347.25,1239.0,3694.0,561.0,1180.0,1233.0,4140.0
2016-01-02 14:00:00+00:00,341.75,1239.0,3615.75,632.0,1180.0,1219.0,3846.5
2016-01-02 15:00:00+00:00,361.0,1314.0,3790.0,675.0,1180.0,1120.0,4284.0
2016-01-02 16:00:00+00:00,371.75,1289.0,4070.25,709.5,1180.0,1152.0,5291.5
2016-01-02 17:00:00+00:00,371.25,1296.0,3792.75,718.0,1181.0,1391.0,5877.0
2016-01-02 18:00:00+00:00,356.5,1283.0,3587.5,696.5,1180.0,1727.0,5785.0
2016-01-02 19:00:00+00:00,341.75,1163.0,3431.0,716.5,1180.0,1687.0,5095.0
2016-01-02 20:00:00+00:00,341.5,1016.0,3324.5,705.5,1180.0,1758.0,4250.5
2016-01-02 21:00:00+00:00,341.5,1025.0,3269.0,711.0,1179.0,1732.0,4091.0
2016-01-02 22:00:00+00:00,341.75,1028.0,2662.5,712.0,1026.0,1515.0,3323.5
2016-01-02 23:00:00+00:00,341.25,882.0,2188.5,631.0,523.0,1169.0,2827.5
2016-01-03 00:00:00+00:00,341.25,735.0,2131.75,432.0,271.0,970.0,2608.5
2016-01-03 01:00:00+00:00,342.0,771.0,2162.25,244.0,182.0,995.0,2625.0
2016-01-03 02:00:00+00:00,341.25,836.0,2169.5,239.0,180.0,977.0,2470.0
2016-01-03 03:00:00+00:00,342.0,816.0,2250.5,240.0,180.0,897.0,2392.5
2016-01-03 04:00:00+00:00,341.25,896.0,2286.0,242.5,180.0,945.0,2253.5
2016-01-03 05:00:00+00:00,341.5,817.0,2268.0,260.5,180.0,872.0,2152.0
2016-01-03 06:00:00+00:00,342.25,777.0,2327.0,258.0,180.0,1054.0,2261.0
2016-01-03 07:00:00+00:00,341.0,855.0,2410.25,244.5,180.0,980.0,2202.0
2016-01-03 08:00:00+00:00,342.0,999.0,2489.75,254.0,180.0,1045.0,2415.5
2016-01-03 09:00:00+00:00,341.5,1183.0,2773.75,296.0,180.0,1104.0,2674.5
2016-01-03 10:00:00+00:00,341.0,1251.0,2947.75,485.0,229.0,1131.0,2747.0
2016-01-03 11:00:00+00:00,341.75,1306.0,2979.25,691.5,319.0,1132.0,3089.0
2016-01-03 12:00:00+00:00,341.25,1303.0,3107.25,716.5,400.0,1133.0,3063.5
2016-01-03 13:00:00+00:00,341.75,1303.0,3341.75,733.0,399.0,1134.0,3125.0
2016-01-03 14:00:00+00:00,342.0,1301.0,3471.5,716.5,333.0,1099.0,3360.5
2016-01-03 15:00:00+00:00,343.0,1327.0,3935.5,712.5,264.0,1115.0,4136.0
2016-01-03 16:00:00+00:00,371.25,1296.0,4507.25,711.5,181.0,1048.0,5478.5
2016-01-03 17:00:00+00:00,371.0,1344.0,4303.0,708.0,288.0,1201.0,6194.0
2016-01-03 18:00:00+00:00,371.75,1381.0,4266.0,700.5,389.0,1080.0,5978.5
2016-01-03 19:00:00+00:00,345.75,1367.0,4112.25,710.0,465.0,1103.0,5353.0
2016-01-03 20:00:00+00:00,341.5,1432.0,3890.0,705.0,480.0,1058.0,4741.5
2016-01-03 21:00:00+00:00,342.0,1342.0,3616.0,718.0,369.0,1040.0,4543.0
2016-01-03 22:00:00+00:00,341.25,1174.0,3634.25,736.0,200.0,1029.0,3857.0
2016-01-03 23:00:00+00:00,341.5,1280.0,2994.0,745.5,200.0,1065.0,3098.5
2016-01-04 00:00:00+00:00,341.25,1258.0,3203.75,745.0,180.0,1035.0,2944.0
2016-01-04 01:00:00+00:00,342.0,1245.0,3277.5,738.5,180.0,962.0,2982.5
2016-01-04 02:00:00+00:00,343.5,1214.0,3520.0,418.5,180.0,998.0,3084.5
2016-01-04 03:00:00+00:00,361.75,1231.0,4704.0,332.5,212.0,1124.0,2724.5
2016-01-04 04:00:00+00:00,346.5,1337.0,5594.25,333.0,276.0,1213.0,2661.0
2016-01-04 05:00:00+00:00,375.5,1500.0,6918.5,398.0,362.0,1343.0,2922.5
2016-01-04 06:00:00+00:00,423.75,1430.0,8832.0,640.0,761.0,1363.0,4063.0
2016-01-04 07:00:00+00:00,437.0,1475.0,10704.0,709.0,1311.0,1346.0,5670.0
2016-01-04 08:00:00+00:00,470.5,1425.0,11374.0,711.5,1093.0,1676.0,6725.0
2016-01-04 09:00:00+00:00,457.5,1522.0,11998.0,724.5,994.0,1939.0,6898.0
2016-01-04 10:00:00+00:00,458.0,1589.0,12573.75,749.5,1249.0,2052.0,6992.0
2016-01-04 11:00:00+00:00,458.75,1637.0,12333.0,740.5,1365.0,2100.0,7090.5
2016-01-04 12:00:00+00:00,479.75,1705.0,12273.0,747.0,1350.0,2126.0,7055.0
2016-01-04 13:00:00+00:00,481.0,1702.0,12451.5,738.5,1346.0,2061.0,7023.5
2016-01-04 14:00:00+00:00,481.5,1809.0,12521.25,729.5,1467.0,2056.0,6850.5
2016-01-04 15:00:00+00:00,484.0,1569.0,12697.25,754.0,1467.0,2101.0,7407.0
2016-01-04 16:00:00+00:00,486.0,1645.0,12746.25,771.0,1397.0,2154.0,8824.0
2016-01-04 17:00:00+00:00,486.25,1552.0,12988.5,760.5,1330.0,2145.0,9108.5
2016-01-04 18:00:00+00:00,486.75,1519.0,13473.0,749.5,1456.0,2140.0,8963.5
2016-01-04 19:00:00+00:00,463.75,1427.0,13704.0,740.0,1468.0,1942.0,8608.5
2016-01-04 20:00:00+00:00,390.5,1343.0,13413.75,744.5,1467.0,1922.0,7922.5
2016-01-04 21:00:00+00:00,370.5,1359.0,12816.25,751.5,1071.0,1684.0,5582.5
2016-01-04 22:00:00+00:00,371.5,1406.0,11046.0,721.0,630.0,1423.0,4472.5
2016-01-04 23:00:00+00:00,353.25,1424.0,9541.75,760.5,782.0,1385.0,3733.0
2016-01-05 00:00:00+00:00,307.0,1339.0,8649.75,760.0,620.0,1561.0,3284.5
2016-01-05 01:00:00+00:00,215.25,1395.0,7417.25,760.0,431.0,1667.0,2943.5
2016-01-05 02:00:00+00:00,152.0,1385.0,6996.5,608.0,360.0,1646.0,3136.5
2016-01-05 03:00:00+00:00,152.0,1363.0,7340.0,369.0,361.0,1644.0,3133.0
2016-01-05 04:00:00+00:00,151.75,1367.0,8972.0,356.5,361.0,1646.0,2759.5
2016-01-05 05:00:00+00:00,151.75,1450.0,11644.0,403.5,697.0,1813.0,2822.0
2016-01-05 06:00:00+00:00,151.5,1507.0,13905.75,584.5,1119.0,1946.0,3572.5
2016-01-05 07:00:00+00:00,151.75,1717.0,14754.25,743.0,1180.0,1972.0,5016.5
2016-01-05 08:00:00+00:00,151.75,1722.0,15034.0,739.0,1180.0,2111.0,5437.0
2016-01-05 09:00:00+00:00,152.0,1715.0,15231.25,745.0,1180.0,2046.0,5636.5
2016-01-05 10:00:00+00:00,151.75,1742.0,15444.0,748.5,1180.0,2053.0,5690.0
2016-01-05 11:00:00+00:00,151.5,1569.0,15541.0,745.0,1179.0,1934.0,5790.0
2016-01-05 12:00:00+00:00,152.0,1373.0,15685.75,750.5,1180.0,1916.0,6337.5
2016-01-05 13:00:00+00:00,151.75,1364.0,15477.0,752.0,1181.0,1852.0,6635.5
2016-01-05 14:00:00+00:00,151.75,1229.0,15502.75,751.5,1180.0,1680.0,6889.5
2016-01-05 15:00:00+00:00,153.0,1339.0,15497.25,766.0,1181.0,1608.0,7691.0
2016-01-05 16:00:00+00:00,158.75,1511.0,15759.75,772.5,1181.0,1721.0,9662.0
2016-01-05 17:00:00+00:00,157.75,1440.0,15786.25,762.0,1181.0,1970.0,10354.0
2016-01-05 18:00:00+00:00,138.75,1361.0,15800.75,761.5,1181.0,1894.0,10707.0
2016-01-05 19:00:00+00:00,135.75,1243.0,15560.25,765.5,1181.0,1681.0,10125.5
2016-01-05 20:00:00+00:00,151.25,1488.0,15250.5,770.5,1181.0,1584.0,8396.5
2016-01-05 21:00:00+00:00,153.75,1705.0,14529.5,756.5,1181.0,1516.0,6442.0
2016-01-05 22:00:00+00:00,151.75,1550.0,13329.25,744.0,907.0,1520.0,5752.0
2016-01-05 23:00:00+00:00,153.25,1457.0,11808.25,774.5,863.0,1354.0,4478.5
2016-01-06 00:00:00+00:00,152.75,1474.0,10877.0,756.5,701.0,1130.0,4314.5
2016-01-06 01:00:00+00:00,153.25,1554.0,10460.5,777.0,621.0,983.0,4277.0
2016-01-06 02:00:00+00:00,153.0,1541.0,10164.5,775.5,313.0,951.0,4282.0
2016-01-06 03:00:00+00:00,152.75,1570.0,10828.5,768.0,181.0,943.0,4363.5
2016-01-06 04:00:00+00:00,152.5,1615.0,11813.75,768.5,180.0,953.0,4467.5
2016-01-06 05:00:00+00:00,152.75,1690.0,13313.25,769.0,180.0,959.0,4492.5
2016-01-06 06:00:00+00:00,152.75,1969.0,14733.0,763.0,209.0,1081.0,4893.5
2016-01-06 07:00:00+00:00,152.0,2131.0,15188.0,754.5,330.0,979.0,6012.0
2016-01-06 08:00:00+00:00,152.75,2165.0,15816.75,759.0,200.0,1138.0,6253.0
2016-01-06 09:00:00+00:00,152.5,2234.0,16014.75,759.5,200.0,1510.0,6274.0
2016-01-06 10:00:00+00:00,152.75,2270.0,16159.25,755.5,286.0,1593.0,6401.0
2016-01-06 11:00:00+00:00,152.75,2304.0,15958.25,754.5,340.0,1587.0,6677.5
2016-01-06 12:00:00+00:00,153.25,2247.0,15904.75,752.0,340.0,1426.0,6649.5
2016-01-06 13:00:00+00:00,152.75,2238.0,16120.25,715.0,278.0,1353.0,6709.0
2016-01-06 14:00:00+00:00,153.25,2199.0,16210.0,608.0,182.0,1188.0,6918.5
2016-01-06 15:00:00+00:00,152.0,2181.0,16480.5,498.5,180.0,1202.0,7489.0
2016-01-06 16:00:00+00:00,151.75,2274.0,16869.5,520.5,342.0,1256.0,8732.5
2016-01-06 17:00:00+00:00,151.75,2087.0,17045.5,747.5,584.0,1515.0,9055.0
2016-01-06 18:00:00+00:00,151.75,1840.0,17170.0,627.0,589.0,1447.0,8575.0
2016-01-06 19:00:00+00:00,151.5,1692.0,17131.5,641.0,590.0,1545.0,8137.5
2016-01-06 20:00:00+00:00,152.0,1670.0,16918.25,778.0,590.0,1489.0,6706.5
2016-01-06 21:00:00+00:00,152.0,1679.0,16581.0,739.5,590.0,1279.0,5208.5
2016-01-06 22:00:00+00:00,152.0,1447.0,15615.75,674.5,444.0,1155.0,4616.0
2016-01-06 23:00:00+00:00,151.75,1162.0,13410.75,575.5,436.0,1108.0,3754.5
2016-01-07 00:00:00+00:00,181.0,1214.0,11243.25,618.5,588.0,1105.0,2489.0
2016-01-07 01:00:00+00:00,286.5,1177.0,10750.75,520.5,590.0,1111.0,2275.5
2016-01-07 02:00:00+00:00,312.0,1166.0,9406.5,309.5,552.0,1091.0,2233.0
2016-01-07 03:00:00+00:00,340.0,1226.0,9378.75,312.5,542.0,1123.0,1900.5
2016-01-07 04:00:00+00:00,368.25,1400.0,11109.0,309.5,640.0,1088.0,1793.5
2016-01-07 05:00:00+00:00,441.75,1575.0,14655.0,295.5,864.0,1144.0,1973.5
2016-01-07 06:00:00+00:00,478.5,1672.0,16114.0,406.0,1089.0,1197.0,3214.0
2016-01-07 07:00:00+00:00,490.5,1847.0,16223.25,667.5,1179.0,1336.0,5013.0
2016-01-07 08:00:00+00:00,492.25,1840.0,15948.0,739.0,1178.0,1665.0,5650.0
2016-01-07 09:00:00+00:00,492.75,1675.0,15696.25,741.5,1180.0,1761.0,6084.5
2016-01-07 10:00:00+00:00,471.75,1559.0,15399.75,737.0,1179.0,1727.0,6553.5
2016-01-07 11:00:00+00:00,468.75,1527.0,15546.5,734.0,1181.0,1755.0,6348.5
2016-01-07 12:00:00+00:00,469.0,1517.0,15690.25,770.0,1179.0,1655.0,6425.0
2016-01-07 13:00:00+00:00,460.5,1556.0,15591.0,770.0,1181.0,1474.0,6554.0
2016-01-07 14:00:00+00:00,458.25,1483.0,15934.0,713.0,1009.0,1350.0,6640.0
2016-01-07 15:00:00+00:00,458.25,1556.0,15912.75,707.5,1001.0,1446.0,7041.5
2016-01-07 16:00:00+00:00,458.5,1536.0,15810.25,765.5,933.0,1614.0,8148.0
2016-01-07 17:00:00+00:00,458.25,1450.0,15939.25,766.0,931.0,1698.0,9134.0
2016-01-07 18:00:00+00:00,457.75,1616.0,15542.75,769.0,873.0,1884.0,8856.5
2016-01-07 19:00:00+00:00,428.25,1653.0,13646.5,768.5,750.0,1614.0,8445.5
2016-01-07 20:00:00+00:00,343.25,1498.0,10594.75,775.0,520.0,1561.0,7480.5
2016-01-07 21:00:00+00:00,341.5,1364.0,8506.5,763.0,307.0,1401.0,7089.0
2016-01-07 22:00:00+00:00,341.75,1227.0,6621.5,754.5,229.0,1229.0,5231.5
2016-01-07 23:00:00+00:00,341.75,1184.0,5744.5,766.5,400.0,1211.0,4104.5
2016-01-08 00:00:00+00:00,342.0,1038.0,5629.75,752.5,349.0,1255.0,3467.5
2016-01-08 01:00:00+00:00,341.75,1021.0,5560.75,747.0,300.0,1251.0,3895.0
2016-01-08 02:00:00+00:00,341.25,1025.0,5640.25,743.0,300.0,1335.0,3990.0
2016-01-08 03:00:00+00:00,341.75,1030.0,5736.0,723.0,300.0,1331.0,4026.0
2016-01-08 04:00:00+00:00,341.5,1125.0,5908.25,673.5,300.0,1326.0,4084.5
2016-01-08 05:00:00+00:00,359.75,1576.0,7896.0,717.5,400.0,1341.0,4427.5
2016-01-08 06:00:00+00:00,361.5,1869.0,10839.25,761.5,583.0,1626.0,5988.5
2016-01-08 07:00:00+00:00,398.5,1901.0,11878.5,761.0,860.0,1828.0,7204.0
2016-01-08 08:00:00+00:00,418.0,1787.0,11523.75,766.0,1225.0,1949.0,8347.0
2016-01-08 09:00:00+00:00,373.5,1702.0,10252.25,765.0,1426.0,1746.0,8553.5
2016-01-08 10:00:00+00:00,368.75,1681.0,9541.25,772.0,1407.0,1598.0,8615.0
2016-01-08 11:00:00+00:00,344.75,1723.0,9640.5,778.0,1319.0,1535.0,8447.0
2016-01-08 12:00:00+00:00,342.5,1679.0,10588.0,764.0,1319.0,1376.0,8311.0
2016-01-08 13:00:00+00:00,350.75,1666.0,13012.5,767.0,1291.0,1438.0,8019.5
2016-01-08 14:00:00+00:00,439.75,1807.0,13753.0,772.5,1321.0,1496.0,8039.0
2016-01-08 15:00:00+00:00,415.75,1941.0,14199.0,757.5,1455.0,1480.0,8659.0
2016-01-08 16:00:00+00:00,416.5,2135.0,14564.25,746.5,1467.0,1874.0,10164.5
2016-01-08 17:00:00+00:00,415.75,2109.0,14635.5,780.0,1461.0,1931.0,11280.0
2016-01-08 18:00:00+00:00,392.75,2070.0,14574.75,772.0,1572.0,2062.0,11089.5
2016-01-08 19:00:00+00:00,391.5,1924.0,14451.25,767.0,1643.0,2136.0,10845.5
2016-01-08 20:00:00+00:00,391.0,1569.0,14511.5,785.0,1721.0,2112.0,9816.0
2016-01-08 21:00:00+00:00,358.5,1540.0,14340.75,783.5,1664.0,1816.0,7631.0
2016-01-08 22:00:00+00:00,324.5,1464.0,12971.5,785.0,1178.0,1426.0,7488.5
2016-01-08 23:00:00+00:00,202.5,1292.0,11577.75,789.5,1005.0,1206.0,6570.5
2016-01-09 00:00:00+00:00,152.5,1458.0,10591.5,782.5,1078.0,1031.0,6146.5
2016-01-09 01:00:00+00:00,152.25,1553.0,10381.25,783.5,736.0,1053.0,6212.0
2016-01-09 02:00:00+00:00,152.0,1511.0,10045.75,787.5,485.0,1185.0,5973.0
2016-01-09 03:00:00+00:00,151.5,1352.0,9249.5,668.5,510.0,1274.0,5828.5
2016-01-09 04:00:00+00:00,152.0,1397.0,9764.0,456.5,568.0,1266.0,5760.5
2016-01-09 05:00:00+00:00,152.0,1469.0,9935.75,356.5,609.0,1292.0,5509.5
2016-01-09 06:00:00+00:00,151.5,1426.0,11567.5,484.0,762.0,1388.0,5563.0
2016-01-09 07:00:00+00:00,152.0,1551.0,12653.25,689.5,842.0,1308.0,5739.5
2016-01-09 08:00:00+00:00,151.75,1867.0,12781.5,712.0,790.0,1454.0,5815.0
2016-01-09 09:00:00+00:00,152.0,2002.0,13178.0,707.5,791.0,1486.0,6389.0
2016-01-09 10:00:00+00:00,152.25,2053.0,12810.75,706.5,790.0,1497.0,7216.5
2016-01-09 11:00:00+00:00,151.75,1951.0,13151.75,719.0,761.0,1558.0,7440.5
2016-01-09 12:00:00+00:00,152.0,2061.0,13330.75,757.0,697.0,1251.0,7721.5
2016-01-09 13:00:00+00:00,152.0,2136.0,13103.5,778.0,644.0,1155.0,7642.5
2016-01-09 14:00:00+00:00,152.25,2021.0,13110.5,785.5,447.0,1139.0,7692.0
2016-01-09 15:00:00+00:00,152.0,2142.0,13514.25,770.0,464.0,1091.0,8550.5
2016-01-09 16:00:00+00:00,151.75,2214.0,13746.5,791.5,446.0,1105.0,10189.5
2016-01-09 17:00:00+00:00,152.0,2101.0,13569.75,802.0,647.0,1237.0,11030.0
2016-01-09 18:00:00+00:00,151.75,2031.0,12577.0,792.5,879.0,1350.0,10773.0
2016-01-09 19:00:00+00:00,152.0,1819.0,10210.25,787.0,859.0,1172.0,9424.5
2016-01-09 20:00:00+00:00,151.75,1805.0,7634.0,790.0,609.0,1237.0,8660.5
2016-01-09 21:00:00+00:00,152.0,1734.0,6726.75,810.0,530.0,1097.0,7314.5
2016-01-09 22:00:00+00:00,152.25,1368.0,4970.5,806.5,186.0,1093.0,6081.5
2016-01-09 23:00:00+00:00,152.25,1096.0,3174.0,799.0,204.0,902.0,4813.0
2016-01-10 00:00:00+00:00,151.5,1019.0,2992.75,707.5,125.0,844.0,4248.5
2016-01-10 01:00:00+00:00,152.25,864.0,2961.75,564.0,125.0,842.0,4035.0
2016-01-10 02:00:00+00:00,151.5,793.0,2890.75,459.0,121.0,862.0,3852.5
2016-01-10 03:00:00+00:00,151.25,777.0,2862.75,332.0,101.0,843.0,3645.0
2016-01-10 04:00:00+00:00,151.5,766.0,2876.0,323.0,101.0,807.0,3523.5
2016-01-10 05:00:00+00:00,151.0,772.0,2905.25,346.5,101.0,758.0,3636.5
2016-01-10 06:00:00+00:00,151.5,834.0,2967.5,338.0,101.0,723.0,3962.0
2016-01-10 07:00:00+00:00,151.25,940.0,2962.5,442.0,100.0,715.0,4357.0
2016-01-10 08:00:00+00:00,152.25,984.0,3036.5,494.0,100.0,774.0,4658.0
2016-01-10 09:00:00+00:00,152.25,1280.0,3515.5,691.0,101.0,849.0,5179.0
2016-01-10 10:00:00+00:00,152.0,1443.0,3889.0,762.0,101.0,833.0,5713.5
2016-01-10 11:00:00+00:00,152.0,1517.0,4084.25,758.5,101.0,813.0,5739.5
2016-01-10 12:00:00+00:00,151.5,1489.0,3840.0,791.0,103.0,829.0,5893.5
2016-01-10 13:00:00+00:00,151.75,1517.0,3891.0,812.5,148.0,849.0,6242.5
2016-01-10 14:00:00+00:00,152.0,1654.0,4457.75,811.0,207.0,888.0,6585.0
2016-01-10 15:00:00+00:00,152.25,1635.0,5234.0,812.5,258.0,879.0,7664.5
2016-01-10 16:00:00+00:00,152.0,1850.0,5993.25,812.0,317.0,817.0,9332.5
2016-01-10 17:00:00+00:00,151.75,1723.0,6263.0,811.5,515.0,880.0,10156.0
2016-01-10 18:00:00+00:00,152.0,1832.0,6195.0,810.5,583.0,823.0,9802.5
2016-01-10 19:00:00+00:00,151.75,1840.0,5051.5,806.0,582.0,897.0,9214.5
2016-01-10 20:00:00+00:00,152.0,1598.0,4556.25,803.5,583.0,908.0,7888.5
2016-01-10 21:00:00+00:00,152.0,1553.0,4953.75,778.5,453.0,848.0,6826.5
2016-01-10 22:00:00+00:00,152.0,1441.0,4429.5,765.5,130.0,787.0,6300.5
2016-01-10 23:00:00+00:00,152.0,1100.0,4235.75,756.5,49.0,770.0,5165.0
2016-01-11 00:00:00+00:00,151.75,953.0,4042.5,750.0,0.0,724.0,4534.0
2016-01-11 01:00:00+00:00,148.75,876.0,3924.0,762.0,0.0,687.0,4570.5
2016-01-11 02:00:00+00:00,224.0,880.0,4250.75,786.0,0.0,661.0,4663.0
2016-01-11 03:00:00+00:00,295.25,910.0,5382.25,782.0,0.0,683.0,4903.0
2016-01-11 04:00:00+00:00,310.75,999.0,8112.25,807.5,0.0,749.0,4934.0
2016-01-11 05:00:00+00:00,332.0,1439.0,12224.0,811.5,18.0,884.0,5163.0
2016-01-11 06:00:00+00:00,416.25,2119.0,15356.75,801.0,189.0,985.0,6670.5
2016-01-11 07:00:00+00:00,477.25,2097.0,16143.75,802.0,446.0,1031.0,8067.5
2016-01-11 08:00:00+00:00,483.75,1931.0,16030.25,811.5,843.0,1255.0,9091.0
2016-01-11 09:00:00+00:00,483.25,1951.0,15882.5,807.0,1187.0,1284.0,9444.0
2016-01-11 10:00:00+00:00,485.25,2028.0,16248.25,805.5,1280.0,1222.0,9777.0
2016-01-11 11:00:00+00:00,486.0,2089.0,16341.25,809.0,1278.0,1136.0,9911.0
2016-01-11 12:00:00+00:00,486.5,2148.0,16066.0,811.5,1112.0,1097.0,9761.5
2016-01-11 13:00:00+00:00,482.5,2187.0,16107.0,809.0,565.0,1127.0,9714.0
2016-01-11 14:00:00+00:00,481.75,2134.0,16236.75,805.0,457.0,1129.0,10022.5
2016-01-11 15:00:00+00:00,482.25,2181.0,16540.25,715.0,492.0,1145.0,10211.0
2016-01-11 16:00:00+00:00,483.5,2220.0,16478.25,750.0,809.0,1176.0,11381.0
2016-01-11 17:00:00+00:00,458.25,2189.0,16319.0,771.5,753.0,1362.0,11938.0
2016-01-11 18:00:00+00:00,458.25,1777.0,15947.0,761.5,953.0,1494.0,11846.0
2016-01-11 19:00:00+00:00,408.25,1587.0,15119.0,770.5,1095.0,1342.0,11128.5
2016-01-11 20:00:00+00:00,341.0,1363.0,13150.75,654.0,1238.0,1170.0,9737.0
2016-01-11 21:00:00+00:00,340.0,1188.0,11831.0,540.0,1040.0,1051.0,7416.0
2016-01-11 22:00:00+00:00,340.25,926.0,9060.5,553.5,943.0,1053.0,6078.0
2016-01-11 23:00:00+00:00,340.5,939.0,7992.0,611.5,541.0,1089.0,4887.5
2016-01-12 00:00:00+00:00,340.75,979.0,7016.75,463.5,642.0,1139.0,4234.5
2016-01-12 01:00:00+00:00,339.75,980.0,6407.25,361.5,555.0,1161.0,4308.5
2016-01-12 02:00:00+00:00,341.5,981.0,6257.25,316.0,461.0,1321.0,3944.5
2016-01-12 03:00:00+00:00,340.25,997.0,6405.5,317.0,460.0,1553.0,3327.5
2016-01-12 04:00:00+00:00,369.0,1045.0,7439.25,309.0,530.0,1941.0,3012.0
2016-01-12 05:00:00+00:00,384.75,1284.0,11819.0,322.0,978.0,2164.0,3327.5
2016-01-12 06:00:00+00:00,461.75,1732.0,15930.25,316.5,1198.0,2528.0,4988.5
2016-01-12 07:00:00+00:00,472.0,1694.0,16856.25,396.5,1339.0,3008.0,7187.0
2016-01-12 08:00:00+00:00,457.75,1705.0,16288.25,543.5,1402.0,3296.0,8223.5
2016-01-12 09:00:00+00:00,462.0,1720.0,16296.25,540.0,1383.0,3383.0,8668.0
2016-01-12 10:00:00+00:00,478.5,1793.0,16384.75,594.5,1383.0,3350.0,8906.0
2016-01-12 11:00:00+00:00,480.5,1863.0,16738.75,545.5,1401.0,3303.0,8876.5
2016-01-12 12:00:00+00:00,481.25,1822.0,16794.25,530.0,1400.0,2961.0,8671.0
2016-01-12 13:00:00+00:00,479.75,1759.0,16112.5,435.0,1400.0,2676.0,8103.0
2016-01-12 14:00:00+00:00,465.0,1704.0,16538.0,404.0,1399.0,2555.0,8262.5
2016-01-12 15:00:00+00:00,458.5,1679.0,16889.75,410.5,1391.0,2633.0,8982.5
2016-01-12 16:00:00+00:00,488.5,1690.0,16825.5,488.5,1383.0,3332.0,10454.0
2016-01-12 17:00:00+00:00,487.5,1725.0,16979.0,688.0,1405.0,3916.0,11030.5
2016-01-12 18:00:00+00:00,465.75,1617.0,16560.5,723.5,1681.0,4416.0,11274.5
2016-01-12 19:00:00+00:00,374.5,1389.0,14680.5,724.0,1759.0,4572.0,10935.5
2016-01-12 20:00:00+00:00,370.75,1275.0,12814.25,730.0,1759.0,4335.0,9413.5
